LGA_CODE_2016,C16_Chr_Chi_nfd_0_14,C16_Chr_Chi_nfd_15_24,C16_Chr_Chi_nfd_25_34,C16_Chr_Chi_nfd_35_44,C16_Chr_Chi_nfd_45_54,C16_Chr_Chi_nfd_55_64,C16_Chr_Chi_nfd_65_74,C16_Chr_Chi_nfd_75_84,C16_Chr_Chi_nfd_85ov,C16_Chr_Chi_nfd_Tot,C16_Chr_Oth_Chi_0_14,C16_Chr_Oth_Chi_15_24,C16_Chr_Oth_Chi_25_34,C16_Chr_Oth_Chi_35_44,C16_Chr_Oth_Chi_45_54,C16_Chr_Oth_Chi_55_64,C16_Chr_Oth_Chi_65_74,C16_Chr_Oth_Chi_75_84,C16_Chr_Oth_Chi_85ov,C16_Chr_Oth_Chi_Tot,C16_Christ_Tot_0_14,C16_Christ_Tot_15_24,C16_Christ_Tot_25_34,C16_Christ_Tot_35_44,C16_Christ_Tot_45_54,C16_Christ_Tot_55_64,C16_Christ_Tot_65_74,C16_Christ_Tot_75_84,C16_Christ_Tot_85ov,C16_Christ_T_T,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85oe,C16_OR_AusAborTrade_Tot,C16_OR_Sikhism_0_14,C16_OR_Sikhism_15_24,C16_OR_Sikhism_25_34,C16_OR_Sikhism_35_44,C16_OR_Sikhism_45_54,C16_OR_Sikhism_55_64,C16_OR_Sikhism_65_74,C16_OR_Sikhism_75_84,C16_OR_Sikhism_85oe,C16_OR_Sikhism_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_O_R_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_Oth_Rel_Tot_0_14,C16_Oth_Rel_Tot_15_24,C16_Oth_Rel_Tot_25_34,C16_Oth_Rel_Tot_35_44,C16_Oth_Rel_Tot_45_54,C16_Oth_Rel_Tot_55_64,C16_Oth_Rel_Tot_65_74,C16_Oth_Rel_Tot_75_84,C16_Oth_Rel_Tot_85ov,C16_Other_Rel_T_T,C16_SBOSB_No_RA_0_14,C16_SBOSB_No_RA_15_24,C16_SBOSB_No_RA_25_34,C16_SBOSB_No_RA_35_44,C16_SBOSB_No_RA_45_54,C16_SBOSB_No_RA_55_64,C16_SBOSB_No_RA_65_74,C16_SBOSB_No_RA_75_84,C16_SBOSB_No_RA_85ov,C16_SBOSB_No_RA_Tot,C16_Oth_rel_affi_0_14,C16_Rel_aff_ns_15_24,C16_Rel_aff_ns_25_34,C16_Rel_aff_ns_35_44,C16_Rel_aff_ns_45_54,C16_Rel_aff_ns_55_64,C16_Rel_aff_ns_65_74,C16_Rel_aff_ns_75_84,C16_Rel_aff_ns_85ov,C16_Rel_aff_ns_Tot,C16_Tot_0_14_yrs,C16_Tot_15_24_yrs,C16_Tot_25_34_yrs,C16_Tot_35_44_yrs,C16_Tot_45_54_yrs,C16_Tot_55_64_yrs,C16_Tot_65_74_yrs,C16_Tot_75_84_yrs,C16_Tot_85o,C16_T_T
LGA12380,965,656,959,667,588,433,201,93,27,4592,79,35,32,44,35,29,24,4,0,288,15286,10352,11751,11305,11205,10201,8521,5099,2413,86135,4922,2657,6705,4336,1616,1023,475,237,55,22025,13996,8006,10298,6873,4186,2322,1136,384,83,47286,3,5,12,7,12,8,7,7,3,52,3,0,0,0,3,0,0,0,0,7,404,358,993,311,72,51,41,9,0,2240,219,122,212,197,124,95,64,34,4,1072,630,477,1205,504,200,145,107,42,5,3318,4928,4753,6882,3808,3845,3525,1458,709,270,30183,3641,2424,3693,2330,1982,1736,1025,623,317,17783,44369,29683,42160,30455,24715,20582,13403,7431,3282,216079
LGA12700,24,14,10,14,24,25,14,3,0,131,0,0,0,0,0,0,3,0,0,3,969,562,468,628,916,959,791,425,142,5866,4,0,0,5,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,3,0,3,0,27,4,5,3,0,3,3,0,3,0,28,534,261,255,273,266,324,176,65,18,2168,140,95,79,85,118,153,86,62,21,838,1663,930,815,1000,1320,1447,1058,559,179,8975
LGA12730,33,13,19,24,12,20,17,3,0,137,0,0,0,0,0,0,0,0,0,0,819,487,403,568,728,931,709,502,210,5359,7,0,9,4,0,3,0,0,0,20,4,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,13,4,3,9,0,3,3,0,0,0,19,608,383,350,294,250,246,145,77,23,2378,134,102,90,100,133,170,155,95,55,1033,1577,977,865,977,1119,1362,1010,671,295,8851
LGA12750,97,57,55,50,92,108,105,51,11,638,0,0,0,3,3,3,7,6,0,26,2345,1392,1129,1723,2587,3995,4347,2417,1002,20946,9,6,14,10,8,15,11,0,0,71,5,5,13,4,10,7,0,0,0,46,0,0,0,3,0,11,9,0,0,26,8,0,4,5,3,0,0,0,0,22,0,0,13,0,0,0,3,0,0,17,13,5,7,15,21,26,21,4,3,120,21,8,21,24,25,33,24,4,3,161,2369,1284,1115,1228,1499,1961,1520,571,227,11778,525,345,283,366,490,685,655,383,151,3883,5316,3070,2615,3405,4667,6778,6609,3382,1388,37232
LGA12850,1479,1097,1113,928,905,816,505,271,82,7198,29,24,19,11,12,16,11,11,6,144,18635,14033,12611,12157,13695,13197,9771,6137,2347,102580,251,204,285,211,196,198,74,33,9,1473,3768,1945,2082,1695,1146,704,348,94,21,11797,4,3,3,3,6,0,4,0,0,21,0,0,3,0,3,0,0,0,0,5,26,12,86,17,13,6,0,0,0,159,370,250,284,213,223,175,113,63,15,1702,398,262,369,229,237,186,111,63,15,1873,5312,5036,4493,3047,2792,2644,1262,537,233,25358,2892,2376,2162,1722,1952,1705,943,551,269,14567,37936,29503,27090,24772,27133,24942,15253,8601,3585,198817
LGA12870,24,13,4,12,19,28,32,8,3,141,4,0,0,0,0,0,0,0,0,10,1107,692,526,708,1043,1339,1348,827,280,7874,7,0,9,9,3,0,0,0,0,26,9,0,0,3,0,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,13,3,3,0,0,7,0,0,0,0,18,5,3,4,0,6,3,0,0,0,31,746,373,345,349,343,358,327,136,40,3010,204,118,85,120,134,174,196,132,91,1260,2093,1195,985,1198,1542,1883,1875,1093,411,12277
LGA12900,20,8,18,4,19,18,17,5,3,111,0,0,0,0,0,3,0,0,0,3,1279,778,648,725,949,939,898,586,232,7030,0,0,6,3,0,3,0,0,0,13,5,0,5,6,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,7,4,0,3,0,0,0,0,0,0,8,0,3,0,3,0,0,0,0,0,7,3,7,5,3,0,0,0,0,0,22,476,210,235,153,153,133,92,34,7,1494,187,114,101,91,124,134,132,86,17,991,1952,1114,1001,984,1236,1221,1122,710,254,9587
LGA12930,675,451,561,562,509,386,254,157,53,3620,28,14,35,28,25,40,21,8,4,206,13072,8863,7997,9758,10757,9026,7608,5073,2838,74996,895,1251,2997,872,256,229,139,59,9,6700,1529,957,1198,803,533,333,184,64,31,5636,28,15,24,23,23,40,33,22,3,210,3,0,0,3,0,0,0,0,0,6,45,30,72,35,26,21,10,3,4,239,50,35,71,74,61,45,25,10,7,371,99,66,144,106,80,65,37,15,7,619,6523,6775,8559,5132,5098,4750,2290,1135,440,40702,1844,1468,1965,1379,1360,1215,801,558,339,10944,24617,20097,24425,19243,19255,16677,11582,7179,3763,146841
LGA12950,14,11,3,8,7,12,8,3,3,63,3,3,0,0,3,0,0,0,0,8,537,301,267,304,426,491,411,280,114,3131,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,8,198,97,99,84,73,59,52,32,10,709,45,43,35,33,51,56,44,42,12,369,791,450,410,428,552,607,511,354,134,4236
LGA13010,21,13,15,17,20,37,36,11,9,178,0,0,0,0,0,0,0,0,0,3,932,513,402,536,747,971,957,547,201,5794,5,0,10,10,0,0,0,0,0,31,8,0,6,0,0,0,0,0,0,24,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,3,11,3,4,9,11,5,0,0,43,7,11,6,3,13,9,5,0,0,58,389,232,227,197,180,233,159,57,6,1683,163,106,150,168,123,156,175,97,71,1209,1512,865,809,929,1072,1368,1297,706,279,8836
LGA13310,79,59,46,50,77,73,47,22,0,453,3,0,0,0,8,8,3,3,0,32,3139,2070,1872,2181,2793,2878,2473,1419,598,19432,16,12,66,14,6,5,4,0,0,120,32,9,28,21,10,3,3,0,0,113,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,24,3,4,3,0,0,0,44,5,4,11,14,18,15,5,3,0,80,12,6,38,21,26,15,5,3,0,121,1678,909,1001,793,716,651,420,153,63,6380,457,385,524,454,451,367,316,173,82,3217,5374,3410,3567,3518,4040,3954,3250,1760,738,29609
LGA13340,72,35,28,28,32,43,29,8,3,275,0,0,0,0,0,3,0,0,0,3,1447,703,508,721,1029,1141,969,440,203,7173,3,0,0,3,0,4,0,0,0,5,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,5,0,0,0,23,3,4,0,4,3,5,0,0,0,26,618,287,290,259,278,277,148,64,23,2243,158,71,85,86,99,145,115,51,37,851,2240,1074,887,1084,1429,1573,1241,558,259,10351
LGA13450,91,66,58,22,58,45,20,8,0,371,0,0,3,0,0,0,0,3,0,15,3376,2007,1955,1937,2425,2250,1611,1160,533,17252,111,43,137,111,48,24,4,3,0,492,140,57,114,100,71,20,9,0,0,509,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,195,72,157,135,91,67,21,11,3,752,3,0,7,5,7,6,3,0,0,40,201,72,169,139,99,72,25,11,3,796,944,627,709,467,338,309,138,75,32,3652,568,345,386,312,334,352,250,163,101,2812,5364,3160,3518,3097,3323,3035,2050,1418,669,25641
LGA13510,50,12,14,23,12,25,21,13,5,174,0,0,0,0,0,3,0,0,0,5,1401,794,638,862,1048,1274,1211,818,332,8376,9,0,4,6,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,9,0,0,13,0,3,3,0,0,0,20,436,220,220,191,208,208,170,48,20,1724,167,78,91,102,116,147,124,100,39,968,2020,1094,972,1174,1377,1636,1514,969,391,11141
LGA13550,44,13,21,18,27,27,13,16,3,171,0,0,0,0,0,0,4,0,0,3,1547,856,920,945,1119,1192,959,667,282,8483,3,0,3,3,0,0,0,0,0,14,11,0,3,5,0,0,0,0,0,22,0,0,0,0,0,3,0,0,0,3,3,5,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,7,0,3,3,0,3,3,0,0,0,16,3,4,8,0,6,8,0,0,0,33,751,370,450,287,253,222,108,42,11,2487,204,128,128,129,151,142,126,97,31,1132,2525,1365,1520,1376,1532,1573,1192,801,318,12215
LGA13660,14,7,0,10,8,11,8,5,3,75,0,0,0,0,0,0,0,0,0,5,648,311,278,401,555,544,624,360,112,3830,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,228,109,104,70,85,86,84,28,15,802,89,54,48,54,94,103,64,55,30,590,975,479,440,520,737,739,773,441,155,5258
LGA13800,240,204,172,151,198,173,109,38,9,1291,6,4,0,5,15,6,9,0,3,55,8149,5507,4531,5333,6553,5449,4164,2102,799,42579,12,4,22,17,16,12,3,3,0,103,53,19,38,31,22,19,14,0,4,206,7,4,8,3,12,3,9,4,3,59,5,0,0,5,0,0,0,0,0,12,10,9,7,8,10,0,0,0,0,38,25,18,21,30,35,26,17,8,0,168,36,24,28,43,43,29,19,7,0,225,3675,2622,2635,2001,2045,1577,777,264,84,15679,898,746,677,613,809,677,543,250,121,5337,12868,8970,8030,8115,9554,7833,5571,2640,1010,64592
LGA13850,0,3,0,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,328,199,160,198,336,320,283,179,38,2040,3,0,9,3,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,8,0,3,0,0,0,0,14,128,87,73,43,61,52,29,8,6,490,48,40,48,31,54,50,50,41,16,379,514,327,297,277,461,424,358,233,60,2946
LGA13910,57,27,32,33,39,47,26,14,4,275,0,0,0,0,3,3,3,3,0,11,2372,1393,1104,1441,1859,1957,1930,1059,442,13557,3,0,16,3,3,0,0,0,0,26,130,33,47,36,18,10,10,0,0,276,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,9,0,12,4,6,5,3,3,4,0,45,4,11,10,6,5,3,3,4,0,60,807,429,362,354,333,324,226,88,24,2946,286,170,136,160,214,219,216,104,44,1561,3611,2046,1683,2018,2439,2535,2396,1254,516,18498
LGA14000,580,460,365,502,525,492,295,133,60,3405,21,28,8,19,30,24,23,9,9,164,14220,9183,5771,9655,11674,9829,7893,5011,2610,75853,1467,737,1217,1406,864,449,238,102,32,6515,454,265,371,387,264,180,106,37,12,2076,58,22,25,51,50,64,51,22,25,370,3,0,0,3,0,0,0,0,0,10,144,76,143,124,69,44,16,16,3,635,82,82,70,110,113,83,50,18,13,623,227,158,208,240,182,123,65,35,18,1268,9091,6080,5385,6661,5848,4732,2575,1072,434,41878,1812,1175,1146,1492,1364,1161,888,659,661,10355,27866,18049,14697,20695,21080,17202,12158,7073,3841,142667
LGA14100,18,6,5,27,22,15,24,16,5,141,4,0,4,0,3,0,3,0,0,18,1753,1189,548,961,1292,992,881,540,409,8570,17,6,19,22,23,4,12,4,3,103,18,16,16,15,23,11,6,7,0,111,10,0,0,13,0,14,19,57,197,311,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,0,0,16,3,10,4,13,6,11,0,0,3,46,7,10,4,13,13,11,3,0,3,60,654,464,386,503,467,418,349,146,81,3476,173,151,133,135,150,158,120,74,44,1135,2650,1846,1134,1699,2004,1640,1425,856,746,13999
LGA14170,318,245,529,397,313,229,174,101,53,2364,10,3,19,25,15,15,10,3,0,114,11213,5992,10059,11448,10900,8307,6885,5000,2399,72208,617,730,1892,725,221,123,76,23,8,4407,430,341,621,457,263,214,145,51,18,2534,139,67,117,146,101,94,74,21,15,769,3,4,5,10,9,3,0,0,0,29,20,10,67,21,11,8,0,0,0,139,56,76,186,138,110,96,46,18,9,734,82,90,257,166,130,103,51,18,9,903,12173,9528,18010,13983,10032,6738,3342,967,328,75100,2722,2100,4488,3521,2652,2026,1177,571,299,19549,27912,19516,36902,31754,25239,18512,12191,6838,3170,182043
LGA14200,98,55,58,65,53,52,44,21,3,446,15,4,3,8,5,3,3,0,0,34,1941,1143,982,1184,1560,1634,1522,977,340,11288,3,0,3,0,0,3,0,0,0,12,4,0,3,4,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,11,0,6,6,3,0,0,0,34,3,10,6,7,6,5,0,0,0,44,1004,566,507,365,289,297,189,78,13,3308,358,206,198,178,196,244,203,112,53,1745,3332,1939,1710,1754,2064,2192,1921,1165,408,16483
LGA14300,9,5,6,9,13,10,12,4,0,70,0,0,0,0,0,0,0,0,0,0,706,390,345,409,541,596,485,219,94,3797,0,0,3,3,0,3,0,0,0,9,3,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,283,166,176,95,103,100,53,26,12,1012,121,173,326,332,191,166,87,32,11,1435,1124,728,870,851,840,862,624,279,115,6295
LGA14350,75,59,42,45,62,67,36,16,11,418,3,0,0,3,0,0,0,0,0,7,2496,1554,1239,1588,2320,3013,2883,1536,676,17305,3,4,3,12,3,3,4,0,0,34,12,3,7,0,6,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,3,0,5,0,12,3,0,8,0,0,0,0,0,0,9,7,3,5,6,15,18,5,3,0,57,11,3,15,7,19,22,5,8,0,85,1890,994,881,825,873,1084,657,205,94,7498,530,415,514,427,460,547,486,253,99,3726,4967,2988,2675,2892,3719,4723,4042,1997,867,28885
LGA14400,94,53,40,54,59,55,45,24,4,435,0,0,0,0,0,3,0,3,0,10,1921,1267,888,1265,1768,2260,1975,1172,532,13048,9,3,6,7,3,8,0,0,0,33,11,0,0,3,3,4,0,0,0,28,4,0,0,3,3,3,7,3,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,4,5,5,3,36,3,0,3,5,3,4,7,3,3,41,1357,834,768,835,767,871,568,189,66,6264,291,193,169,198,237,281,272,123,98,1857,3610,2310,1853,2350,2828,3466,2846,1498,704,21464
LGA14500,448,305,207,309,365,276,186,119,35,2257,18,11,10,21,16,16,13,12,9,122,12223,7833,3565,6897,9997,7144,6310,4830,2769,61577,521,216,278,480,317,212,106,43,18,2194,196,78,135,193,95,85,49,17,7,856,616,460,173,332,459,544,336,156,87,3161,0,0,0,0,0,0,0,0,0,3,84,70,73,63,78,38,28,16,6,449,61,73,47,66,94,94,49,34,7,519,138,144,116,127,169,130,76,52,10,972,8118,5740,4181,5334,5608,4029,2505,1116,505,37129,1697,1211,793,1076,1255,949,851,595,614,9054,23864,15929,9662,15085,18515,13543,10518,6907,4036,118053
LGA14550,42,11,15,20,37,41,41,9,3,227,9,3,0,4,0,7,6,3,0,25,666,414,318,405,763,960,756,454,179,4909,6,4,3,6,3,6,0,0,0,28,0,0,0,4,0,0,0,0,0,6,5,0,0,0,0,8,0,0,0,11,6,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,11,5,6,5,3,9,12,6,0,0,47,18,11,5,4,12,15,6,0,0,73,574,295,227,317,382,524,284,61,20,2687,172,100,64,107,186,216,154,81,42,1118,1460,831,633,855,1358,1747,1217,594,239,8940
LGA14600,52,19,22,16,14,18,8,4,3,170,0,0,0,0,0,0,0,0,0,3,862,422,476,448,511,623,495,372,137,4337,6,0,8,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,323,160,164,122,100,104,54,17,3,1040,157,81,81,70,96,89,101,61,32,767,1352,668,738,654,708,814,651,447,172,6194
LGA14650,1012,603,564,607,685,638,407,195,78,4791,102,58,44,73,55,60,46,22,9,471,18911,12786,10700,13873,16976,17850,16493,9801,4303,121703,172,40,145,135,64,58,31,14,3,655,144,48,108,92,51,25,19,5,0,494,16,8,9,13,16,11,19,6,0,86,15,6,11,4,8,0,3,0,0,50,21,17,33,18,5,3,3,4,0,112,44,48,66,88,89,60,32,15,3,444,74,71,115,110,102,68,42,19,3,605,14379,8511,8951,7539,6786,5897,3697,1649,622,58040,2220,1473,1480,1554,1801,1949,1861,1114,733,14197,36114,23111,21737,23628,26085,26105,22286,12635,5681,197371
LGA14700,70,51,130,97,59,54,44,25,14,540,0,0,0,3,0,3,4,3,0,20,3663,2041,2160,2655,2607,1936,1535,958,557,18102,217,102,441,230,63,35,16,9,3,1117,90,40,138,92,43,30,16,4,0,455,82,12,36,63,34,44,49,30,19,369,0,0,0,0,0,0,0,0,0,0,18,7,32,14,8,5,0,0,0,85,20,13,38,29,26,32,10,3,4,181,38,17,74,49,39,32,12,3,4,268,2007,1339,2548,2068,1392,1153,799,316,122,11740,458,314,644,518,359,329,214,117,64,3018,6671,3938,6278,5876,4673,3682,2708,1453,777,36051
LGA14750,27,16,14,15,16,12,5,0,0,114,0,0,0,0,0,0,0,0,0,3,1515,1052,728,855,1093,1086,868,569,187,7949,6,3,7,3,4,0,0,0,0,33,6,3,24,12,14,10,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,4,38,8,9,9,4,0,0,97,3,4,3,3,3,0,0,0,0,19,32,10,41,21,14,15,4,0,0,123,495,315,265,215,195,152,70,39,10,1745,239,158,128,113,155,146,134,94,43,1214,2297,1536,1197,1224,1481,1409,1074,708,239,11168
LGA14850,228,126,126,128,130,140,107,36,16,1032,69,16,28,32,16,25,18,9,0,208,3482,2346,1847,2349,3357,3693,2811,1696,897,22473,19,8,17,23,10,16,8,9,0,104,39,12,20,28,3,4,3,0,0,110,3,0,3,0,3,7,3,0,0,23,6,9,3,5,7,3,0,0,0,29,9,3,15,4,3,5,9,0,0,47,41,44,45,87,80,69,25,7,4,405,59,58,62,99,89,78,34,7,4,483,3319,2107,1850,1931,1911,1955,1001,291,99,14470,727,666,535,598,662,805,501,259,146,4900,7708,5235,4395,5124,6124,6691,4429,2270,1148,43135
LGA14870,52,49,38,38,52,60,45,14,7,357,0,0,0,3,0,4,3,0,0,14,1953,1263,1155,1386,1803,2052,1920,1060,394,12978,19,4,13,12,5,3,8,0,0,62,16,6,15,9,7,3,0,0,0,57,4,0,0,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,3,3,0,6,4,0,0,0,0,0,12,4,8,3,12,9,16,7,3,0,65,11,8,11,18,13,16,6,3,0,78,1162,699,606,542,624,592,423,144,45,4846,414,302,449,355,396,385,369,170,73,2911,3593,2292,2256,2345,2865,3091,2751,1382,516,21090
LGA14900,1573,1004,1065,1019,821,680,370,134,26,6694,57,41,29,40,41,33,24,20,9,291,22335,14953,13844,15393,15637,12459,8680,4769,1693,109767,2143,1247,1653,2007,1466,1044,353,139,31,10090,8268,3944,3977,3755,2401,1344,647,188,35,24550,3,0,7,4,3,3,6,3,0,32,0,0,3,5,0,0,0,0,0,6,204,100,245,154,70,58,37,14,0,885,1442,872,932,683,606,462,283,125,42,5451,1650,977,1183,840,684,526,322,133,42,6341,5597,4099,4469,3180,2724,1933,921,391,131,23448,4306,2668,3012,2709,2284,1847,1112,616,281,18828,46300,29436,29760,29691,27132,20680,12609,6433,2283,204326
LGA14920,35,9,14,12,14,16,21,6,0,122,8,0,0,0,0,0,3,0,0,17,893,487,476,566,748,877,760,441,165,5414,3,3,4,0,0,0,0,0,0,6,9,0,0,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,10,3,0,4,3,3,0,0,0,0,17,396,176,208,165,135,150,99,30,8,1370,147,84,79,76,108,158,108,71,13,850,1441,757,773,820,1005,1188,976,543,191,7687
LGA14950,10,3,4,6,6,4,6,0,5,41,0,0,0,0,0,0,0,0,0,0,428,195,162,213,315,357,300,170,79,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,144,76,64,66,68,68,32,24,0,542,69,33,22,29,43,52,41,38,18,349,642,302,253,304,429,484,372,231,101,3119
LGA15050,424,215,256,242,205,177,116,43,11,1684,5,3,3,3,6,7,6,4,0,36,10232,5879,5890,6715,7040,6591,5213,2698,1011,51272,108,20,92,80,36,19,6,0,0,356,73,37,65,54,31,15,10,3,0,287,6,4,0,5,0,3,0,0,0,29,7,4,3,3,0,0,0,0,0,16,31,4,41,18,11,5,0,0,0,112,20,18,26,36,33,20,17,0,0,174,59,29,78,54,42,28,16,0,0,310,5251,3085,3581,2464,1992,1421,737,254,78,18865,1118,639,784,721,744,683,546,296,182,5706,16900,9744,10574,10183,9977,8843,6554,3253,1280,77305
LGA15240,410,211,171,184,264,328,224,117,25,1945,5,0,0,4,8,19,17,6,0,59,7416,4514,3485,5067,7472,9943,11340,6515,2589,58344,36,10,36,36,16,11,7,3,0,154,27,7,25,27,13,13,6,5,0,104,0,3,0,3,3,7,22,8,0,47,4,5,4,3,3,3,0,0,0,28,8,0,13,12,0,3,0,0,0,31,16,33,22,26,47,30,14,3,0,190,31,35,44,41,48,33,21,3,0,251,5186,2899,2437,2306,2670,3101,2458,989,351,22390,1161,712,609,688,1029,1369,1491,834,475,8352,13937,8235,6705,8264,11361,14612,15411,8365,3421,90303
LGA15270,88,35,33,46,52,49,46,18,4,370,0,0,0,0,3,0,0,0,0,9,2868,1431,1492,1759,2332,2177,2032,1096,419,15615,13,4,14,10,0,4,0,0,0,40,0,0,7,4,3,4,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,6,7,4,0,0,0,0,20,3,0,10,12,8,4,0,0,0,49,12,5,18,17,11,8,0,0,0,70,1467,703,814,646,662,540,383,148,27,5381,519,278,312,305,372,419,386,169,46,2811,4900,2430,2677,2756,3410,3164,2823,1425,487,24076
LGA15300,71,22,30,42,23,20,23,5,0,235,0,0,0,0,0,6,3,0,0,13,1833,968,1026,1127,1354,1224,957,496,141,9118,21,0,24,14,3,3,0,0,0,66,10,0,6,3,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,3,3,5,3,0,0,0,28,636,340,354,245,228,157,98,33,7,2091,378,218,209,230,231,213,169,96,25,1787,2884,1530,1640,1642,1823,1606,1224,631,176,13159
