SA3_CODE_2016,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_S_r_t_h_t_1_s_NPUR_1,C16_S_r_t_h_t_1_s_NPUR_2,C16_S_r_t_h_t_1_s_NPUR_3,C16_S_r_t_h_t_1_s_NPUR_4,C16_S_r_t_h_t_1_s_NPUR_5,C16_S_r_t_h_t_1_s_NPUR_6mo,C16_SDRTHTS_To,C16_S_r_t_h_t_2mor_s_NPUR_1,C16_S_r_t_h_t_2mor_s_NPUR_2,C16_S_r_t_h_t_2mor_s_NPUR_3,C16_S_r_t_h_t_2mor_s_NPUR_4,C16_S_r_t_h_t_2mor_s_NPUR_5,C16_SDRTHT2S_NPUR_6mo,C16_SDRTHT2S_To,C16_Sd_r_t_h_t_To_NPUR_1,C16_Sd_r_t_h_t_To_NPUR_2,C16_Sd_r_t_h_t_To_NPUR_3,C16_Sd_r_t_h_t_To_NPUR_4,C16_Sd_r_t_h_t_To_NPUR_5,C16_SDRTHT_NPUR_6mor,C16_Sd_r_t_h_t_To_Tot,C16_Fl_u_a_1_2SB_NPUR_1,C16_Fl_u_a_1_2SB_NPUR_2,C16_Fl_u_a_1_2SB_NPUR_3,C16_Fl_u_a_1_2SB_NPUR_4,C16_Fl_u_a_1_2SB_NPUR_5,C16_F_u_a_1_2SB_NPUR_6mor,C16_FUA_1_2SB_Tot,C16_F_u_a_I_a_3SB_NPUR_1,C16_F_u_a_I_a_3SB_NPUR_2,C16_F_u_a_I_a_3SB_NPUR_3,C16_F_u_a_I_a_3SB_NPUR_4,C16_F_u_a_I_a_3SB_NPUR_5,C16_F_u_a_I_a_3SB_NPUR_6m,C16_FUA_In_a_3_st_b_To,C16_F_u_a_4mor_s_b_NPUR_1,C16_F_u_a_4mor_s_b_NPUR_2,C16_F_u_a_4mor_s_b_NPUR_3,C16_F_u_a_4mor_s_b_NPUR_4,C16_F_u_a_4mor_s_b_NPUR_5,C16_F_u_a_4m_s_b_NPUR_6mor,C16_FUA_4mor_st_bl_Tot,C16_FUA_AH_NPUR_1,C16_FUA_AH_NPUR_2,C16_FUA_AH_NPUR_3,C16_FUA_AH_NPUR_4,C16_FUA_AH_NPUR_5,C16_FUA_AH_NPUR_6mo,C16_FUA_AH_Tot,C16_FUA_To_NPUR_1,C16_FUA_To_NPUR_2,C16_FUA_To_NPUR_3,C16_FUA_To_NPUR_4,C16_FUA_To_NPUR_5,C16_FUA_To_NPUR_6mo,C16_FUA_To_To,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mo,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mo,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_TO,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_T_T,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_T,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_T_T
10304,0,0,13,5255,6734,2824,2768,1487,716,19780,4078,6530,2795,2868,1444,665,18380,777,348,77,47,14,0,1253,123,46,13,8,0,0,200,898,393,89,57,14,0,1452,424,115,27,8,3,3,588,27,6,0,0,0,0,39,8,7,0,0,0,0,16,3,0,0,0,0,0,6,466,136,32,9,3,3,652,37,3,0,0,0,0,41,0,3,0,0,0,3,10,14,10,5,4,5,0,36,53,16,4,5,4,3,84,126,26,5,12,10,3,182,5616,7106,2929,2949,1486,674,20755
10401,0,0,31,5270,7534,2529,2170,1003,571,19083,4059,6958,2263,1872,964,540,16660,453,208,29,19,3,0,710,176,132,53,20,8,0,383,629,333,82,41,13,0,1088,547,225,58,19,3,3,855,41,30,3,0,0,0,77,8,3,0,0,0,0,10,3,0,0,0,0,0,3,598,262,61,22,5,3,947,275,152,17,4,0,3,449,41,20,10,5,0,3,86,26,23,4,4,0,5,65,340,196,34,15,8,7,594,48,61,14,9,9,0,145,5680,7819,2448,1954,990,556,19441
10402,0,0,18,8369,11806,4410,4020,1805,848,31261,5089,9536,3849,3659,1671,907,24717,1055,706,201,128,39,12,2143,536,508,205,100,41,12,1406,1596,1214,407,223,76,28,3543,1204,651,225,93,33,18,2220,169,100,33,16,7,3,334,151,114,21,12,0,0,301,11,4,0,0,0,0,9,1533,868,280,119,37,19,2863,393,191,32,11,3,0,630,31,19,0,0,0,0,45,10,18,0,4,3,0,40,430,230,29,18,12,0,720,123,127,29,31,8,5,328,8773,11969,4597,4051,1807,966,32171
10501,4,0,30,3007,3108,1159,1041,615,403,9339,2234,2672,1011,882,485,348,7641,57,31,3,0,0,0,92,3,8,3,0,0,0,8,60,38,3,0,0,0,98,268,78,14,9,3,4,371,17,7,0,0,0,0,27,11,0,0,0,0,0,11,0,3,0,0,0,0,3,299,88,18,9,3,4,408,60,23,0,0,0,0,86,86,43,8,4,8,5,156,21,19,6,4,0,0,50,163,85,14,8,9,6,286,57,46,17,8,6,10,142,2809,2921,1066,910,500,372,8581
10502,0,12,54,2841,2983,1111,877,397,218,8430,2503,2665,1027,809,335,195,7530,112,30,13,9,6,0,170,0,5,7,0,0,0,16,118,38,13,9,6,0,185,157,26,8,3,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,30,8,3,0,0,197,10,4,0,0,3,0,17,5,3,0,0,0,0,5,4,0,0,0,0,0,10,22,13,0,0,0,0,37,16,16,8,0,0,0,42,2818,2756,1061,821,344,190,7995
10503,3,0,20,6659,8630,3468,3204,1703,928,24592,5029,7723,3394,2962,1604,844,21553,595,319,94,49,16,3,1071,34,23,5,3,0,0,63,626,340,102,50,16,3,1135,879,364,91,41,4,8,1376,13,6,0,0,0,0,17,15,3,0,0,0,0,13,0,0,0,0,0,0,0,899,374,91,41,4,8,1411,51,30,0,3,0,3,87,3,3,0,0,0,0,6,87,104,42,41,19,10,297,139,135,41,39,18,15,393,69,55,14,11,9,3,168,6767,8630,3641,3100,1657,871,24663
10601,3,0,19,6701,10047,4673,4555,2166,1019,29161,5663,9550,4547,4546,2118,990,27400,873,493,187,76,22,7,1662,243,109,33,12,0,0,403,1119,599,214,92,25,5,2059,405,129,39,18,8,3,596,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,404,134,34,18,8,3,601,50,24,7,8,7,4,99,14,17,3,7,0,0,31,19,6,3,5,0,0,38,82,50,15,16,7,4,171,69,53,34,20,9,6,189,7334,10378,4842,4689,2160,1009,30417
10602,0,0,4,4946,7699,3881,3980,1699,769,22969,3732,7810,4107,4358,1903,863,22775,927,645,186,84,22,15,1872,310,143,44,16,7,0,524,1236,781,231,107,31,15,2399,402,126,23,14,0,0,567,0,0,0,0,0,0,0,22,11,3,0,0,0,32,0,0,0,0,0,0,3,426,134,26,14,0,0,602,31,3,3,0,0,0,44,3,5,0,0,0,0,11,13,19,11,8,0,0,54,53,27,15,11,3,0,109,255,93,14,5,3,0,379,5702,8853,4391,4492,1945,875,26258
10603,0,0,15,6170,9727,3455,3427,1586,757,25121,4197,8270,3091,3178,1454,735,20932,1031,711,154,73,23,4,1994,472,676,253,144,58,16,1619,1496,1383,404,213,82,28,3610,279,129,33,12,4,0,456,101,80,18,3,0,0,204,157,141,19,11,0,0,328,13,0,0,4,0,0,16,548,351,71,25,4,4,1002,312,200,17,5,3,0,538,3,7,0,6,0,0,23,18,18,9,5,0,0,60,335,228,24,17,3,7,616,58,44,11,7,3,3,132,6637,10269,3607,3445,1549,773,26292
10604,0,0,21,2841,3765,1552,1517,801,302,10780,2309,3517,1476,1457,717,285,9758,313,129,48,13,8,0,513,99,34,11,5,5,0,154,410,166,65,23,11,0,666,200,58,20,13,0,0,293,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,58,24,9,0,0,300,55,18,4,0,0,0,80,4,0,3,0,0,0,9,4,7,0,0,0,0,14,64,26,5,0,0,0,100,28,35,18,15,6,0,95,3012,3802,1586,1506,738,293,10929
10701,0,0,9,6045,8483,4224,4395,1890,884,25924,4247,7510,4002,4262,1781,1011,22823,801,460,101,52,17,8,1445,262,236,97,61,30,33,723,1068,701,197,118,52,38,2164,781,304,101,47,11,12,1259,188,46,24,15,9,0,275,36,5,0,0,0,0,39,15,8,3,0,4,0,26,1019,358,123,63,23,15,1604,24,15,0,3,4,0,50,3,0,0,0,0,0,0,12,16,9,13,7,6,61,35,36,15,15,5,9,114,32,30,15,4,0,3,83,6398,8637,4349,4461,1860,1070,26788
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10703,0,0,9,6275,10198,4901,5152,2274,1031,29824,3753,8518,4406,5004,2257,1043,24973,823,718,211,106,26,7,1888,792,871,353,211,44,20,2297,1613,1589,565,321,75,30,4193,690,417,110,55,13,8,1295,44,40,4,0,0,0,90,120,73,0,0,0,0,192,3,0,0,0,0,0,4,853,523,121,62,13,8,1583,209,111,10,5,3,0,332,0,0,0,0,0,0,0,21,30,4,7,3,0,67,231,142,20,10,5,0,407,69,84,15,6,3,0,173,6518,10850,5114,5399,2351,1089,31327
10704,0,0,36,12540,15313,7146,6961,2819,1073,45844,4649,9050,4942,6171,2694,1052,28556,1200,827,280,170,65,25,2573,1625,1387,733,474,132,56,4414,2822,2217,1015,651,203,83,6985,1993,1426,478,258,87,40,4276,1233,994,328,118,26,9,2704,1366,1704,513,209,44,11,3850,11,4,0,3,0,0,22,4600,4136,1315,581,160,59,10849,132,58,14,5,5,0,214,0,0,0,0,0,0,4,65,54,22,29,4,6,181,201,108,37,37,12,6,395,200,110,30,32,11,4,384,12470,15622,7340,7469,3066,1201,47170
10801,0,0,10,3801,5214,1402,1163,535,230,12342,2280,4163,1234,1034,449,219,9381,766,615,97,36,8,9,1526,88,104,17,13,5,0,231,860,717,115,50,9,6,1756,386,163,57,19,4,3,634,177,97,22,6,3,0,307,181,173,34,15,0,0,405,0,0,0,0,0,0,0,744,440,113,39,3,4,1344,158,90,16,7,0,0,273,3,3,0,0,0,0,11,19,23,3,7,0,0,53,187,110,23,14,0,4,343,42,36,5,10,0,0,98,4103,5467,1496,1147,471,231,12919
10802,0,0,9,5385,7104,2343,1830,967,617,18246,4227,6370,2241,1753,917,564,16075,395,168,36,14,9,0,608,53,27,14,6,0,0,107,450,193,44,19,12,0,718,483,213,49,16,10,6,776,39,31,4,3,0,0,83,27,11,0,0,0,0,34,7,3,0,0,0,0,10,554,252,58,15,15,6,898,240,139,8,5,0,0,394,12,6,3,3,0,0,22,30,22,10,8,3,0,67,277,168,24,10,3,0,490,66,56,18,16,12,4,173,5574,7047,2387,1810,954,570,18344
10803,0,0,0,41,45,21,22,3,0,136,43,52,18,14,6,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,52,18,14,6,0,132
10804,0,0,17,8019,11893,3679,3327,1497,650,29069,4491,9457,3288,3225,1518,667,22650,1551,1143,235,87,25,11,3047,372,400,122,62,14,8,982,1921,1543,357,147,40,16,4026,1118,501,115,29,5,3,1781,296,192,31,11,5,0,532,465,422,63,15,3,0,973,0,0,0,0,0,0,4,1883,1114,211,62,16,5,3293,400,202,13,3,8,0,632,13,5,0,0,0,0,16,23,23,8,3,0,0,60,440,233,22,5,4,0,706,80,64,16,6,8,3,189,8819,12420,3888,3457,1586,694,30864
10805,0,0,21,5591,8149,2575,2178,1074,563,20133,4281,7584,2485,2120,1052,549,18079,791,413,69,28,13,3,1311,76,97,27,10,6,0,215,868,509,102,38,11,4,1526,593,215,54,22,3,3,892,30,10,3,0,0,0,45,5,0,0,0,0,0,10,3,0,0,0,0,0,7,638,225,51,24,3,3,944,163,106,12,3,0,0,289,15,5,0,0,0,0,25,23,24,8,5,3,0,67,200,141,22,10,3,0,371,52,59,17,16,4,3,152,6039,8515,2679,2213,1082,557,21079
10901,0,0,16,6488,7792,3143,2904,1282,551,22160,4506,7055,2870,2887,1276,539,19140,1813,771,239,100,28,13,2956,245,114,32,18,0,0,416,2058,890,265,113,31,12,3374,230,67,30,3,0,0,333,38,12,5,3,0,0,52,16,5,0,0,0,0,29,0,0,0,0,0,0,3,283,83,37,10,0,0,416,47,20,5,3,3,0,79,0,0,0,0,0,0,4,15,16,10,0,0,3,42,57,41,17,3,8,3,121,42,25,4,4,6,4,95,6951,8093,3190,3023,1322,561,23140
10902,0,0,3,1271,1751,636,546,296,162,4672,1028,1540,566,496,309,126,4057,53,20,4,4,0,0,76,0,5,0,0,0,0,5,53,19,4,4,0,0,79,126,61,13,5,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,61,13,5,0,0,208,43,34,3,0,0,0,78,3,3,0,0,0,0,7,6,9,5,0,3,0,27,52,44,6,4,3,0,108,19,18,0,5,3,0,43,1274,1686,590,505,317,123,4502
10903,3,0,33,4744,6430,1784,1763,889,403,16016,3883,5842,1735,1658,853,351,14322,332,157,10,9,3,0,519,5,4,5,3,0,0,18,340,164,19,10,3,0,530,583,233,39,19,3,4,887,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,587,233,39,19,3,4,892,149,92,5,3,0,0,252,6,3,0,0,0,0,7,29,38,7,17,3,0,96,178,133,13,20,11,0,358,36,39,12,9,7,4,101,5026,6413,1819,1714,872,362,16202
11001,0,0,13,3610,4752,1795,1683,823,382,13047,2851,4350,1627,1578,758,325,11492,415,222,75,61,12,3,789,85,33,11,5,4,0,141,506,260,83,66,15,4,930,350,128,32,18,9,3,544,29,7,5,5,0,5,46,0,0,0,0,0,0,0,0,5,0,0,0,0,5,384,137,33,21,9,9,589,29,11,4,0,0,0,48,3,3,3,0,0,0,11,7,6,3,3,0,0,24,37,24,7,3,0,0,78,44,33,15,6,11,0,117,3821,4809,1773,1679,790,340,13211
11002,0,0,20,4326,5566,1880,1596,870,457,14698,3761,5369,1688,1426,808,375,13436,165,59,12,6,4,0,256,12,10,4,0,0,0,27,180,67,15,6,4,0,278,402,97,25,20,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,97,25,20,0,0,543,72,43,4,0,0,0,122,9,9,3,0,0,0,23,10,19,3,5,3,3,42,92,66,16,10,3,4,187,72,69,21,12,17,11,191,4507,5658,1762,1474,841,394,14635
11003,0,0,11,2526,3149,1269,1235,654,364,9199,1782,2731,1167,1078,593,301,7647,175,94,32,29,18,8,362,16,19,3,3,0,0,43,196,110,38,33,18,4,402,449,154,44,8,3,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,450,155,48,8,3,0,665,67,16,0,3,0,0,93,13,0,0,0,0,0,16,13,19,3,4,5,0,48,92,37,8,7,6,3,148,16,12,8,6,3,3,48,2528,3050,1263,1135,624,314,8915
11004,0,0,44,7779,10552,4175,3794,1807,821,28934,6213,9569,3974,3696,1794,844,26085,1011,423,137,36,10,6,1623,229,111,24,17,0,4,378,1238,531,158,51,11,8,1996,487,131,43,22,6,3,695,25,11,5,0,0,0,39,43,6,0,3,0,0,57,0,3,0,0,0,0,3,555,154,43,21,6,3,787,89,41,8,0,0,4,144,3,7,3,3,0,0,13,79,119,59,47,11,16,334,179,162,68,50,11,16,495,59,65,28,19,7,10,178,8239,10487,4270,3839,1829,888,29544
11101,0,0,13,10771,15550,6879,7100,2784,1072,44157,7012,13186,6496,6889,2650,1041,37280,1967,1204,235,106,28,15,3545,702,588,235,110,38,20,1690,2667,1794,469,207,66,30,5239,1034,443,90,41,11,7,1629,119,36,8,0,0,0,163,186,171,28,18,0,0,404,10,12,3,5,0,0,30,1350,664,130,67,10,7,2221,168,55,4,3,0,0,233,3,4,0,0,0,0,7,27,24,9,8,3,0,74,202,81,17,11,4,0,318,32,36,12,5,0,3,87,11259,15760,7122,7186,2738,1088,45146
11102,0,0,17,5918,9409,3960,3812,1752,751,25616,4697,8901,4097,4106,1763,821,24387,793,500,78,26,12,7,1411,193,157,36,24,10,0,422,988,656,107,52,21,6,1831,245,118,25,10,4,3,411,34,47,4,3,0,0,96,5,9,4,3,0,0,22,8,8,0,3,0,0,15,301,181,37,21,4,3,548,192,70,13,6,3,4,276,3,6,0,0,0,0,12,11,9,0,3,0,0,25,202,81,14,10,4,3,313,35,20,10,6,0,4,74,6215,9844,4271,4188,1792,842,27146
