SA3_CODE_2016,C16_Chr_Chi_nfd_0_14,C16_Chr_Chi_nfd_15_24,C16_Chr_Chi_nfd_25_34,C16_Chr_Chi_nfd_35_44,C16_Chr_Chi_nfd_45_54,C16_Chr_Chi_nfd_55_64,C16_Chr_Chi_nfd_65_74,C16_Chr_Chi_nfd_75_84,C16_Chr_Chi_nfd_85ov,C16_Chr_Chi_nfd_Tot,C16_Chr_Oth_Chi_0_14,C16_Chr_Oth_Chi_15_24,C16_Chr_Oth_Chi_25_34,C16_Chr_Oth_Chi_35_44,C16_Chr_Oth_Chi_45_54,C16_Chr_Oth_Chi_55_64,C16_Chr_Oth_Chi_65_74,C16_Chr_Oth_Chi_75_84,C16_Chr_Oth_Chi_85ov,C16_Chr_Oth_Chi_Tot,C16_Christ_Tot_0_14,C16_Christ_Tot_15_24,C16_Christ_Tot_25_34,C16_Christ_Tot_35_44,C16_Christ_Tot_45_54,C16_Christ_Tot_55_64,C16_Christ_Tot_65_74,C16_Christ_Tot_75_84,C16_Christ_Tot_85ov,C16_Christ_T_T,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85oe,C16_OR_AusAborTrade_Tot,C16_OR_Sikhism_0_14,C16_OR_Sikhism_15_24,C16_OR_Sikhism_25_34,C16_OR_Sikhism_35_44,C16_OR_Sikhism_45_54,C16_OR_Sikhism_55_64,C16_OR_Sikhism_65_74,C16_OR_Sikhism_75_84,C16_OR_Sikhism_85oe,C16_OR_Sikhism_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_O_R_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_Oth_Rel_Tot_0_14,C16_Oth_Rel_Tot_15_24,C16_Oth_Rel_Tot_25_34,C16_Oth_Rel_Tot_35_44,C16_Oth_Rel_Tot_45_54,C16_Oth_Rel_Tot_55_64,C16_Oth_Rel_Tot_65_74,C16_Oth_Rel_Tot_75_84,C16_Oth_Rel_Tot_85ov,C16_Other_Rel_T_T,C16_SBOSB_No_RA_0_14,C16_SBOSB_No_RA_15_24,C16_SBOSB_No_RA_25_34,C16_SBOSB_No_RA_35_44,C16_SBOSB_No_RA_45_54,C16_SBOSB_No_RA_55_64,C16_SBOSB_No_RA_65_74,C16_SBOSB_No_RA_75_84,C16_SBOSB_No_RA_85ov,C16_SBOSB_No_RA_Tot,C16_Oth_rel_affi_0_14,C16_Rel_aff_ns_15_24,C16_Rel_aff_ns_25_34,C16_Rel_aff_ns_35_44,C16_Rel_aff_ns_45_54,C16_Rel_aff_ns_55_64,C16_Rel_aff_ns_65_74,C16_Rel_aff_ns_75_84,C16_Rel_aff_ns_85ov,C16_Rel_aff_ns_Tot,C16_Tot_0_14_yrs,C16_Tot_15_24_yrs,C16_Tot_25_34_yrs,C16_Tot_35_44_yrs,C16_Tot_45_54_yrs,C16_Tot_55_64_yrs,C16_Tot_65_74_yrs,C16_Tot_75_84_yrs,C16_Tot_85o,C16_T_T
10304,365,179,175,196,171,150,80,36,11,1366,3,3,0,5,0,4,7,4,0,23,7848,4266,4213,4717,5312,5149,4305,2616,1072,39497,64,25,90,64,27,7,3,0,0,280,42,21,46,38,11,7,4,4,0,163,0,3,0,0,3,0,0,0,0,13,4,3,0,0,0,0,0,0,0,11,22,0,29,10,3,0,4,0,0,70,10,25,33,25,18,21,10,0,0,150,39,32,59,40,26,25,15,3,0,235,3384,1816,1915,1651,1295,1149,698,237,61,12197,869,633,614,613,712,582,476,270,130,4909,12292,6835,6988,7183,7433,6968,5526,3131,1262,57614
10401,197,99,92,121,105,168,92,44,11,937,0,0,3,0,4,8,3,0,0,21,4020,2649,1983,2811,4233,5439,5386,3118,1324,30951,16,3,11,16,9,8,0,0,0,69,11,3,6,8,5,5,6,0,0,43,0,0,3,0,0,5,4,0,0,13,0,5,3,6,4,4,0,0,0,17,11,3,13,8,3,0,3,4,0,50,11,9,20,18,37,27,12,0,0,131,25,13,36,29,44,35,19,3,0,202,3332,1752,1521,1583,1589,1871,1169,444,147,13414,775,528,508,620,707,820,728,391,146,5229,8227,4972,4120,5110,6640,8259,7351,3967,1614,50261
10402,431,283,193,257,287,358,213,81,32,2139,29,14,11,19,12,18,11,8,6,115,6946,4042,3419,4597,6450,7577,6754,4098,1624,45513,56,23,65,57,17,19,11,7,0,256,151,114,68,60,59,16,12,3,0,481,18,5,11,11,14,17,9,3,4,82,15,3,7,7,4,4,7,0,0,42,295,158,349,185,129,113,44,28,15,1320,34,34,37,68,55,57,34,5,4,325,341,196,401,256,186,177,83,32,17,1683,6598,3819,3668,3528,3478,3728,2280,871,318,28284,1386,888,895,897,1142,1313,1040,703,467,8726,15634,9176,8633,9576,11522,13028,10281,5730,2437,86021
10501,63,32,39,34,61,46,38,8,3,321,3,0,3,0,3,3,4,0,0,16,3066,1552,1822,1706,2353,2345,1812,1033,360,16052,17,3,30,12,0,0,0,0,0,73,31,8,23,19,10,5,0,0,0,97,0,0,0,0,0,0,0,0,0,0,11,0,8,3,0,3,3,0,0,32,0,0,3,3,0,0,0,0,0,6,0,3,4,3,3,3,3,0,0,26,13,4,16,7,4,4,7,0,0,64,1249,618,699,500,494,391,240,86,22,4307,729,374,451,375,487,454,363,183,67,3488,5112,2565,3058,2646,3367,3219,2432,1308,444,24152
10502,71,37,33,55,48,37,24,8,0,314,0,0,0,3,3,0,0,3,0,5,1383,924,1026,1018,1517,1900,1572,963,476,10785,8,0,11,14,0,3,0,0,0,44,12,3,10,9,4,3,3,0,0,40,0,0,5,0,0,0,0,0,0,8,5,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,3,3,8,11,4,3,0,0,0,35,9,7,10,9,4,4,0,0,0,55,1633,1014,1025,814,839,811,488,197,63,6886,372,246,345,281,300,284,245,147,90,2311,3424,2203,2452,2160,2689,3029,2321,1307,625,20217
10503,315,155,157,155,148,166,119,62,17,1296,3,3,0,4,4,7,5,0,0,29,9211,5107,4791,5128,6460,6773,5530,3413,1373,47789,84,30,224,86,31,23,3,3,0,481,85,14,84,54,14,3,7,3,0,266,3,0,3,0,3,4,8,0,0,27,21,8,9,7,3,5,0,0,0,67,9,4,57,11,3,0,0,0,0,85,9,16,18,14,20,16,9,3,0,115,43,35,87,31,25,23,14,7,0,266,3373,2022,2081,1556,1285,1168,701,278,95,12556,1227,942,1146,916,970,1028,792,429,201,7656,14096,8188,8492,7851,8854,9050,7072,4131,1677,69414
10601,367,184,178,183,199,194,126,34,11,1482,16,6,0,6,11,14,19,11,4,96,10128,6384,5890,6899,7992,7953,6185,3074,1228,55738,47,16,50,26,16,11,6,0,0,174,22,20,25,17,18,15,8,0,0,128,7,0,0,10,4,5,8,3,0,28,0,3,4,4,3,3,0,0,0,15,10,3,13,3,0,0,0,0,0,31,27,31,39,40,46,31,10,4,0,222,39,39,58,46,42,35,10,4,0,271,6058,3433,3451,2684,2389,2119,1190,431,154,21909,1546,1038,1315,1156,1118,1179,912,452,192,8910,17929,10987,10876,10940,11672,11386,8346,3961,1581,87675
10602,426,213,244,238,196,176,117,43,11,1651,5,3,5,3,6,7,6,4,0,38,9896,5664,5680,6490,6728,6307,4947,2609,997,49307,101,20,96,78,33,19,4,0,0,351,69,32,65,52,33,15,10,3,0,281,6,4,0,5,0,3,0,0,0,21,7,4,3,3,0,0,0,0,0,16,27,4,37,17,11,5,0,0,0,108,20,15,24,34,33,20,12,0,0,168,52,30,69,53,42,28,12,0,0,289,4989,2933,3453,2364,1911,1354,705,234,70,18014,1064,599,753,688,702,652,520,281,179,5435,16246,9340,10188,9816,9525,8447,6217,3132,1248,74162
10603,347,198,151,177,226,201,158,78,17,1554,3,0,0,0,9,10,9,12,0,42,6843,4319,3358,4846,6175,7011,7326,3875,1326,45081,28,12,27,21,10,8,3,3,0,115,31,15,22,17,14,7,6,0,0,104,7,0,0,5,5,6,14,4,0,46,0,3,3,0,3,0,3,0,0,18,4,3,14,3,3,0,0,0,0,24,12,8,19,33,35,25,13,9,0,156,18,14,39,39,42,25,19,9,0,203,4580,2649,2391,2160,2274,2015,1663,600,230,18566,982,705,688,701,853,919,997,633,283,6754,12559,7758,6604,7884,9459,10079,10062,5134,1840,71381
10604,114,64,56,60,64,38,27,8,4,434,9,0,0,4,4,3,4,0,0,24,3996,2119,2294,2605,3005,2761,2130,1205,462,20579,24,9,22,24,5,3,3,0,0,95,31,3,21,18,7,7,0,0,0,85,8,0,4,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,14,3,0,0,0,0,0,21,0,12,10,8,13,7,3,0,0,61,8,12,24,7,13,7,3,0,0,78,1839,929,1061,722,628,484,267,93,23,6048,607,330,477,432,428,378,277,152,69,3149,6533,3411,3938,3838,4122,3654,2695,1450,553,30196
10701,531,312,324,398,397,324,246,122,37,2699,7,4,5,3,8,8,4,5,0,50,8273,5331,4816,5859,6786,6683,5644,3920,1532,48851,46,19,45,52,34,19,21,5,0,223,602,266,273,299,150,96,95,18,5,1799,0,3,0,3,0,0,0,0,3,14,3,0,0,0,5,0,0,0,0,14,4,5,4,9,0,3,0,0,0,17,40,24,46,39,26,23,9,0,0,210,47,27,48,48,39,24,14,0,0,241,4380,3027,2974,2341,2150,1629,925,467,137,18029,963,611,654,632,668,720,548,456,266,5516,14408,9362,8906,9345,9956,9269,7289,4876,1940,75354
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8
10703,555,305,301,353,297,295,226,88,26,2441,8,6,0,4,5,15,5,8,0,56,9755,6496,5339,6745,8098,8354,6940,4053,1618,57397,41,16,30,42,14,11,13,0,0,177,176,90,81,114,86,48,47,15,3,667,4,0,0,9,4,3,8,3,0,26,22,0,6,0,3,3,0,0,0,33,13,0,13,0,0,3,0,0,0,30,35,11,19,36,49,22,14,7,4,201,60,14,36,39,49,27,17,8,4,266,5818,3826,3445,3060,2780,2471,1427,550,221,23599,1248,775,832,804,903,936,851,428,226,7006,17207,11295,9860,10955,12063,11957,9358,5071,2076,89837
10704,594,467,444,406,438,394,275,129,35,3182,14,6,13,16,8,15,16,6,3,96,11826,8518,7035,8793,9929,9659,7997,5493,2639,71891,171,211,291,160,96,63,43,22,8,1050,760,501,590,446,261,104,88,56,6,2813,16,12,7,14,12,16,16,7,0,96,9,0,3,4,7,0,0,0,0,24,13,9,33,10,0,0,0,0,0,76,42,59,65,66,67,54,23,7,7,388,65,73,101,83,75,53,23,7,7,480,7579,7921,7216,5421,4595,3668,2046,851,336,39627,1554,1599,1517,1256,1271,1209,1062,652,311,10440,22151,19176,17133,16496,16507,15003,11395,7123,3312,128301
10801,99,59,33,44,75,89,58,38,6,503,0,0,0,0,3,8,3,0,0,15,2269,1404,1048,1666,2485,3392,4141,2594,1107,20113,8,3,14,5,6,7,4,0,0,37,3,0,4,4,4,4,3,0,0,26,0,0,0,3,0,0,3,0,0,14,3,0,3,3,3,0,0,0,0,17,7,0,6,7,0,0,0,0,0,15,4,7,3,5,12,6,3,3,0,53,11,12,11,10,13,5,4,3,0,76,1725,916,847,820,948,1107,900,393,149,7807,392,222,229,254,336,466,544,345,190,2976,4429,2587,2168,2796,3849,5026,5619,3339,1449,31272
10802,154,94,82,106,117,154,85,35,20,851,3,7,0,3,0,4,7,3,0,26,4008,2424,1905,2570,3719,4984,4923,2669,1157,28361,8,3,13,12,12,8,3,3,0,66,14,4,5,7,12,0,3,0,0,46,3,0,0,0,0,3,6,0,0,21,10,12,7,3,3,3,5,5,0,46,3,0,13,0,0,0,0,0,0,15,18,6,15,18,33,34,8,3,3,142,34,15,29,24,35,38,15,8,3,208,3154,1679,1497,1397,1574,2032,1272,439,167,13199,865,612,638,572,748,886,809,460,245,5828,8137,4770,4129,4633,6183,8055,7067,3580,1573,48127
10803,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,23,7,19,24,36,29,14,21,11,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,23,36,12,21,7,3,0,137,11,3,10,14,3,8,8,0,0,51,57,25,47,71,51,58,30,26,10,382
10804,417,240,204,250,292,257,234,105,39,2035,7,0,3,4,9,3,10,7,5,47,7220,4166,3211,4829,6753,7628,8563,5344,2325,50036,45,13,58,49,14,18,10,0,0,205,18,4,22,13,4,5,3,0,0,77,7,0,4,12,0,12,17,3,3,56,13,3,0,6,3,9,0,0,0,27,7,0,14,3,0,0,3,0,0,33,19,23,22,21,38,36,16,9,0,186,33,32,33,35,39,44,18,14,0,242,4751,2612,2640,2424,2398,2494,1929,906,329,20484,969,656,607,647,851,961,1188,727,320,6919,13108,7530,6634,8109,10156,11272,11784,7001,2981,78567
10805,282,149,128,138,178,222,136,67,16,1324,0,0,0,0,8,14,8,0,0,28,4851,2931,2318,3182,4645,5941,6186,3343,1288,34696,27,3,26,22,12,5,0,3,0,99,19,4,16,21,3,5,3,4,0,80,0,3,0,0,0,0,11,3,0,24,0,4,0,0,0,0,0,0,0,10,7,0,4,3,0,3,0,0,0,16,13,23,22,23,32,23,7,0,0,136,14,21,30,24,32,26,7,0,0,162,3282,1854,1488,1377,1588,1794,1337,513,169,13413,721,448,361,413,645,838,837,429,270,4968,8978,5309,4288,5102,6992,8706,8435,4309,1734,53856
10901,266,168,142,167,184,185,127,83,15,1346,8,3,3,6,3,3,3,0,0,35,6500,4006,3430,4058,5107,5471,4592,2696,1265,37117,213,99,241,153,65,40,25,12,3,847,82,21,68,61,11,6,4,0,0,251,0,3,3,0,6,0,8,3,3,27,13,4,0,3,0,3,0,0,0,23,65,9,117,39,3,6,3,3,0,244,21,21,31,38,20,19,14,0,0,159,96,31,150,78,19,32,14,4,0,424,3903,2872,2692,2124,1945,1560,906,356,123,16486,947,711,709,677,655,740,555,382,188,5562,11814,7813,7373,7268,7906,7915,6131,3466,1587,61271
10902,48,32,18,24,33,33,17,6,0,215,0,0,0,0,0,0,0,0,0,4,1191,689,569,761,1120,1249,1007,568,159,7316,3,3,15,5,3,0,0,0,0,31,6,4,3,11,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,16,18,3,3,11,0,0,4,0,57,0,0,4,0,0,0,0,0,0,12,0,3,0,6,7,0,0,0,0,12,17,21,10,13,13,0,0,4,0,78,864,485,454,395,402,403,251,98,28,3376,277,158,195,162,222,254,216,134,60,1675,2359,1360,1260,1343,1779,1919,1476,796,245,12547
10903,157,61,66,58,61,91,83,21,8,604,4,0,3,0,3,3,6,0,0,16,3903,2210,1882,2472,3358,4460,4414,2655,1027,26378,21,0,41,21,6,9,0,0,0,99,17,7,11,9,6,0,0,0,0,54,0,0,0,0,3,0,8,3,0,10,17,12,6,3,3,5,6,0,0,57,4,3,16,0,0,0,0,0,0,30,11,4,14,3,19,9,7,0,0,61,33,17,36,12,24,11,10,0,0,147,2585,1375,1386,1242,1220,1290,986,446,133,10650,686,414,388,433,517,700,689,422,220,4475,7273,4041,3779,4229,5157,6487,6122,3525,1373,41980
11001,115,109,78,72,77,106,70,36,8,657,3,7,8,0,8,11,4,3,0,40,3623,2912,1935,2273,3121,3168,2674,1614,648,21959,39,45,128,44,20,6,8,3,0,287,156,48,148,73,29,7,7,0,0,475,5,0,4,8,3,4,0,0,0,18,9,7,0,3,0,4,0,0,0,22,4,13,21,3,4,0,0,0,0,47,3,30,26,22,19,21,8,0,0,135,16,50,49,23,25,23,11,0,0,205,2249,2236,1342,1053,1051,1001,672,226,81,9907,618,719,428,393,499,503,425,202,91,3876,6759,6063,4098,3940,4779,4759,3815,2059,825,37090
