SA3_CODE_2016,C16_SH_Tot_NPFH_6_mor,C16_SH_T_T,C16_SDRTHT_0b_NPFH_2,C16_SDRTHT_0b_NPFH_3,C16_SDRTHT_0b_NPFH_4,C16_SDRTHT_0b_NPFH_5,C16_SDRTHT_0b_NPFH_6_mor,C16_SDRTHT_0bTotal,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_T,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_T_T,C16_FUA_0b_NPFH_2,C16_FUA_0b_NPFH_3,C16_FUA_0b_NPFH_4,C16_FUA_0b_NPFH_5,C16_FUA_0b_NPFH_6_mor,C16_FUA_0bTotal,C16_FUA_1b_NPFH_2,C16_FUA_1b_NPFH_3,C16_FUA_1b_NPFH_4,C16_FUA_1b_NPFH_5,C16_FUA_1b_NPFH_6_mor,C16_FUA_1b_Tot,C16_FUA_2b_NPFH_2,C16_FUA_2b_NPFH_3,C16_FUA_2b_NPFH_4,C16_FUA_2b_NPFH_5,C16_FUA_2b_NPFH_6_mor,C16_FUA_2b_Tot,C16_FUA_3b_NPFH_2,C16_FUA_3b_NPFH_3,C16_FUA_3b_NPFH_4,C16_FUA_3b_NPFH_5,C16_FUA_3b_NPFH_6_mor,C16_FUA_3b_Tot,C16_FUA_4mb_NPFH_2,C16_FUA_4mb_NPFH_3,C16_FUA_4mb_NPFH_4,C16_FUA_4mb_NPFH_5,C16_FUA_4mb_NPFH_6_mor,C16_FUA_4mb_Tot,C16_FUA_NB_NS_NPFH_2,C16_FUA_NB_NS_NPFH_3,C16_FUA_NB_NS_NPFH_4,C16_FUA_NB_NS_NPFH_5,C16_FUA_NB_NS_NPFH_6_mor,C16_FUA_NB_NS_T,C16_FUA_Tot_NPFH_2,C16_FUA_Tot_NPFH_3,C16_FUA_Tot_NPFH_4,C16_FUA_Tot_NPFH_5,C16_FUA_Tot_NPFH_6_mor,C16_FUA_T_T,C16_OD_0b_NPFH_2,C16_OD_0b_NPFH_3,C16_OD_0b_NPFH_4,C16_OD_0b_NPFH_5,C16_OD_0b_NPFH_6_mor,C16_OD_0bTotal,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_T,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_T_T,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_T,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_T_T
10402,899,18823,0,0,0,0,0,0,27,0,3,0,0,30,483,128,53,12,0,678,481,222,112,43,14,873,60,34,45,21,7,166,27,8,6,0,0,37,1074,393,216,76,28,1790,3,0,0,0,0,3,25,3,3,0,0,30,461,146,55,19,5,681,192,91,49,10,10,357,16,7,5,3,4,39,14,11,0,3,0,30,718,259,113,34,21,1145,16,0,0,0,0,20,54,0,0,0,0,58,81,15,3,3,0,100,28,12,4,6,0,46,3,0,5,0,0,18,17,0,0,0,0,19,203,34,18,12,0,265,109,26,30,8,5,184,10969,4475,4007,1794,956,22200
10501,348,5198,0,0,0,0,0,0,6,0,0,0,0,6,10,3,0,0,0,16,11,3,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,35,3,0,0,0,42,0,0,0,0,0,0,15,0,0,0,0,20,47,15,9,0,0,69,7,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,74,18,9,3,4,100,10,0,0,0,0,10,15,0,0,0,0,16,17,5,0,0,0,26,14,4,4,3,3,38,3,3,0,3,6,23,8,3,0,0,0,6,70,14,8,9,6,111,46,17,8,6,10,80,2707,1043,915,497,372,5537
10502,195,4837,3,0,0,0,0,4,6,0,0,0,0,6,14,5,0,0,0,15,13,9,9,0,0,28,0,3,0,3,0,9,3,0,0,0,0,3,34,13,9,6,0,63,0,0,0,0,0,0,8,0,0,0,0,6,13,4,0,0,0,12,3,0,0,0,0,5,0,3,0,0,0,3,3,0,0,0,0,3,26,9,3,0,0,32,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,11,8,0,0,0,23,2574,1042,817,343,190,4973
10503,839,15983,0,0,0,0,0,0,8,0,0,0,0,7,196,50,18,3,0,273,64,33,20,10,0,123,16,6,7,6,3,28,4,0,0,0,0,10,282,97,50,16,3,445,3,0,0,0,0,3,32,5,0,0,0,32,252,58,26,0,4,336,32,18,7,0,0,61,7,4,4,0,0,11,3,0,0,0,0,3,335,81,38,4,8,454,6,0,0,0,0,6,10,0,0,0,0,8,16,4,3,0,0,29,45,19,8,3,0,81,41,15,30,13,11,109,4,3,0,0,3,11,128,40,39,18,15,242,49,14,11,9,3,93,8060,3547,3088,1648,874,17223
10601,989,21109,0,0,0,0,0,0,19,3,0,0,0,22,252,65,16,4,4,336,232,134,61,19,0,443,9,6,11,6,3,40,12,5,0,3,0,17,523,214,90,25,5,860,0,0,0,0,0,0,17,0,0,0,0,20,53,13,3,3,0,71,37,16,14,3,0,63,3,0,0,0,3,8,0,0,0,0,0,0,113,34,19,8,3,173,0,0,0,0,0,3,16,0,0,0,0,17,12,3,3,0,0,26,6,4,5,3,0,25,0,6,3,3,0,7,3,0,0,0,0,3,46,10,16,7,4,84,45,31,20,9,6,113,9713,4792,4673,2155,1009,22338
10602,857,18520,0,0,0,0,0,0,11,0,0,0,0,11,410,60,18,4,0,490,269,142,70,18,3,493,12,23,13,16,12,64,8,0,0,0,0,12,709,222,104,31,15,1079,0,0,0,0,0,0,25,3,0,0,0,29,74,20,7,0,0,98,8,0,4,0,0,17,4,0,0,0,0,6,4,0,0,0,0,3,117,29,14,0,0,157,5,0,0,0,0,4,3,0,0,0,0,3,0,3,0,0,0,5,8,11,3,0,0,21,9,3,3,0,0,13,0,0,0,0,0,3,21,15,11,3,0,56,90,14,5,3,0,118,8323,4314,4478,1937,870,19926
10603,735,16275,0,0,0,0,0,0,17,0,0,0,0,17,409,57,17,3,0,486,699,258,137,35,6,1140,122,71,55,45,19,308,33,4,0,0,0,31,1275,395,206,82,28,1992,0,0,0,0,0,0,18,3,0,0,0,19,141,28,5,3,0,188,128,28,14,0,0,171,23,3,3,3,4,35,8,0,0,0,0,15,321,68,25,4,4,421,8,0,0,0,0,5,39,3,0,0,0,45,65,11,3,3,0,83,43,9,3,0,0,59,9,3,12,0,0,26,39,0,0,0,0,35,201,29,17,3,7,256,39,11,7,3,3,66,9706,3541,3431,1550,773,19001
10604,285,7181,0,0,0,0,0,0,5,0,0,0,0,5,60,14,4,0,0,85,49,41,17,4,0,111,12,8,5,7,0,23,0,0,0,0,0,3,137,58,23,11,0,227,0,0,0,0,0,0,10,0,0,0,0,10,17,11,0,0,0,30,16,10,10,0,0,27,3,3,0,0,0,8,3,0,0,0,0,4,48,22,9,0,0,82,0,0,0,0,0,0,3,4,0,0,0,6,15,0,0,0,0,15,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,0,34,32,17,15,6,0,72,3530,1541,1492,730,293,7596
10701,1011,18132,0,0,0,0,0,4,24,0,0,0,0,22,308,49,14,4,3,382,287,136,80,29,18,554,19,10,14,13,17,67,15,5,0,0,3,18,649,197,114,52,35,1045,3,0,0,0,0,3,28,7,0,0,0,31,181,53,24,5,0,267,73,47,29,10,8,162,12,11,11,9,5,44,16,0,0,0,0,18,310,122,60,23,15,532,0,0,0,0,0,0,4,0,0,0,0,4,10,3,3,0,0,21,5,4,10,0,0,19,0,5,9,3,3,16,5,0,0,0,0,5,28,10,15,5,9,69,23,11,4,0,3,45,8147,4290,4449,1857,1073,19818
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,1043,20807,0,0,0,0,0,0,27,3,3,0,0,35,587,116,37,5,0,744,741,369,224,44,23,1405,75,49,53,26,9,208,27,8,0,0,0,39,1468,547,313,71,34,2431,0,0,0,0,0,0,36,3,0,0,0,34,311,70,21,7,0,405,118,31,30,4,4,192,15,7,6,0,3,35,10,0,0,0,0,9,481,117,60,13,8,674,3,0,0,0,0,5,27,0,0,0,0,27,87,9,0,0,0,95,10,6,6,3,0,24,3,0,3,3,0,9,3,0,0,0,0,5,133,16,10,5,0,162,54,15,6,3,0,88,10297,5050,5376,2346,1085,24163
10704,1005,22947,4,0,0,0,0,4,67,10,0,0,0,72,836,261,115,25,3,1241,966,562,390,128,44,2087,58,45,78,36,28,241,30,11,7,0,3,52,1959,885,592,195,75,3704,8,0,0,0,0,8,238,20,11,0,0,273,2020,641,262,65,22,3010,850,344,206,54,19,1473,51,24,27,22,6,133,60,8,7,0,3,78,3228,1043,506,140,49,4969,3,0,0,0,0,3,18,4,0,0,0,25,45,11,17,3,0,76,22,17,10,0,3,51,4,6,6,3,0,16,4,0,0,0,0,4,90,33,36,12,9,174,103,23,31,7,4,168,13967,6700,7184,2972,1142,31964
10801,215,6849,0,0,0,0,0,0,15,0,0,0,0,12,217,23,12,0,0,259,398,78,32,10,9,526,15,3,3,0,0,27,16,0,0,0,0,21,667,113,50,9,6,843,0,0,0,0,0,0,15,3,0,0,0,17,247,65,19,0,0,340,106,34,11,0,4,158,9,0,0,4,0,16,4,3,0,0,0,11,380,110,37,3,4,539,0,0,0,0,0,4,31,0,0,0,0,29,41,11,3,0,0,56,13,12,3,0,0,35,7,0,0,0,4,12,10,0,0,0,0,10,100,23,14,0,4,142,36,5,10,0,0,51,5121,1471,1135,471,231,8428
10802,562,11345,3,0,0,0,0,4,13,3,0,0,0,11,100,16,11,0,0,129,54,22,9,6,0,87,3,0,0,0,0,6,4,0,0,0,0,3,174,45,17,12,0,243,3,0,0,0,0,3,17,0,0,0,0,18,118,28,5,0,0,154,72,23,8,11,3,122,12,3,0,0,0,15,13,0,0,0,0,12,226,58,13,15,6,317,13,0,0,0,0,13,31,0,4,0,0,37,92,11,0,0,0,96,19,10,7,3,0,31,4,0,0,0,0,10,0,0,0,0,0,0,155,23,10,3,0,195,54,18,12,12,4,99,6537,2342,1799,945,569,12191
10803,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,20,14,6,0,90
10804,667,17577,0,0,0,0,0,0,20,0,0,0,0,27,641,112,28,3,0,786,655,201,86,23,4,977,62,19,26,10,10,125,31,4,0,0,3,45,1416,338,147,36,18,1953,0,0,0,0,0,0,67,5,0,0,0,70,558,116,25,4,0,704,292,66,34,11,0,403,7,6,0,0,0,15,30,3,0,0,0,31,953,192,61,16,5,1227,6,0,0,0,0,6,46,0,0,0,0,48,115,8,4,3,0,135,24,7,5,3,0,37,4,0,0,0,0,10,14,0,0,0,0,15,214,22,5,4,0,249,54,16,6,8,3,96,11612,3782,3422,1584,698,21096
10805,549,13301,0,0,0,0,0,0,10,0,0,0,0,10,279,42,8,3,0,328,155,45,16,11,0,225,22,13,3,4,0,43,7,0,3,0,0,12,473,95,32,11,4,620,0,0,0,0,0,0,20,0,0,0,0,20,127,30,10,0,0,166,38,17,14,3,0,73,4,0,0,0,0,3,3,4,0,0,0,4,190,53,24,3,3,270,5,0,0,0,0,5,24,5,0,0,0,27,63,3,0,0,0,69,18,9,3,3,0,33,5,3,5,0,0,18,7,0,0,0,0,7,122,22,10,3,0,161,56,17,16,4,3,94,7983,2628,2202,1071,557,14445
10901,539,13990,0,0,0,0,0,0,38,7,0,0,0,46,490,136,55,11,6,698,171,74,42,11,7,303,11,14,11,3,4,41,16,3,0,0,0,22,721,237,109,24,12,1116,0,0,0,0,0,0,4,0,0,0,0,3,50,20,5,0,0,77,10,8,0,0,0,20,0,0,0,0,0,4,3,0,0,0,0,6,64,35,10,0,0,109,0,0,0,0,0,0,5,0,0,0,0,5,14,5,0,0,0,20,11,6,0,5,0,25,4,3,3,3,0,12,0,0,0,0,0,0,37,9,3,8,3,58,26,6,4,6,4,46,7428,3055,2972,1305,561,15316
