SA4_CODE_2016,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_S_r_t_h_t_1_s_NPUR_1,C16_S_r_t_h_t_1_s_NPUR_2,C16_S_r_t_h_t_1_s_NPUR_3,C16_S_r_t_h_t_1_s_NPUR_4,C16_S_r_t_h_t_1_s_NPUR_5,C16_S_r_t_h_t_1_s_NPUR_6mo,C16_SDRTHTS_To,C16_S_r_t_h_t_2mor_s_NPUR_1,C16_S_r_t_h_t_2mor_s_NPUR_2,C16_S_r_t_h_t_2mor_s_NPUR_3,C16_S_r_t_h_t_2mor_s_NPUR_4,C16_S_r_t_h_t_2mor_s_NPUR_5,C16_SDRTHT2S_NPUR_6mo,C16_SDRTHT2S_To,C16_Sd_r_t_h_t_To_NPUR_1,C16_Sd_r_t_h_t_To_NPUR_2,C16_Sd_r_t_h_t_To_NPUR_3,C16_Sd_r_t_h_t_To_NPUR_4,C16_Sd_r_t_h_t_To_NPUR_5,C16_SDRTHT_NPUR_6mor,C16_Sd_r_t_h_t_To_Tot,C16_Fl_u_a_1_2SB_NPUR_1,C16_Fl_u_a_1_2SB_NPUR_2,C16_Fl_u_a_1_2SB_NPUR_3,C16_Fl_u_a_1_2SB_NPUR_4,C16_Fl_u_a_1_2SB_NPUR_5,C16_F_u_a_1_2SB_NPUR_6mor,C16_FUA_1_2SB_Tot,C16_F_u_a_I_a_3SB_NPUR_1,C16_F_u_a_I_a_3SB_NPUR_2,C16_F_u_a_I_a_3SB_NPUR_3,C16_F_u_a_I_a_3SB_NPUR_4,C16_F_u_a_I_a_3SB_NPUR_5,C16_F_u_a_I_a_3SB_NPUR_6m,C16_FUA_In_a_3_st_b_To,C16_F_u_a_4mor_s_b_NPUR_1,C16_F_u_a_4mor_s_b_NPUR_2,C16_F_u_a_4mor_s_b_NPUR_3,C16_F_u_a_4mor_s_b_NPUR_4,C16_F_u_a_4mor_s_b_NPUR_5,C16_F_u_a_4m_s_b_NPUR_6mor,C16_FUA_4mor_st_bl_Tot,C16_FUA_AH_NPUR_1,C16_FUA_AH_NPUR_2,C16_FUA_AH_NPUR_3,C16_FUA_AH_NPUR_4,C16_FUA_AH_NPUR_5,C16_FUA_AH_NPUR_6mo,C16_FUA_AH_Tot,C16_FUA_To_NPUR_1,C16_FUA_To_NPUR_2,C16_FUA_To_NPUR_3,C16_FUA_To_NPUR_4,C16_FUA_To_NPUR_5,C16_FUA_To_NPUR_6mo,C16_FUA_To_To,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mo,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mo,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_TO,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_T_T,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_T,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_T_T
111,0,0,119,34589,46198,20322,18982,7766,3052,130909,21497,37733,18691,18870,7499,3061,107357,4832,3097,711,340,118,45,9141,2689,2669,1089,569,198,80,7287,7520,5765,1805,910,311,120,16426,3478,1511,382,147,40,19,5580,1363,779,177,59,8,5,2399,1048,947,196,64,10,0,2257,108,60,9,8,3,4,202,6000,3303,757,292,62,30,10437,367,141,18,10,3,3,544,15,15,0,4,0,3,30,108,87,35,20,9,6,262,491,240,58,37,12,9,841,212,138,41,28,4,13,438,35715,47171,21355,20136,7893,3236,135506
112,3,0,90,24847,33388,12536,10913,4875,2301,88859,14695,25568,10431,9924,4598,2149,67356,3965,2876,770,451,138,51,8250,1835,1701,674,385,98,20,4711,5794,4577,1447,839,235,67,12960,2631,1372,367,175,47,25,4618,783,653,176,68,11,3,1694,346,389,52,13,6,0,806,26,15,0,3,0,0,39,3780,2424,600,261,62,32,7162,1479,703,77,40,7,11,2325,75,27,8,6,8,4,119,97,118,44,32,30,9,323,1653,846,133,78,38,23,2765,310,233,74,41,28,16,701,26234,33650,12679,11137,4962,2280,90951
113,3,0,75,14606,19399,7688,7292,3947,1905,54839,11278,17982,7143,7018,3727,1773,48927,1034,439,101,73,20,11,1673,142,82,28,7,0,0,263,1179,523,129,77,18,15,1938,2175,928,326,168,45,17,3663,88,22,9,0,0,0,117,20,12,0,0,0,0,31,8,7,3,0,0,0,16,2291,970,336,169,44,17,3826,122,63,11,12,3,3,215,14,7,4,0,0,0,36,78,92,32,32,21,11,264,213,162,46,39,29,17,509,92,108,38,42,26,11,310,15053,19748,7692,7346,3850,1827,55512
114,0,4,79,14272,20758,6808,6423,2943,1365,52575,11753,20094,6847,6318,2961,1455,49428,1652,833,152,73,17,14,2746,488,314,53,24,18,3,896,2138,1147,203,95,35,19,3638,779,337,79,26,18,8,1241,13,4,0,0,0,0,22,0,0,0,0,0,0,4,12,3,0,0,0,0,16,806,346,79,32,13,8,1282,622,341,32,21,7,3,1021,18,5,5,0,0,0,34,32,31,9,5,0,3,80,665,378,42,30,13,5,1138,173,132,34,37,26,6,404,15538,22094,7208,6507,3048,1494,55891
115,3,0,51,8313,18399,11999,16140,7330,3298,65477,5547,15478,10947,15435,7485,3725,58616,759,535,111,83,20,9,1528,965,1460,1265,1371,432,164,5652,1726,1997,1375,1455,449,179,7182,631,351,113,64,21,11,1195,393,377,188,97,14,4,1078,357,441,191,116,30,20,1147,13,8,9,0,0,3,33,1391,1174,500,283,65,38,3450,125,52,17,13,3,0,210,8,3,3,5,3,0,28,6,18,13,8,4,0,52,146,71,30,23,13,4,287,98,71,45,39,21,16,279,8904,18802,12894,17235,8030,3958,69816
116,6,0,73,15251,24420,18416,20006,9715,6657,94470,10628,19372,15561,17974,8930,6713,79177,1283,1571,1212,1445,550,301,6359,1519,2168,2243,2514,1049,649,10149,2807,3741,3457,3952,1600,946,16506,809,311,189,179,67,28,1582,266,239,156,89,32,16,797,659,955,720,476,135,65,3003,26,11,7,3,0,3,50,1757,1518,1066,752,233,107,5431,138,62,14,7,0,0,225,33,15,3,9,6,6,67,31,47,39,29,13,9,164,194,126,54,42,19,18,457,100,87,74,42,24,14,348,15483,24843,20213,22764,10806,7800,101918
117,8,4,602,38708,40329,15166,10155,3101,1433,108889,2221,3738,2534,2898,1186,713,13285,2469,3595,1765,1438,339,144,9755,3813,5670,3470,2736,825,348,16861,6289,9264,5237,4172,1161,489,26617,3219,2547,895,488,147,66,7360,6306,5813,1878,968,275,81,15324,22825,23876,7326,3975,1152,833,59987,79,91,31,13,6,3,234,32428,32336,10136,5446,1581,981,82907,3,3,0,3,0,0,7,35,9,5,0,0,0,51,327,335,166,97,38,25,990,361,345,176,103,38,30,1042,405,218,98,67,24,17,824,41706,45893,18176,12683,3992,2223,124676
118,12,3,172,27972,33445,14896,12542,4640,1515,95001,2931,5801,3775,5513,2890,1177,22089,1439,1809,1238,1329,373,77,6266,2143,3660,2468,2899,915,269,12346,3581,5471,3704,4227,1286,350,18613,3739,4000,1840,1091,249,105,11033,8898,10836,4073,1906,355,90,26167,7456,7552,2619,1304,328,77,19343,49,58,23,18,12,0,165,20148,22450,8563,4315,946,279,56707,3,4,0,0,0,0,11,0,0,0,0,0,0,0,331,318,148,89,40,21,956,342,318,148,89,40,21,960,178,118,56,51,27,18,447,27177,34167,16241,14191,5195,1848,98825
119,24,19,287,36958,49121,32368,31472,15181,9753,174846,14371,25291,17312,20671,11278,8893,97827,3187,2654,1415,1286,500,280,9317,3096,4216,3424,3721,1913,1298,17666,6285,6865,4833,5009,2414,1575,26983,4983,4170,2739,1993,823,388,15100,5042,5420,3729,2754,951,450,18355,5686,7966,5250,3490,1163,547,24103,90,70,44,29,15,9,257,15801,17627,11765,8276,2948,1393,57813,52,21,9,3,3,0,87,0,0,0,0,0,0,3,268,265,188,149,71,68,1012,319,286,197,151,71,70,1095,237,183,95,82,54,34,688,37026,50252,34206,34187,16768,11970,184401
120,3,3,153,24171,32141,17691,15385,5488,2292,97162,5212,9506,6606,8485,3588,1900,35295,2113,2948,1811,1765,450,125,9217,2181,3690,2256,2270,679,270,11350,4299,6643,4065,4040,1131,392,20570,4536,4052,1768,1096,283,115,11848,4908,5290,2780,1636,457,152,15237,5048,7605,3994,2339,653,252,19891,85,85,30,19,7,3,229,14579,17036,8572,5085,1402,532,47212,3,3,3,0,0,0,10,0,0,0,0,0,0,0,305,402,211,110,52,27,1100,304,406,215,110,52,27,1116,338,206,98,75,29,11,766,24739,33791,19560,17792,6196,2864,104952
121,12,4,219,33926,45870,22353,23681,9560,2981,138376,8548,19378,12832,19301,8548,3070,71675,981,1179,714,666,173,34,3748,2025,2868,1545,1320,366,89,8206,3009,4049,2254,1983,540,123,11959,3726,3609,1376,842,171,52,9771,7376,7683,3216,1598,305,81,20258,11081,12261,5346,2810,556,157,32211,55,50,17,13,0,0,140,22239,23602,9951,5262,1037,292,62380,9,8,0,0,0,0,18,0,0,0,0,0,0,0,92,89,38,29,14,7,259,99,93,38,27,10,7,281,195,123,42,25,26,7,419,34080,47244,25121,26611,10155,3502,146713
122,9,0,73,19283,28151,13573,15905,6440,2199,85548,5914,13522,8700,13916,6269,2388,50714,956,606,273,274,81,14,2212,1641,1856,874,971,260,76,5682,2602,2463,1144,1252,339,90,7895,2707,2270,912,597,166,39,6684,4452,5282,2093,1037,172,34,13067,3078,3601,1214,604,111,19,8634,46,31,18,12,0,0,106,10280,11186,4239,2251,445,97,28497,100,38,11,11,0,3,160,29,6,0,3,0,3,35,59,103,53,28,8,3,254,190,148,59,39,13,10,455,145,110,54,44,18,10,385,19132,27432,14200,17496,7081,2599,87940
123,4,0,41,13189,21969,13891,15257,7174,4477,75966,8976,19532,13372,15220,7493,4850,69437,2136,1626,703,479,186,96,5231,1549,1376,885,671,309,221,5018,3691,3006,1590,1148,494,312,10246,658,383,125,59,22,10,1258,176,147,47,21,6,6,400,279,357,118,43,10,3,809,9,6,4,3,0,0,32,1120,898,296,126,37,19,2493,100,32,3,0,0,0,133,11,3,10,3,3,0,28,24,30,15,16,10,10,106,133,59,27,23,10,10,264,76,149,18,21,8,10,279,13989,23653,15298,16539,8045,5197,82721
124,3,0,105,21434,30727,17248,17431,8125,4309,99269,15197,27498,15854,16701,7931,4494,87678,2514,1430,589,343,128,62,5065,1926,1880,1016,659,272,131,5885,4440,3307,1608,994,398,195,10943,1407,620,199,116,27,16,2388,853,545,174,90,22,5,1688,298,249,95,40,6,3,686,31,17,5,8,0,3,57,2582,1432,468,250,50,24,4817,100,40,14,0,3,0,156,19,16,9,3,0,3,46,49,30,19,7,7,4,108,168,86,31,8,11,10,306,153,138,46,36,27,26,422,22541,32454,18011,17989,8423,4739,104168
125,11,5,215,26775,36092,24100,23256,10916,7766,128914,10278,18003,13114,15362,8518,7521,72792,2223,1446,890,838,312,184,5887,2664,3744,3499,3535,1577,1031,16062,4887,5191,4389,4375,1892,1213,21950,3758,2780,1866,1464,528,274,10669,3872,4280,3350,2347,818,404,15064,4235,6321,4356,2635,856,490,18892,63,60,22,28,13,12,198,11928,13430,9601,6472,2217,1173,44827,3,3,4,3,3,0,24,5,5,3,6,0,4,27,122,123,115,115,70,57,600,131,132,121,124,80,61,650,248,146,107,62,43,39,644,27478,36909,27331,26395,12742,10002,140867
126,3,0,28,13537,17515,10239,10817,4295,1653,58053,4482,9024,6252,8498,3846,1993,34097,925,974,605,512,157,43,3218,1549,1713,1190,1028,308,145,5935,2476,2683,1798,1541,463,191,9149,1007,546,226,142,33,8,1974,2970,3016,1573,896,189,55,8695,2262,3360,1703,856,177,49,8410,20,11,3,6,0,0,47,6263,6936,3510,1901,406,112,19125,10,5,0,0,0,0,15,0,0,0,0,0,0,0,38,36,20,14,4,3,121,48,43,22,19,4,0,142,94,69,45,40,18,11,269,13360,18759,11624,11990,4737,2305,62777
127,6,6,103,16637,25472,20121,22840,12775,9228,107066,9973,19615,16332,19964,12042,10029,87958,935,764,430,373,161,118,2784,1893,2426,2142,2168,1109,717,10456,2832,3188,2572,2538,1269,835,13234,1606,851,518,415,161,94,3642,1972,1865,1248,895,299,101,6382,1004,1410,936,694,245,123,4400,62,47,35,24,8,5,173,4638,4175,2733,2027,714,321,14606,66,17,0,0,0,0,86,14,11,10,10,6,3,56,88,89,74,59,54,41,410,173,121,89,71,57,40,555,205,128,85,60,33,27,541,17829,27226,21807,24661,14116,11253,116885
128,0,0,18,16288,24073,12224,14242,6241,2090,75159,5704,13823,8621,12443,5821,2107,48519,1039,722,306,278,90,29,2454,2155,2718,1482,1151,321,89,7914,3189,3437,1786,1428,406,111,10368,1821,1178,379,183,51,15,3625,3263,3423,1248,486,104,23,8545,1793,1839,580,258,51,8,4526,4,8,0,0,0,0,20,6882,6449,2212,926,202,35,16714,102,48,10,6,8,4,178,3,0,0,0,0,0,3,63,62,36,20,7,0,186,170,114,47,24,9,4,367,69,64,26,20,7,7,199,16014,23890,12695,14850,6450,2265,76169
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,0,19,16065,20101,7943,7329,3448,1409,56293,13279,18789,7476,7354,3233,1368,51496,2836,1484,513,318,113,40,5302,183,180,73,53,18,8,519,3019,1666,589,368,132,54,5826,898,319,80,28,3,3,1328,36,27,6,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,3,934,340,84,26,3,5,1398,140,53,4,4,3,0,205,14,9,3,4,0,0,28,141,176,54,45,17,11,451,296,237,62,49,23,14,675,149,110,34,34,16,3,346,17677,21151,8240,7839,3399,1434,59743
202,0,0,19,14911,19368,7828,7039,3287,1410,53843,13359,19188,7859,7286,3301,1353,52347,2069,877,223,103,19,13,3303,161,153,61,29,5,0,405,2233,1025,290,130,25,15,3714,433,159,48,22,3,3,670,39,12,3,0,0,0,56,17,0,0,0,0,0,17,0,3,0,0,0,0,3,487,175,53,23,6,3,747,175,46,4,3,6,0,231,9,11,0,0,0,0,22,41,51,18,6,9,0,128,234,107,24,12,13,3,386,124,115,32,20,16,11,318,16435,20614,8255,7472,3353,1380,57513
203,0,0,26,25013,33066,14091,14071,5941,2227,94421,20056,31173,14145,14833,6322,2334,88852,4619,2442,643,283,87,45,8115,714,811,287,185,49,14,2058,5331,3254,932,467,134,58,10170,1397,622,184,76,9,3,2284,91,43,6,4,0,0,145,116,58,15,0,3,3,198,7,0,0,0,0,0,11,1605,724,200,76,11,4,2637,242,72,6,7,3,0,335,8,3,3,4,0,0,20,71,61,31,70,26,12,271,322,135,44,83,31,11,627,124,112,46,38,16,6,346,27443,35404,15367,15498,6503,2417,102631
204,0,0,37,17000,22834,8266,7855,3623,1424,61006,14698,22512,8007,7802,3524,1359,57905,2134,881,168,75,22,7,3288,93,76,32,14,5,0,218,2227,956,206,90,30,7,3507,1081,360,79,28,9,3,1561,27,22,0,3,0,0,51,47,16,8,6,5,0,81,0,0,0,0,0,0,3,1152,395,92,34,14,5,1690,272,93,13,8,6,0,391,14,10,4,0,3,0,33,65,47,19,17,4,6,157,348,151,40,27,11,6,583,131,164,57,39,12,13,414,18563,24181,8394,7985,3592,1381,64101
205,3,0,40,27945,37208,13159,12317,5746,2446,98810,24724,36418,12952,11993,5627,2291,94012,2825,977,161,84,27,9,4073,229,135,42,26,6,8,442,3053,1109,201,110,30,15,4514,2245,861,147,56,14,0,3326,23,15,4,4,3,0,46,5,4,0,0,0,0,9,6,0,0,0,0,0,7,2277,882,155,63,15,0,3392,512,206,19,18,8,0,764,18,11,4,4,5,0,38,74,59,26,9,5,3,172,605,276,49,25,15,7,977,283,172,46,56,29,4,591,30946,38860,13410,12248,5709,2318,103488
