SA4_CODE_2016,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950_over_REA,C11_950_over_ST_HA,C11_950over_Pe_no_sa_ho,C11_950ov_H_co_op_c_ch_gr,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T,C16_0_74_REA,C16_0_74_ST_HA,C16_0_74_Per_no_sa_ho,C16_0_74_Ho_co_op_c_c_g,C16_0_74_Oth_land_typ,C16_0_74_LLT_NS,C16_0_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Pe_no_sa_ho,C16_75_99_H_c_op_c_c_gr,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Pe_no_sa_ho,C16_100_149_H_c_o_c_c_g,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Pe_no_sa_ho,C16_150_199_H_c_o_c_c_g,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Pe_no_sa_ho,C16_200_224_H_c_o_c_c_g,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Pe_no_sa_ho,C16_225_274_H_c_o_c_c_g,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Pe_no_sa_ho,C16_275_349_H_c_o_c_c_g,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Pe_no_sa_ho,C16_350_449_H_c_o_c_c_g,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Pe_no_sa_ho,C16_450_549_H_c_o_c_c_g,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Pe_no_sa_ho,C16_550_649_H_c_o_c_c_g,C16_550_649_Ot_lan_ty,C16_550_649_Lan_ty_ns,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Pe_no_sa_ho,C16_650_749_H_co_op_c_ch_gr,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Pe_no_sa_ho,C16_750_849_H_co_op_c_ch_gr,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Pe_no_sa_ho,C16_850_949_H_co_op_c_ch_gr,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950_over_REA,C16_950_over_ST_HA,C16_950over_Pe_no_sa_ho,C16_950ov_H_co_op_c_ch_gr,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950_over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Pe_no_sa_ho,C16_R_NS_H_co_op_c_ch_gr,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_T_Pe_no_sa_ho,C16_Tot_Ho_co_op_co_ch_gr,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_T_T
111,0,0,68,102,0,55,0,8,4,173,302,415,314,173,93,69,1356,19054,7190,8165,892,1136,626,37073,31,399,441,63,61,313,1307,8,294,35,61,18,6,421,145,2765,295,143,83,21,3454,605,1247,536,217,120,26,2749,656,507,533,102,84,10,1900,1523,485,786,80,125,18,3021,5133,605,1737,53,183,38,7742,8739,159,2066,27,141,29,11167,3575,25,616,12,35,9,4257,920,3,173,0,17,0,1111,264,10,77,0,12,3,358,119,4,39,3,6,0,168,40,3,18,0,3,0,64,69,5,42,0,11,0,125,293,377,291,98,67,38,1158,22113,6883,7675,856,962,526,39014
112,0,0,33,90,0,71,0,23,6,189,188,159,303,80,124,50,905,12840,2547,7973,693,1510,778,26338,15,76,494,37,81,481,1190,8,75,41,38,17,3,188,127,926,337,111,133,24,1662,590,520,613,207,225,25,2184,528,231,665,68,120,16,1631,1557,175,1016,49,179,28,3007,3418,150,1627,43,137,28,5409,3745,70,1503,37,141,25,5526,1825,13,627,8,42,15,2532,723,7,246,0,27,0,997,290,0,126,0,17,3,444,113,9,48,0,8,0,182,59,0,23,0,4,0,92,77,0,46,0,19,0,152,195,147,328,59,92,51,877,13288,2395,7751,663,1259,708,26064
113,0,0,8,35,0,20,0,7,5,66,123,135,204,14,168,40,682,7366,2276,3984,334,1539,636,16136,33,132,467,60,353,368,1411,36,119,73,44,42,3,324,350,707,493,75,116,37,1779,1544,521,772,79,175,35,3123,880,172,527,16,91,19,1704,1794,162,609,12,250,19,2845,2349,53,572,8,110,9,3101,1237,9,229,3,31,3,1523,208,3,45,0,6,3,277,29,0,11,0,15,0,53,7,0,7,0,3,0,21,3,0,6,0,0,0,11,0,0,3,0,0,0,6,7,0,22,0,4,3,37,132,103,177,30,143,26,604,8618,1988,4018,320,1345,524,16822
114,4,0,16,42,0,18,0,6,0,73,94,79,123,28,83,17,428,6539,1678,2875,450,838,352,12738,18,55,252,8,84,251,663,5,56,23,25,16,0,130,49,365,131,37,71,12,669,306,446,275,140,75,16,1248,340,158,286,56,55,11,920,939,213,464,48,225,13,1890,2280,193,686,49,96,27,3339,2125,48,438,20,51,15,2702,593,3,129,0,19,3,751,202,0,46,0,8,0,255,76,0,25,0,0,0,103,44,4,11,0,0,0,56,14,0,3,0,0,0,16,38,0,22,0,6,4,75,117,103,143,27,64,14,475,7142,1651,2933,411,780,368,13280
115,0,0,106,137,0,25,0,3,0,167,121,14,144,57,65,19,425,6005,167,2219,257,525,274,9439,14,3,256,19,46,194,529,3,6,3,9,0,0,24,7,28,40,73,7,0,166,16,24,70,41,21,3,178,21,16,79,39,34,4,193,75,12,102,20,92,0,300,180,15,184,12,74,5,464,694,15,286,17,48,7,1057,1836,7,350,4,27,9,2230,2380,4,263,4,16,12,2679,1478,0,135,3,5,3,1629,613,0,91,8,4,0,713,324,0,38,0,0,0,369,276,0,43,0,4,0,334,125,9,135,77,37,13,400,8044,148,2084,328,429,252,11276
116,0,0,23,72,4,30,0,6,0,111,227,478,227,50,57,63,1098,14453,8234,4343,495,709,384,28616,31,368,267,30,27,181,908,3,299,10,26,0,7,340,25,2187,74,55,32,9,2384,83,1454,133,71,40,16,1796,145,643,159,48,21,14,1024,362,693,288,51,84,9,1488,2611,1014,757,57,88,27,4560,8817,515,1490,59,203,51,11136,4262,69,599,13,69,21,5035,1957,4,206,0,9,3,2184,731,8,67,3,3,5,822,111,6,8,6,3,0,137,23,3,3,3,0,0,31,33,3,17,0,0,0,48,312,452,229,59,49,46,1149,19502,7723,4323,477,632,389,33039
117,7,9,1429,1413,9,400,3,30,13,1863,703,593,440,83,132,118,2063,39342,8651,9364,1131,896,686,60072,159,624,665,58,95,299,1907,15,498,18,62,11,7,600,78,3879,111,134,27,36,4262,183,1118,247,251,35,12,1841,282,548,281,84,23,12,1230,726,394,383,130,121,16,1767,2536,514,870,300,211,29,4448,6291,366,1361,237,216,32,8500,8618,120,1399,104,87,18,10345,9762,78,1411,31,114,26,11410,8384,45,1131,32,79,25,9696,4909,14,852,24,51,13,5866,2697,8,489,10,36,11,3253,4054,3,1003,9,84,12,5169,868,443,582,89,144,109,2238,49553,8663,10801,1553,1319,645,72544
118,8,5,1147,1989,0,637,3,28,14,2678,528,275,398,65,64,97,1428,28810,3656,8321,494,678,682,42639,64,225,591,30,46,373,1326,8,192,8,28,8,3,241,56,1633,79,37,8,10,1827,101,533,132,102,14,5,893,124,232,158,18,21,5,559,302,153,215,37,75,5,780,924,152,371,39,94,9,1590,3061,114,749,110,112,25,4157,6011,73,1076,36,63,19,7279,7157,32,1126,8,60,18,8401,4966,16,927,16,37,27,5982,2889,4,629,3,35,10,3569,1806,4,395,0,31,3,2244,3984,5,1033,3,51,5,5081,586,214,369,46,72,51,1335,32031,3571,7860,517,710,566,45264
119,5,0,83,171,0,50,0,13,3,238,626,670,568,108,111,127,2206,32915,9569,8767,1165,1370,923,54712,136,495,961,82,73,569,2314,7,461,23,45,8,3,554,73,3518,188,169,41,23,4014,233,1750,348,260,62,17,2671,322,875,358,109,44,11,1722,680,689,417,118,133,9,2041,3828,579,1010,122,157,29,5727,14462,504,2213,111,336,70,17689,11874,220,1811,51,263,51,14273,6676,49,974,26,141,24,7897,2464,18,372,7,46,3,2908,691,11,146,3,19,0,869,263,3,46,3,4,0,312,303,7,75,0,6,0,399,717,582,675,112,148,109,2340,42723,9768,9626,1217,1479,932,65739
120,6,0,475,527,0,130,0,6,10,676,416,193,305,48,80,64,1100,25859,2705,5879,722,723,496,36384,83,151,536,34,56,308,1175,5,146,15,29,15,0,209,61,1230,104,59,74,11,1548,137,428,196,160,40,7,971,177,181,213,57,33,3,659,518,118,255,52,88,7,1043,1351,125,431,56,78,11,2064,5836,110,934,68,71,31,7047,8425,50,1124,19,93,29,9751,5908,32,799,16,62,17,6832,4147,15,573,14,46,13,4808,2042,7,335,3,21,6,2412,1049,3,199,3,4,0,1265,1351,0,248,0,13,0,1615,503,165,378,88,84,64,1278,31605,2767,6352,653,775,519,42664
121,5,3,1189,2062,0,532,3,25,6,2631,549,106,378,82,97,50,1258,31009,1685,8032,671,651,628,42678,72,87,708,53,89,437,1451,3,89,18,56,5,0,185,40,765,101,91,11,7,1018,72,232,135,136,23,3,599,75,88,176,60,21,0,419,191,60,242,38,68,3,605,719,62,440,47,65,10,1343,4164,69,1017,45,88,13,5393,9130,27,1397,23,66,18,10665,8056,17,1063,16,50,14,9222,4777,3,662,8,32,12,5501,2908,0,435,9,33,7,3392,1885,0,287,5,17,4,2203,3920,0,771,0,48,6,4755,608,90,408,94,82,56,1344,36642,1602,7867,684,703,608,48102
122,3,0,669,973,0,276,0,12,7,1274,273,104,229,59,43,42,750,14645,1166,5399,552,479,472,22720,24,52,333,43,25,240,722,6,50,15,67,12,5,155,13,509,48,97,18,14,704,52,130,68,81,20,3,356,35,60,85,35,11,0,238,86,63,135,56,39,3,380,278,42,282,17,46,6,666,1648,41,582,18,44,12,2347,3663,20,882,11,45,20,4630,3015,6,662,5,34,4,3726,2093,16,484,8,23,7,2618,1555,7,347,3,9,0,1922,1075,3,236,3,9,0,1322,2154,0,438,0,17,3,2614,262,67,201,43,40,29,651,15964,1069,4785,486,393,347,23044
123,0,0,4,36,6,15,0,4,4,62,169,345,154,35,54,30,788,9600,5760,3100,410,415,299,19576,30,207,230,25,35,173,702,7,180,12,17,6,0,221,17,1555,57,39,34,11,1713,63,1063,129,80,42,19,1394,97,553,140,48,16,7,851,325,467,217,40,61,6,1118,1942,597,590,48,54,15,3240,6278,449,927,39,89,33,7811,3083,33,371,3,42,23,3554,806,3,85,0,6,4,904,126,7,32,0,5,0,167,44,3,8,0,0,0,60,18,0,8,0,0,0,28,25,0,5,0,3,0,33,197,283,167,24,40,42,747,13053,5396,2970,368,431,318,22544
124,0,0,24,62,0,23,0,3,0,102,243,246,225,58,78,43,889,14991,3715,4877,624,764,480,25456,28,159,317,18,51,239,821,7,127,14,29,5,0,181,36,940,113,41,30,9,1174,161,822,224,198,18,7,1428,230,337,232,79,22,0,900,961,343,466,83,184,14,2046,3376,351,916,91,79,22,4846,8947,360,1399,54,85,44,10887,3476,37,471,10,40,8,4046,911,7,113,3,7,0,1045,187,3,31,3,11,0,235,68,3,12,0,3,0,88,30,0,3,0,0,0,32,25,3,19,0,9,0,55,295,218,217,47,59,40,867,18740,3706,4562,654,594,393,28648
125,0,0,47,116,5,36,0,6,5,167,512,579,447,100,84,119,1846,28082,8881,6969,1229,1298,720,47178,125,557,626,79,69,322,1774,20,447,28,85,11,6,591,105,3212,169,162,58,25,3726,211,1541,305,324,74,19,2479,238,709,281,101,45,11,1373,684,642,378,122,258,9,2088,2703,504,850,137,146,25,4358,14595,515,2138,118,370,68,17800,12160,193,1642,25,282,57,14360,4512,36,672,11,77,21,5327,1324,15,201,12,31,4,1588,443,8,105,5,7,0,572,137,3,38,3,3,0,185,131,0,44,0,5,0,189,664,487,462,129,122,91,1948,38051,8877,7939,1307,1552,655,58371
126,0,0,127,158,0,46,0,3,3,211,203,111,185,55,45,49,644,11734,1933,2926,511,398,285,17783,39,104,346,15,34,150,683,5,91,12,18,4,3,132,43,714,63,61,9,10,894,50,311,148,100,18,5,628,59,147,106,26,19,6,365,131,104,152,35,91,4,521,667,92,229,33,38,5,1062,3831,57,549,58,46,4,4552,4277,37,627,16,38,9,5009,2934,23,421,5,25,9,3427,1562,4,237,3,14,9,1832,647,3,107,3,7,4,765,338,0,53,0,0,0,402,377,0,104,0,9,3,494,234,105,215,62,39,42,693,15191,1795,3383,437,404,257,21465
127,3,0,22,78,0,34,0,6,3,118,298,526,308,46,120,81,1377,16639,7836,4967,717,1667,612,32430,84,393,511,42,58,278,1368,9,321,9,26,4,3,374,58,2296,104,83,56,24,2619,171,1500,209,163,66,21,2132,197,761,246,73,61,12,1345,735,707,381,95,439,21,2373,4272,598,817,109,265,42,6097,7438,677,1449,69,376,59,10072,6227,181,861,32,218,29,7555,2028,27,226,6,44,9,2338,416,7,66,0,12,3,501,119,3,14,0,0,0,142,34,3,7,0,3,0,46,62,0,11,0,7,0,79,412,406,322,64,123,73,1382,22255,7890,5238,767,1728,568,38439
128,3,0,89,111,0,32,0,11,3,155,133,112,127,38,47,19,478,10148,1783,2756,392,487,234,15797,20,86,225,27,15,160,524,3,88,3,12,0,0,108,10,676,41,49,14,6,795,25,258,46,87,14,8,435,34,148,90,25,9,0,311,132,96,121,32,138,3,514,582,94,252,29,56,4,1018,3294,82,548,17,57,10,4004,3017,43,414,6,25,16,3521,1803,27,246,7,13,3,2099,1074,9,154,0,10,7,1247,485,0,63,0,6,0,555,213,0,33,0,0,0,239,267,0,50,0,5,0,326,173,105,131,68,27,14,521,11134,1696,2416,360,378,228,16221
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,0,3,25,0,18,0,9,0,49,132,122,171,25,57,35,542,7461,1950,3311,368,544,352,13984,23,97,309,36,84,249,796,23,87,50,29,14,0,206,326,823,332,86,39,25,1630,955,333,507,103,56,13,1964,928,166,514,52,38,7,1700,2973,154,686,34,52,14,3919,2775,29,435,9,42,14,3302,1004,9,152,4,28,10,1210,142,0,48,3,9,3,205,25,0,21,0,9,3,55,15,4,7,0,3,0,29,6,0,3,0,0,0,10,4,0,7,0,0,0,14,19,0,25,0,3,4,43,132,106,156,31,48,22,489,9347,1807,3248,385,419,367,15580
202,0,0,5,27,0,30,0,3,0,61,102,135,155,26,61,33,504,6500,1903,3549,356,597,349,13256,17,97,284,13,77,220,709,13,92,37,33,6,7,189,180,695,318,48,55,23,1318,644,367,507,81,58,14,1668,636,179,447,98,46,7,1406,2348,103,676,78,61,17,3276,3085,37,646,13,52,17,3852,1146,9,218,5,22,4,1401,140,3,50,0,11,0,201,28,3,22,0,4,0,56,14,0,11,0,3,0,24,5,0,4,0,4,0,12,0,0,7,0,3,0,9,9,0,13,0,0,0,30,107,105,130,25,61,22,454,8353,1690,3365,391,470,336,14605
203,0,0,20,45,3,43,0,13,0,100,244,169,269,41,118,36,881,13076,2877,5748,710,1008,565,23986,38,153,414,27,115,355,1109,26,122,44,43,17,3,255,182,1115,322,128,67,21,1833,829,446,625,175,85,18,2174,869,225,536,136,78,13,1856,2973,249,980,91,91,32,4403,5900,151,1253,40,101,19,7462,4488,31,759,25,70,23,5399,991,8,224,3,19,4,1244,258,0,44,3,7,0,315,63,0,31,0,0,0,96,27,0,23,0,3,0,54,16,0,12,0,3,0,28,34,0,37,0,7,0,81,282,163,255,56,115,43,905,16965,2664,5544,727,782,537,27222
