SA2_MAINCODE_2016,C16_1PF_lf_ns_Fi_1000_1499,C16_1PF_lf_ns_Fi_1500_1999,C16_1PF_lf_ns_Fi_2000_2499,C16_1PF_lf_ns_Fi_2500_2999,C16_1PF_lf_ns_Fi_3000_3999,C16_1PF_LFns_4000mo,C16_1PF_LFns_Ns,C16_1PF_LF_NS_T,C16_1PF_TFI_N,C16_1PF_TFI_1_149,C16_1PF_TFI_150_299,C16_1PF_TFI_300_399,C16_1PF_TFI_400_499,C16_1PF_TFI_500_649,C16_1PF_T_Fi_650_799,C16_1PF_T_Fi_800_999,C16_1PF_T_Fi_1000_1499,C16_1PF_T_Fi_1500_1999,C16_1PF_T_Fi_2000_2499,C16_1PF_T_Fi_2500_2999,C16_1PF_T_Fi_3000_3999,C16_1PF_TFI_4000_mr,C16_One_par_f_TFI_Ns,C16_One_parent_f_T_T,C16_TFI_N,C16_TFI_1_149,C16_TFI_150_299,C16_TFI_300_399,C16_TFI_400_499,C16_TFI_500_649,C16_TFI_650_799,C16_TFI_800_999,C16_TFI_1000_1499,C16_TFI_1500_1999,C16_TFI_2000_2499,C16_TFI_2500_2999,C16_TFI_3000_3999,C16_TFI_4000_more,C16_TFI_Ns,C16_T_T
108021155,0,0,0,0,0,0,13,19,3,8,33,52,69,158,126,127,170,70,31,11,9,0,139,1006,21,27,50,62,165,228,494,338,700,433,277,142,100,45,393,3463
108021156,0,0,0,0,0,0,0,9,3,3,13,22,29,67,45,56,78,38,9,3,3,0,65,432,24,17,27,30,106,137,321,235,464,300,213,84,71,55,316,2402
108021157,0,0,0,0,0,0,3,3,0,0,6,5,15,33,40,36,34,17,8,0,3,0,45,249,12,11,8,10,60,62,184,127,273,147,104,63,41,19,135,1253
108021158,0,0,0,0,0,0,8,7,3,0,17,29,37,54,63,56,71,23,7,3,3,0,51,403,20,12,18,29,106,91,320,184,331,162,124,48,37,30,198,1704
108021159,0,0,0,0,0,0,3,6,4,0,13,19,28,51,53,42,53,23,8,4,6,0,43,338,26,24,24,27,94,99,301,178,427,230,168,96,72,46,243,2061
108021160,0,0,0,0,0,0,3,3,3,0,5,11,13,30,34,39,43,11,7,0,6,0,26,227,12,7,17,12,74,59,259,156,294,154,106,69,48,26,152,1444
108031161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,9,3,11,8,16,8,3,4,17,86
108041162,0,0,0,0,0,0,3,12,9,4,9,32,46,86,71,103,127,65,28,9,10,8,77,679,40,36,41,45,214,208,742,494,955,503,402,234,197,107,551,4771
108041163,0,0,0,0,0,0,10,13,18,8,25,42,56,153,155,161,262,130,60,19,16,9,136,1254,67,19,44,62,224,279,822,614,1530,912,854,549,515,395,742,7627
108041164,0,0,0,0,0,0,3,6,7,4,17,27,58,102,124,116,167,84,39,13,8,3,84,855,23,20,30,33,179,180,642,420,931,562,427,280,208,132,414,4479
108041165,0,0,0,0,0,0,0,7,3,0,12,12,11,26,12,19,24,14,6,7,7,0,25,180,9,13,20,11,52,51,135,119,268,199,146,90,67,35,183,1402
108041166,0,0,0,0,0,0,7,7,5,0,13,22,38,67,71,89,96,52,17,5,3,3,77,567,21,9,19,31,112,120,351,283,632,393,303,153,142,101,341,3016
108051167,0,0,0,0,0,0,0,0,0,3,9,12,24,28,27,35,27,10,6,0,4,0,38,213,14,13,14,15,72,58,191,134,288,150,90,72,52,23,178,1372
108051168,0,0,0,0,0,0,0,0,3,0,12,21,22,68,48,62,73,36,20,5,0,0,47,426,19,14,32,36,114,138,418,281,606,372,302,175,141,83,356,3070
108051169,0,0,0,0,0,0,19,26,16,21,63,63,103,179,182,153,187,82,22,6,8,3,145,1233,53,42,84,80,257,287,786,495,1072,646,373,222,138,95,586,5200
108051170,0,0,0,0,0,0,5,10,14,0,24,23,44,63,61,66,62,32,12,4,3,5,74,486,53,29,42,39,214,167,539,338,717,400,235,152,98,69,403,3484
108051171,0,0,0,0,0,0,3,3,3,4,11,8,25,36,34,55,70,25,9,4,0,0,47,324,8,10,11,13,73,69,189,150,328,183,116,46,31,18,162,1417
109011172,0,0,0,0,0,0,3,3,6,0,13,14,31,55,73,67,97,67,29,17,7,3,54,529,8,6,22,21,84,89,241,248,622,562,568,381,369,194,405,3826
109011173,0,0,0,0,0,0,3,5,11,4,19,24,57,58,64,65,92,48,19,8,7,0,52,529,22,14,33,27,102,93,219,169,494,327,275,195,147,61,263,2452
109011174,0,0,0,0,0,0,3,3,5,0,4,25,27,46,46,41,79,47,18,3,12,3,41,407,22,9,11,30,68,76,174,128,390,303,293,213,238,207,250,2411
109011175,0,0,0,0,0,0,3,5,0,5,6,17,30,51,43,51,58,35,11,8,5,0,53,367,26,27,23,26,91,99,244,222,547,408,353,234,201,151,393,3049
109011176,0,0,0,0,0,0,9,8,4,13,30,36,79,104,97,104,139,53,28,12,5,3,70,776,34,25,47,47,159,185,431,325,754,473,377,188,140,45,363,3591
109021177,0,0,0,0,0,0,3,3,0,0,7,9,9,15,13,18,10,11,6,3,4,0,19,126,6,10,13,12,28,27,66,49,133,93,80,35,33,25,119,736
109021178,0,0,0,0,0,0,4,3,0,3,9,20,20,25,22,31,38,18,8,3,0,4,36,245,15,12,20,23,71,57,154,109,301,156,153,79,93,53,222,1526
109021179,0,0,0,0,0,0,0,0,3,0,3,3,9,12,9,10,14,9,4,0,5,0,25,100,14,4,14,5,26,28,68,65,172,128,88,63,24,39,141,879
109031180,0,0,0,0,0,0,0,3,3,3,10,9,19,28,26,28,40,11,9,4,0,0,24,223,16,9,13,16,71,58,169,128,268,176,160,92,65,29,181,1453
109031181,0,0,0,0,0,0,0,0,0,0,9,5,18,23,33,30,38,22,9,5,0,0,35,222,14,13,7,13,78,48,212,139,349,216,175,102,87,47,254,1757
109031182,0,0,0,0,0,0,0,0,9,8,12,18,22,41,35,36,77,34,12,0,4,3,54,349,19,18,17,21,76,71,177,114,367,245,208,109,96,70,231,1833
109031183,0,0,0,0,0,0,5,7,0,0,5,10,21,27,20,19,35,14,5,0,3,0,21,172,34,14,15,13,92,62,174,142,342,219,176,84,74,57,245,1747
109031184,0,0,0,0,0,0,6,6,0,3,3,7,9,18,18,21,40,15,7,5,0,0,28,175,20,12,8,9,54,41,177,101,308,191,186,130,94,59,169,1562
109031185,0,0,0,0,0,0,5,7,0,3,11,15,34,38,41,39,54,19,11,5,0,0,49,317,24,22,36,22,112,83,306,175,498,309,249,121,84,77,302,2411
110011186,0,0,0,0,0,0,12,15,15,3,31,38,64,124,123,126,195,110,48,15,14,5,98,993,39,16,58,47,157,204,416,391,916,697,609,381,409,276,565,5182
110011187,0,0,0,0,0,0,6,6,0,0,4,11,12,24,28,16,36,9,6,3,0,3,20,179,16,11,6,14,34,48,130,84,238,162,117,55,54,38,158,1175
110011188,0,0,0,0,0,0,0,3,3,0,12,9,10,23,30,31,36,21,10,0,7,0,36,227,12,4,21,11,61,49,165,127,304,225,181,106,99,55,199,1623
110011189,0,0,0,0,0,0,0,0,0,0,4,3,5,13,13,15,18,8,0,0,0,3,17,104,14,10,14,4,31,35,86,64,158,117,75,34,40,40,126,853
110021190,0,0,0,0,0,0,4,3,8,4,23,17,38,47,53,51,62,28,5,5,0,0,44,375,24,25,42,24,135,99,301,193,472,247,154,101,68,40,255,2179
110021191,0,0,0,0,0,0,5,11,11,11,30,42,69,97,87,74,92,41,20,6,0,0,80,657,25,18,43,55,147,155,374,256,587,382,291,157,124,80,330,3024
110021192,0,0,0,0,0,0,0,0,3,5,10,18,23,24,24,26,31,8,0,0,0,0,29,196,33,19,17,23,99,68,177,130,263,142,85,45,31,21,173,1311
110021193,0,0,0,0,0,0,4,6,3,3,13,14,20,27,29,29,40,9,0,0,0,0,28,210,31,21,21,20,94,62,208,133,310,169,150,64,54,33,204,1558
110021194,0,0,0,0,0,0,3,4,5,4,14,18,25,33,44,34,43,15,9,3,3,0,26,280,14,19,22,28,124,92,262,148,339,167,107,48,37,35,229,1682
110031195,0,0,0,0,0,0,16,16,9,9,20,27,39,52,64,45,79,39,16,8,4,0,81,502,20,15,28,37,77,72,164,115,312,250,242,131,109,81,295,1942
110031196,0,0,0,0,0,0,0,6,3,3,18,12,17,22,22,21,23,15,0,3,3,0,33,202,18,15,20,18,44,41,83,73,211,172,142,71,81,80,201,1262
110031197,0,0,0,0,0,0,5,3,4,0,13,25,26,36,41,32,42,24,16,3,3,0,43,320,15,0,20,35,68,62,137,116,279,243,228,140,138,81,237,1799
110031198,0,0,0,0,0,0,3,8,4,7,4,14,12,24,14,20,33,11,6,6,0,3,23,176,19,14,14,11,46,40,81,76,207,162,117,85,90,49,158,1172
110041199,0,0,0,0,0,0,5,6,8,3,13,16,29,63,45,45,70,37,18,5,8,4,53,418,18,7,24,18,71,86,207,151,373,308,273,184,206,135,264,2321
110041200,0,0,0,0,0,0,5,3,0,4,4,12,14,22,26,16,29,10,11,0,6,0,34,179,9,5,9,15,35,42,106,64,191,139,123,69,62,55,163,1097
110041201,0,0,0,0,0,0,5,7,5,7,7,30,34,43,51,41,58,24,3,9,3,4,46,356,22,9,26,33,84,73,223,146,396,233,181,117,90,70,258,1958
110041202,0,0,0,0,0,0,13,14,12,5,21,38,72,131,139,118,208,109,39,15,10,12,125,1052,37,14,31,43,156,200,488,398,1018,724,638,379,304,191,600,5214
110041203,0,0,0,0,0,0,6,6,6,3,18,20,44,83,93,101,151,75,35,16,6,3,65,726,16,14,33,28,114,122,310,273,646,495,466,281,262,193,393,3644
110041204,0,0,0,0,0,0,5,10,3,3,15,31,48,71,70,49,65,24,14,0,3,3,65,456,10,4,15,34,79,95,149,99,243,169,138,56,41,9,165,1312
110041205,0,0,0,0,0,0,8,7,4,5,20,34,36,92,85,78,127,59,26,7,10,7,81,679,45,18,50,53,170,175,507,336,867,617,554,341,339,190,659,4923
111011206,0,4,0,0,0,0,0,5,10,4,12,24,47,71,89,97,168,87,57,17,15,7,85,787,36,17,30,33,153,148,456,336,798,601,638,405,421,326,509,4915
111011207,0,0,0,0,0,0,7,9,0,0,7,14,27,44,49,50,63,25,9,7,3,0,32,329,20,5,9,20,70,67,177,121,274,175,163,116,86,60,178,1547
111011208,0,0,0,0,0,0,3,11,9,11,23,37,62,119,134,137,264,141,107,40,26,12,123,1241,31,24,48,42,177,195,548,422,1062,779,821,631,661,457,668,6581
111011209,0,0,0,0,0,0,4,8,14,10,19,32,68,123,144,138,271,142,83,24,17,7,97,1187,39,26,28,50,158,175,539,407,1076,894,877,622,598,385,562,6447
111011210,0,0,0,0,0,0,16,14,3,10,21,35,60,89,81,69,108,43,22,9,7,5,64,622,8,16,32,36,111,121,300,176,393,272,245,123,134,80,222,2260
111011211,0,0,0,0,0,0,0,0,0,0,4,4,7,7,9,19,25,14,8,0,3,0,17,124,3,7,9,4,12,21,81,45,143,99,81,77,110,108,113,913
111011212,0,0,0,0,0,0,3,7,4,0,9,21,39,51,70,58,111,61,33,12,9,7,71,555,23,17,20,27,115,108,374,212,564,385,348,258,250,173,361,3236
111011213,0,0,0,0,0,0,0,3,6,0,3,3,9,33,28,30,91,63,40,5,11,7,33,360,27,6,18,15,53,63,216,149,547,399,432,369,442,414,350,3500
111011214,0,0,0,0,0,0,0,3,6,0,5,23,32,70,72,66,149,89,59,14,14,3,65,662,20,18,15,26,95,97,329,245,606,447,473,317,364,270,387,3711
111021215,0,0,0,0,0,0,6,10,5,3,20,18,41,75,87,64,120,46,17,11,3,3,62,578,12,14,30,28,91,98,250,169,431,308,252,161,124,75,240,2286
111021216,0,0,0,0,0,0,5,9,7,0,14,13,32,54,55,54,99,40,25,13,3,0,47,461,22,13,25,24,83,97,247,220,438,313,298,203,162,95,268,2513
111021217,0,0,0,0,0,0,5,7,9,0,15,23,43,46,55,84,130,61,31,8,5,3,73,578,30,14,24,22,89,88,292,213,604,595,562,434,338,159,369,3827
111021218,4,0,0,0,0,0,3,5,6,4,20,20,45,55,61,65,128,61,29,15,11,3,84,597,25,19,34,24,148,125,435,332,735,479,418,272,248,159,446,3911
111021219,0,0,0,0,0,0,3,7,5,6,17,25,53,78,88,91,139,64,36,14,6,7,68,705,19,11,26,43,127,114,363,267,661,452,398,284,263,219,415,3651
111021220,0,0,0,0,0,0,3,3,8,4,8,16,22,43,33,46,67,34,13,8,9,11,43,361,20,14,18,24,74,78,258,184,494,322,307,209,203,131,266,2603
111021221,0,0,0,0,0,0,0,0,0,3,7,11,25,40,35,50,57,32,11,7,6,0,36,333,6,6,13,22,60,67,171,145,343,274,233,151,106,61,200,1847
111031222,0,0,0,0,0,0,3,3,8,9,12,11,36,40,47,58,153,100,57,22,14,8,77,654,14,22,23,23,97,85,292,221,636,499,539,458,531,352,439,4228
111031223,0,0,0,0,0,0,4,4,10,3,11,18,32,75,93,68,107,43,26,8,8,3,55,562,24,6,21,27,94,115,309,198,463,301,218,106,98,41,218,2245
111031224,0,0,0,0,0,0,0,3,10,6,15,28,31,41,56,58,117,62,44,12,14,9,66,569,23,12,26,33,85,74,192,135,421,306,316,257,282,329,307,2807
111031225,0,0,0,0,0,0,11,12,4,3,27,8,42,75,85,87,158,127,58,20,15,13,79,798,25,11,38,12,112,116,286,208,578,547,570,407,548,424,439,4335
111031226,0,3,0,0,0,0,0,3,16,0,11,14,36,49,55,65,124,78,39,16,13,0,59,577,37,8,24,16,80,86,222,208,512,552,576,408,422,193,390,3721
111031227,0,0,0,0,0,0,3,8,13,0,24,37,57,96,95,78,179,94,46,19,5,5,67,809,31,10,25,46,111,149,287,230,624,529,473,348,277,105,327,3567
111031228,0,0,0,0,0,0,5,5,5,3,11,5,15,36,38,45,66,47,34,18,25,16,52,410,18,8,17,5,49,64,136,140,371,322,378,344,429,680,437,3398
111031229,0,0,0,0,0,0,0,0,6,3,10,5,14,26,27,23,58,40,26,16,13,9,41,323,19,6,17,13,36,38,90,75,285,230,302,219,309,451,275,2364
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5
111031231,0,0,0,0,0,0,5,5,6,0,19,20,28,58,63,58,107,43,18,12,9,4,46,487,34,13,31,27,95,103,254,182,415,281,224,101,78,30,184,2038
111031232,0,0,0,0,0,0,3,3,3,3,7,18,17,22,38,32,76,29,18,9,3,3,27,292,14,8,19,25,58,44,216,140,367,197,209,191,170,114,214,1990
111031233,0,0,0,0,0,0,5,11,14,8,21,41,61,109,130,136,207,128,43,27,19,5,83,1036,42,20,50,48,154,184,542,413,904,669,635,422,406,215,484,5192
111031234,0,0,0,0,0,0,3,3,7,3,24,23,40,64,68,100,127,63,34,11,14,0,80,658,23,9,34,35,100,107,246,228,452,375,349,250,258,110,287,2860
111031235,0,0,0,0,0,0,3,3,6,5,12,18,25,43,40,46,99,52,29,7,0,3,45,432,15,11,20,18,49,64,110,125,278,249,262,227,172,124,194,1920
112011236,0,0,0,0,0,0,9,8,9,6,18,33,64,101,125,115,185,75,37,10,9,3,106,887,17,18,35,39,172,174,564,406,959,541,448,251,189,134,417,4370
112011237,0,0,0,0,0,0,5,5,3,3,25,21,40,64,93,72,144,69,39,18,9,6,73,691,26,22,45,32,117,137,458,331,920,645,547,322,286,234,475,4606
112011238,0,0,0,0,0,0,0,0,0,7,3,10,19,26,27,28,55,15,11,4,0,0,25,236,13,12,16,11,43,53,81,97,267,169,158,108,91,116,204,1442
112011239,0,0,0,0,0,0,0,4,11,4,17,24,34,77,63,62,98,26,14,9,6,3,77,513,19,9,19,33,77,114,209,172,438,275,204,116,76,56,276,2088
112011240,0,0,0,0,0,0,3,0,11,3,10,9,28,46,37,31,82,22,21,9,4,4,54,370,23,3,16,17,53,77,121,98,361,255,208,118,140,158,266,1923
112011241,0,0,0,0,0,0,4,4,0,0,10,10,15,27,41,44,49,18,8,0,0,0,36,256,5,3,16,15,49,61,195,118,286,171,112,75,61,28,149,1350
112011242,0,0,0,0,0,0,0,0,0,0,9,11,17,35,31,24,72,35,13,6,7,4,31,301,12,3,7,15,57,54,156,122,363,274,276,165,204,170,271,2153
112011243,3,0,0,0,0,0,3,8,0,3,23,20,42,66,45,53,75,25,15,4,3,0,67,443,19,12,33,22,92,103,184,166,386,238,166,87,75,60,277,1916
112021244,0,0,0,0,0,0,7,13,7,0,18,39,66,81,111,99,121,47,17,15,3,0,81,701,19,12,26,45,164,141,428,281,680,417,271,154,89,26,303,3054
112021245,0,0,0,0,0,0,3,3,5,0,11,15,37,46,26,30,41,21,8,5,0,0,46,292,25,15,19,18,105,84,229,165,375,213,182,75,51,36,211,1810
112021246,0,0,0,0,0,0,3,8,9,5,19,22,55,101,111,92,141,72,37,13,5,4,69,756,22,17,30,27,125,156,372,279,681,509,411,187,171,93,296,3376
112021247,0,0,0,0,0,0,0,4,9,5,14,15,45,48,54,55,46,21,3,3,4,3,39,353,23,13,28,23,113,93,272,182,403,209,139,75,63,45,194,1870
112021248,0,0,0,0,0,0,9,11,10,7,25,37,82,141,129,121,200,94,37,11,11,3,103,1008,19,13,36,51,148,196,350,276,770,500,344,188,134,65,327,3420
112021249,0,0,0,0,0,0,3,4,9,5,24,22,54,73,73,82,105,44,22,11,6,0,96,616,27,23,44,30,140,151,350,337,770,567,440,255,245,170,490,4039
112031250,0,0,0,0,0,0,5,6,5,3,14,9,35,61,62,55,109,63,25,12,9,4,63,545,25,15,26,13,105,113,333,210,589,413,374,289,281,256,354,3399
112031251,0,0,0,0,0,0,5,5,4,6,11,23,40,72,63,69,100,46,17,3,3,0,75,552,12,9,19,33,77,117,288,201,502,300,240,113,68,26,247,2245
112031252,0,0,0,0,0,0,0,3,5,0,10,26,32,59,53,53,75,45,14,3,8,0,50,430,14,24,31,31,96,130,260,228,470,356,254,127,109,84,346,2565
112031253,0,0,0,0,0,0,13,9,9,3,15,23,55,74,69,68,112,48,29,10,4,0,74,594,36,18,35,31,139,145,361,269,655,502,431,239,190,100,413,3551
112031254,4,0,0,0,0,0,3,8,11,9,13,37,60,116,128,130,220,112,33,17,6,5,115,1016,48,28,33,51,228,198,637,434,1018,607,479,264,240,134,566,4957
112031550,0,0,0,0,0,0,8,10,9,12,13,17,38,74,93,93,206,86,39,16,11,4,88,787,39,20,25,29,123,148,522,378,896,595,465,285,206,124,451,4309
112031551,0,0,0,0,0,0,0,0,0,0,0,4,4,5,7,13,27,9,3,3,0,0,14,85,3,5,5,9,26,23,46,45,184,105,100,84,96,74,100,906
112031552,0,0,0,0,0,0,7,7,4,5,12,10,29,58,68,54,97,40,25,3,0,3,55,451,22,17,19,11,103,92,352,195,441,229,174,72,59,13,233,2038
113011256,0,0,0,0,0,0,12,22,4,3,14,25,41,96,77,94,132,83,34,23,10,9,95,749,62,28,31,32,166,157,369,315,812,675,556,337,323,188,551,4603
113011257,4,0,0,0,0,0,3,8,3,0,7,28,24,58,39,53,75,35,22,7,9,6,59,425,32,9,30,35,89,98,209,207,591,458,402,232,203,152,454,3198
113011258,0,0,0,0,0,0,7,7,7,5,10,30,26,43,50,63,57,40,16,6,4,0,50,404,23,16,19,30,90,79,225,181,447,343,327,181,138,78,262,2430
113011259,0,0,0,0,0,0,3,8,4,0,9,13,27,34,43,35,38,11,11,3,3,0,23,260,13,10,8,16,71,62,138,103,305,173,163,83,70,40,204,1461
113021260,0,0,0,0,0,0,0,3,0,4,7,6,12,18,13,8,23,4,3,0,0,0,16,113,8,12,10,7,33,36,85,66,174,100,110,48,35,27,133,879
113021261,0,0,0,0,0,0,3,6,6,4,11,19,25,37,30,31,51,30,5,3,3,0,46,305,19,6,21,28,68,65,162,97,286,213,181,111,92,38,210,1589
113021262,0,0,0,0,0,0,3,3,5,3,5,3,9,23,9,16,27,15,9,3,3,0,20,151,16,10,13,8,40,38,112,79,211,171,169,89,69,40,190,1259
113031263,0,0,0,0,0,0,0,3,4,4,11,15,22,39,41,41,53,13,17,5,8,0,32,300,17,8,18,24,74,81,285,172,388,233,184,96,100,58,254,2003
113031264,0,0,0,0,0,0,3,7,3,0,7,5,11,19,14,17,26,8,3,0,0,0,28,140,14,4,11,9,37,36,76,69,169,124,113,55,36,39,139,926
113031265,0,0,0,0,0,0,0,0,3,3,9,9,17,32,35,29,44,18,8,7,4,0,38,243,12,9,10,13,56,47,147,92,248,169,152,98,84,45,151,1332
113031266,0,0,0,0,0,0,0,3,10,0,10,11,23,31,37,38,41,17,6,0,3,3,33,261,16,6,19,15,70,54,224,139,359,239,176,88,93,46,206,1757
113031267,0,0,0,0,0,0,9,8,3,0,19,19,39,81,73,90,140,89,32,13,12,7,91,714,28,10,21,28,105,132,304,272,736,597,565,389,417,277,527,4413
113031268,0,0,0,0,0,0,3,3,0,0,3,0,3,14,11,19,20,15,11,0,0,3,12,121,8,3,3,0,15,26,56,45,151,135,158,102,101,60,105,964
113031269,0,0,0,0,0,0,21,21,9,3,20,48,68,106,108,130,220,123,57,19,16,3,116,1061,40,32,41,53,170,163,379,362,919,808,751,498,456,241,594,5503
113031270,0,0,0,0,0,0,8,9,8,9,32,30,57,76,81,65,106,49,17,4,7,3,73,612,17,17,39,41,111,119,225,180,438,354,295,182,161,121,307,2605
113031271,3,0,0,0,0,0,8,11,5,3,9,17,35,61,44,54,115,49,19,11,7,3,70,503,21,13,24,29,122,117,300,239,693,540,451,287,249,200,493,3772
114011272,0,0,0,0,0,0,0,0,5,0,8,11,20,18,32,18,49,30,16,3,0,4,38,252,20,17,15,22,89,51,266,190,414,268,275,185,182,144,296,2430
114011273,0,0,0,0,0,0,3,3,0,0,4,5,15,24,26,22,18,13,3,0,0,0,21,154,15,5,15,12,50,48,148,105,174,116,74,46,52,25,120,1003
114011274,0,0,0,0,0,0,5,4,5,0,5,7,15,21,28,26,47,11,12,0,0,0,28,211,12,8,12,12,79,41,216,125,297,146,97,59,48,34,154,1341
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
114011276,0,0,0,0,0,0,0,0,0,0,6,3,3,12,21,19,20,10,8,5,0,4,21,143,3,6,9,9,34,31,127,93,214,133,123,73,91,71,162,1173
114011277,0,0,0,0,0,0,12,16,8,9,20,44,56,89,77,104,149,59,32,14,4,7,92,757,43,21,48,49,143,157,423,292,805,517,459,300,251,181,479,4175
114011278,0,0,0,0,0,0,10,13,12,9,40,61,97,133,159,140,189,79,48,7,7,11,138,1135,31,33,58,78,198,225,594,400,943,615,478,264,199,121,562,4789
114011279,0,3,0,0,0,0,8,18,14,0,19,24,67,77,115,103,133,61,14,7,5,0,91,745,48,22,37,40,217,163,625,390,815,446,285,143,106,39,409,3803
114011280,0,0,0,0,0,0,4,4,0,0,4,8,17,20,25,16,30,12,5,0,0,0,24,171,15,6,8,13,75,54,254,129,236,126,75,36,27,16,137,1210
114011281,0,0,0,0,0,0,3,3,0,0,8,3,9,10,3,20,22,5,6,3,0,0,17,108,8,8,8,3,39,30,89,70,179,140,117,74,58,36,121,987
114011282,0,0,0,0,0,0,6,11,12,5,21,33,44,86,95,105,119,32,27,4,3,0,82,670,47,20,47,48,203,190,623,410,933,439,346,192,135,92,486,4201
114011283,0,0,0,0,0,0,0,0,0,4,3,3,12,27,26,27,32,7,4,0,3,3,25,178,10,15,14,9,58,74,200,143,326,158,100,58,62,36,136,1410
114021284,0,0,0,0,0,0,3,5,8,3,5,15,18,23,48,54,99,57,30,9,7,3,62,443,31,26,30,18,97,71,290,233,635,396,396,225,315,415,434,3606
114021285,0,0,0,0,0,0,0,0,3,0,7,11,18,16,32,27,45,32,27,11,3,0,23,255,18,3,21,10,52,45,119,103,238,262,235,156,123,64,197,1640
114021286,0,0,0,0,0,0,0,3,3,8,3,9,8,30,31,31,80,36,28,7,8,4,55,355,23,19,12,15,53,63,179,164,413,317,296,166,165,134,304,2331
114021287,0,0,0,0,0,0,3,3,5,10,4,16,30,45,38,62,82,48,24,9,8,0,56,438,17,15,13,19,93,78,185,171,451,369,321,203,196,118,277,2546
114021288,0,0,0,0,0,0,0,0,3,0,3,0,10,3,12,15,20,12,12,3,0,3,14,112,14,10,3,5,25,16,70,47,158,121,105,78,83,88,130,965
114021289,0,0,0,0,0,0,0,0,3,0,4,4,9,26,10,28,42,19,13,6,4,7,34,199,16,9,18,7,52,63,138,142,338,224,189,114,143,136,261,1851
115011290,0,0,0,0,0,0,5,5,22,10,13,18,29,37,52,53,163,124,97,44,66,19,84,829,106,48,49,30,102,112,292,293,805,728,865,689,966,792,581,6448
115011291,0,0,0,0,0,0,3,3,15,3,10,4,15,21,26,33,76,57,46,25,29,25,59,441,102,27,35,13,78,82,194,175,569,512,625,498,834,1172,583,5504
115011294,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,6,25,21,25,4,9,13,19,152,19,3,5,3,36,22,73,77,205,164,166,147,230,406,209,1774
115011296,0,0,0,0,0,0,0,0,11,4,4,5,5,14,16,18,35,41,28,23,30,14,25,260,49,21,24,15,47,40,100,102,331,284,369,293,562,985,404,3616
115011553,0,0,0,0,0,0,0,3,9,3,10,9,0,13,11,19,53,38,28,14,17,12,31,266,40,12,15,10,21,48,98,89,248,243,291,215,291,310,190,2123
115011554,0,0,0,0,0,0,0,0,4,3,0,3,0,0,3,11,14,24,13,7,8,6,12,102,17,13,3,3,17,12,50,67,154,113,123,101,179,310,142,1311
115011555,0,0,0,0,0,0,0,0,9,5,6,7,12,13,17,33,53,49,30,25,23,16,37,338,52,22,18,17,67,49,103,137,350,312,372,306,462,734,333,3340
115011556,0,0,0,0,0,0,0,0,15,3,10,3,12,13,14,23,62,46,39,20,14,13,34,312,61,15,19,8,44,40,88,109,330,288,342,235,333,490,272,2668
115011557,0,0,0,0,0,0,0,3,5,0,3,0,10,0,6,15,17,27,19,7,14,13,25,148,31,13,8,5,24,11,51,38,109,120,161,129,260,359,147,1449
115011558,0,0,0,0,0,0,3,9,18,3,12,4,15,17,24,29,86,77,61,49,54,36,71,553,82,26,36,22,78,63,211,169,504,479,571,509,806,1152,572,5277
115011559,0,0,0,0,0,0,9,5,15,7,3,16,17,29,50,48,97,84,82,31,34,24,62,600,87,38,32,28,86,91,203,193,604,591,794,674,1099,1163,671,6337
115021297,0,0,0,0,0,0,3,11,15,3,12,12,26,26,37,46,103,74,73,33,31,35,76,604,68,34,26,19,131,79,241,218,658,555,613,483,715,1045,722,5613
115021298,0,0,0,0,0,0,0,0,0,0,3,4,9,8,12,12,27,14,20,7,13,6,19,157,13,10,7,8,35,29,74,53,177,152,133,139,178,221,168,1407
115031299,0,0,0,0,0,0,0,0,3,0,4,0,7,4,6,7,9,12,3,0,3,0,14,74,3,3,7,0,23,14,49,34,114,95,89,55,52,35,77,659
115031300,0,0,0,0,0,0,6,8,16,12,20,9,29,41,56,58,158,89,65,19,33,11,78,700,66,37,41,19,118,100,258,260,798,812,849,619,727,580,669,5954
115041301,0,0,0,0,0,0,0,0,8,6,10,8,13,23,27,31,53,38,32,19,20,8,32,330,29,11,17,20,58,41,118,122,340,353,401,336,368,299,294,2815
115041302,0,0,0,0,0,0,3,3,18,6,14,9,22,38,28,45,110,87,81,32,24,17,65,578,77,26,22,13,75,73,164,178,535,590,790,691,1067,1115,615,6022
116011303,3,0,0,0,0,0,11,14,15,10,26,30,34,51,61,61,142,93,50,26,15,6,75,686,90,20,40,55,112,130,304,303,862,705,651,369,284,122,361,4405
116011304,3,0,0,0,0,0,3,11,19,12,27,34,66,86,89,94,204,107,73,48,23,11,110,1002,75,28,45,39,158,167,346,300,812,671,679,372,351,202,444,4700
116011306,0,0,0,0,0,0,17,22,20,10,31,49,66,110,119,126,201,120,97,49,26,13,115,1145,99,28,62,55,174,202,365,330,895,810,835,611,604,324,582,5979
