SA2_MAINCODE_2016,C16_OTT_DS_FUA,C16_OTT_DS_OD,C16_OTT_DS_NS_,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_FUA,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS_,C16_TT_NS_T,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_FUA,C16_Tot_DS_OD,C16_Tot_DS_NS_,C16_T_T
118011343,50,0,0,67,121,74,1114,3,8,1316,2084,730,8182,37,53,11082
118011344,35,0,0,47,70,33,205,3,0,314,1408,505,2279,25,18,4230
118011345,19,0,0,41,14,337,387,17,13,764,253,3766,2909,64,45,7038
118011346,28,0,0,62,124,16,181,10,0,340,2047,354,1806,79,19,4309
118011347,13,0,0,19,43,92,338,0,5,483,497,1145,1746,15,22,3418
118021348,46,0,0,64,92,98,810,13,3,1020,1905,1451,7270,97,48,10768
118021350,23,0,0,51,199,177,502,3,4,888,3934,1864,2387,17,25,8234
118021564,28,0,0,37,41,21,373,8,18,459,872,321,3739,52,27,5008
118021565,24,0,0,36,82,46,283,4,22,439,1846,695,3182,36,41,5801
118021566,54,0,0,75,67,30,125,3,3,232,1488,723,1364,36,17,3624
118021567,19,0,0,30,41,89,350,10,0,491,921,1035,2595,27,21,4593
118021568,3,0,0,11,86,31,181,10,8,309,1143,720,1974,27,11,3879
118021569,25,0,0,40,35,55,411,5,3,520,789,1107,5086,100,24,7110
118021570,17,0,0,24,34,42,320,5,6,416,875,859,3286,114,11,5139
119011354,9,0,0,36,329,89,77,3,3,500,5288,1008,480,22,16,6823
119011355,0,0,0,3,9,8,17,0,0,33,124,65,88,0,0,276
119011356,0,0,0,21,163,63,3,0,3,243,2239,991,42,11,23,3306
119011357,7,0,0,59,416,159,58,3,7,637,4958,2168,436,29,28,7627
119011358,38,0,0,62,181,83,47,0,0,309,3958,1393,404,9,18,5780
119011359,4,0,0,35,298,104,27,8,6,445,6625,1847,249,67,22,8814
119011360,11,0,0,45,196,89,49,3,0,336,3522,1539,368,24,32,5483
119011361,15,0,0,37,328,80,113,3,5,526,4385,949,983,19,27,6368
119011571,28,0,0,43,113,49,340,3,18,528,1374,549,3542,7,32,5501
119011572,6,0,0,22,164,56,314,10,6,542,2003,614,2232,65,18,4930
119021362,8,0,0,38,215,69,188,4,0,477,3590,993,2014,47,19,6658
119021363,36,0,0,58,194,84,496,9,9,792,3207,1197,6070,25,48,10536
119021364,9,0,0,58,402,58,127,5,4,599,6568,693,815,31,25,8140
119021366,14,0,0,35,283,88,176,20,3,567,3636,1101,1370,91,36,6235
119021367,11,3,0,36,203,68,80,3,4,363,2965,736,766,31,19,4525
119021573,10,0,0,22,102,16,321,3,9,448,1261,198,3666,31,19,5182
119021574,8,0,0,19,77,19,234,0,0,323,946,175,2197,9,3,3327
119031368,30,0,0,45,179,47,299,0,33,551,3010,709,4016,9,55,7790
119031369,14,0,0,32,154,86,296,3,5,547,3697,1421,3661,39,30,8850
119031370,4,0,0,33,133,63,111,0,3,309,2757,880,1138,21,13,4809
119031371,11,0,0,27,138,10,38,3,0,188,3221,334,703,16,8,4285
119031372,0,0,0,50,182,68,26,3,0,285,4795,1102,208,22,15,6143
119031373,24,0,0,47,97,36,186,9,3,336,1640,467,2137,68,15,4326
119031374,32,0,0,60,192,59,125,9,4,378,4548,872,2493,33,28,7971
119041375,34,0,0,44,160,54,439,10,15,671,2505,734,4494,47,48,7833
119041376,13,0,0,44,247,100,213,17,9,583,4189,1761,2742,101,33,8830
119041377,11,0,0,30,160,37,42,9,0,249,3511,398,417,75,13,4413
119041378,16,0,0,27,63,24,171,10,0,267,1161,363,2557,35,10,4126
119041379,4,0,0,24,130,21,170,4,0,332,2486,280,2926,37,12,5738
119041380,18,0,0,37,120,48,360,5,5,534,2066,739,2949,12,22,5783
119041381,17,0,3,56,176,42,320,28,7,577,2429,391,3895,146,41,6907
119041382,7,0,0,23,163,108,237,17,3,521,2784,1639,2123,66,21,6625
120011383,14,0,0,31,169,32,223,9,4,434,3923,796,3116,125,40,8000
120011384,37,0,0,44,106,41,496,5,0,643,2382,578,6470,49,16,9497
120011385,19,3,7,37,131,64,411,9,10,624,3204,701,3345,79,68,7406
120011386,24,0,0,42,151,103,340,15,7,620,3146,1038,3980,87,35,8285
120021387,12,0,0,27,43,261,338,3,3,649,490,3954,2342,25,40,6847
120021388,10,0,0,43,125,340,372,39,10,884,2241,5542,2603,178,80,10638
120021389,10,0,0,29,56,177,245,23,4,509,1052,2720,1976,91,31,5869
120031390,39,0,0,51,120,58,539,26,148,886,2211,747,6122,69,178,9338
120031391,21,0,0,51,179,64,370,21,14,652,3145,1002,4275,73,64,8560
120031392,4,0,0,26,89,24,138,16,0,265,2058,402,1307,122,9,3898
120031393,48,0,0,79,154,78,127,5,4,371,2821,1687,1624,21,29,6183
120031394,10,0,0,34,114,48,434,20,13,620,2209,887,3818,207,36,7156
120031395,9,0,0,29,98,38,189,10,10,349,2291,771,2103,36,25,5237
120031396,19,0,0,26,56,5,533,13,17,624,839,268,4369,83,101,5653
120031575,29,0,0,56,188,60,465,11,0,720,3803,424,3924,38,31,8223
120031576,0,0,0,0,35,5,29,6,0,72,711,193,292,14,9,1226
121011398,78,0,0,100,112,38,601,8,6,772,2780,691,7609,27,28,11129
121011399,65,0,0,83,116,18,354,0,0,490,2957,452,4742,3,8,8165
121011400,71,0,5,104,179,32,313,4,6,529,5258,601,4157,14,59,10097
121011401,13,0,0,21,29,32,320,3,3,390,892,483,3366,5,15,4756
121011402,15,0,0,53,273,26,116,9,3,430,6473,742,1465,56,27,8760
121021403,0,0,0,20,163,17,9,3,7,195,5532,297,111,13,29,5979
121021404,0,0,0,15,133,5,5,3,13,161,3680,152,32,11,36,3914
121021406,10,0,0,30,175,27,20,3,5,232,5119,775,170,14,17,6086
121021577,26,0,0,25,27,7,182,0,0,220,608,152,3987,11,5,4768
121021578,5,0,0,23,88,59,89,13,3,251,2604,415,814,13,16,3859
121021579,29,0,0,33,41,31,125,0,0,198,1155,313,2194,7,3,3672
121031407,57,0,0,84,131,7,151,0,0,298,4459,180,2596,4,7,7252
121031408,84,0,0,105,171,21,127,0,0,319,5440,164,2195,13,18,7830
121031409,3,0,3,26,123,7,52,0,3,187,4466,108,652,7,17,5244
121031410,9,0,0,21,130,37,67,0,0,242,5133,597,1258,3,16,6999
121031411,100,0,0,169,169,21,73,0,5,268,5069,359,1190,5,12,6636
121031412,40,0,0,62,136,11,81,0,6,228,4458,218,1099,0,15,5787
121041413,24,0,0,40,76,60,523,9,4,680,1728,1037,5978,30,18,8790
121041414,22,0,0,36,45,123,449,4,9,628,777,1817,5936,15,26,8575
121041415,66,0,0,86,213,87,627,11,6,947,4087,1406,6259,63,35,11849
121041416,79,0,0,83,49,66,744,3,5,869,662,891,7383,24,30,8995
121041417,26,0,0,39,18,50,509,0,4,581,297,732,4365,7,23,5422
122011418,7,0,0,29,194,77,92,3,7,379,4532,1009,1421,43,25,7034
122011419,43,0,0,58,71,56,642,29,12,814,1439,1262,6743,62,33,9537
122021420,3,0,0,26,164,6,70,3,5,247,3672,86,633,15,32,4435
122021421,72,0,0,200,189,43,47,7,0,287,3043,400,341,34,22,3841
122021422,3,0,0,22,114,16,92,21,3,241,3482,225,958,68,30,4764
122021423,86,7,0,188,211,80,181,125,6,597,4907,1445,1863,276,54,8547
122031424,73,0,0,105,174,61,45,0,4,294,3676,477,372,7,29,4556
122031425,88,0,0,135,98,16,33,0,0,145,1962,231,365,4,9,2570
122031426,58,0,0,79,142,33,626,10,9,819,2441,314,7420,34,35,10239
122031427,57,0,0,66,98,19,32,0,3,155,3618,266,337,4,13,4243
122031428,0,0,0,118,225,149,13,3,5,401,7124,876,109,7,17,8145
122031429,21,8,0,46,191,44,316,38,8,597,3382,579,4031,84,44,8119
122031430,24,0,0,69,108,29,128,3,3,271,3737,338,1740,6,15,5827
122031431,135,0,0,290,222,94,380,7,5,709,4246,830,4274,37,27,9412
122031432,5,0,0,10,54,0,3,9,0,63,1023,28,21,42,10,1124
123011433,12,0,0,118,109,62,5,0,5,180,3749,577,129,3,13,4469
123011434,0,3,0,35,263,23,6,14,0,306,6201,289,49,64,19,6623
123011435,0,0,0,16,308,42,0,0,0,348,8424,559,5,3,5,9001
123021436,0,0,0,38,355,75,17,5,6,455,5524,762,135,7,13,6438
123021437,93,0,0,206,212,128,155,16,0,517,4241,987,1337,66,23,6654
123021438,0,0,0,24,242,191,0,5,0,437,5341,1053,9,8,0,6406
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,0,0,60,95,260,154,57,18,11,502,4502,1814,265,47,127,6755
123021441,0,0,0,25,271,56,24,0,3,355,4904,642,276,0,11,5829
123021442,0,0,0,48,355,214,5,0,5,578,5451,2240,40,17,22,7767
123021443,0,0,0,33,281,87,13,0,5,381,5356,821,139,0,13,6336
123021444,42,0,0,97,327,90,29,0,3,448,5705,711,251,3,5,6675
123031445,0,0,0,44,126,15,0,6,5,155,1752,148,3,45,12,1959
123031446,0,0,0,53,133,6,0,7,3,151,2816,129,21,24,16,2997
123031447,0,0,0,68,358,47,9,4,3,419,5271,378,83,25,15,5774
123031448,0,0,0,14,177,6,5,7,0,196,2712,23,9,39,10,2798
124011449,0,3,0,20,176,3,3,12,3,203,2437,43,16,40,19,2564
124011450,0,0,0,20,219,24,0,0,0,246,6340,293,22,0,8,6657
124011451,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
124011452,3,0,0,65,366,56,56,14,11,508,4965,412,452,44,40,5917
124011453,0,0,0,22,182,6,4,6,3,205,4193,68,67,6,16,4343
124011454,0,0,0,130,247,42,4,0,0,297,7174,581,70,13,17,7856
124011455,0,0,0,17,146,11,4,4,4,160,2407,108,16,6,15,2548
124021456,0,0,0,0,0,0,0,4,0,7,4,0,0,8,0,11
124031457,0,0,0,15,256,36,3,0,0,297,5036,349,22,5,14,5426
124031458,0,0,0,30,379,69,8,0,4,462,6913,580,72,16,29,7607
124031459,9,0,0,34,176,21,13,44,3,260,4375,367,69,143,8,4956
124031460,0,0,0,18,230,43,21,0,0,301,6039,523,80,3,10,6655
124031461,4,0,0,34,273,58,79,25,0,432,5149,665,624,29,15,6479
124031462,3,0,0,53,215,135,183,3,4,543,4101,1920,1077,17,31,7146
124031463,0,0,0,22,189,11,8,3,7,211,2717,62,54,31,32,2896
124031464,3,0,0,23,193,255,214,17,0,673,2663,1643,1451,28,18,5805
124031465,0,0,0,11,108,0,0,0,0,106,1628,15,3,3,6,1653
124041466,24,0,0,79,203,96,47,12,4,365,3733,1095,380,22,20,5251
124041467,0,0,0,28,226,108,9,10,0,359,4383,1105,66,28,36,5618
124041468,0,0,0,4,161,4,0,0,7,174,1756,26,7,12,47,1842
124051469,0,0,0,12,85,3,3,0,0,88,1934,25,3,0,0,1964
124051470,0,0,0,16,372,4,0,0,0,374,6237,48,3,0,7,6295
124051580,0,0,0,21,218,80,8,0,6,313,3256,638,31,5,21,3943
124051581,7,0,0,37,373,134,136,3,5,652,3827,1225,909,28,26,6019
125011473,14,0,0,18,31,32,677,0,0,742,922,586,5494,0,16,7012
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,22,0,0,41,207,61,167,5,6,450,2403,490,1633,76,38,4637
125011583,9,0,0,16,46,6,282,0,9,349,562,128,2709,9,18,3422
125011584,0,0,0,11,133,28,21,0,3,193,1742,440,131,9,13,2331
125011585,3,0,0,5,95,17,43,9,3,161,1647,330,725,47,8,2757
125011586,12,0,0,39,247,115,129,9,27,522,3100,1310,1688,25,47,6169
125011587,3,0,0,9,62,4,27,5,0,105,1069,70,471,23,5,1635
125021476,80,0,0,115,181,37,111,0,10,344,6181,1112,1654,8,34,8988
125021477,5,0,0,37,213,113,65,7,3,395,4547,2085,551,33,30,7241
125021478,9,0,0,46,175,138,112,0,4,427,3263,2123,944,16,20,6376
125031479,5,0,0,39,273,69,60,0,3,410,4149,817,600,20,28,5615
125031480,8,0,0,39,271,50,168,15,8,505,3058,445,1167,41,18,4730
125031481,7,0,3,45,287,67,219,3,10,584,3686,778,1938,21,43,6468
125031482,13,0,0,53,298,64,58,19,0,435,7106,927,395,84,8,8525
125031483,5,0,0,48,386,136,165,4,3,692,4045,1155,1048,24,24,6299
125031484,12,0,0,72,209,95,180,26,12,529,3812,1289,1696,40,42,6881
125031485,7,0,0,55,301,120,222,16,3,661,4523,1856,2886,69,40,9368
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
125031487,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
125041489,61,0,3,84,114,107,592,16,8,838,1618,1251,5683,27,43,8621
125041490,0,0,0,7,56,7,0,3,0,68,2321,206,12,4,10,2542
125041491,99,0,0,117,86,83,364,0,3,541,2158,1165,4199,0,20,7544
125041492,39,0,0,46,111,43,994,24,22,1198,1006,449,9261,181,86,10983
125041493,205,0,0,241,253,115,99,0,5,477,5112,1735,764,8,38,7655
125041494,15,0,0,28,84,8,3,0,3,95,3352,121,43,0,3,3518
125041588,17,0,0,34,98,83,102,7,3,291,1932,1313,954,8,24,4227
125041589,15,0,0,26,146,70,128,0,27,370,2165,899,2145,4,56,5271
126011495,19,0,0,56,160,89,141,3,0,398,5548,971,2662,7,18,9207
126011496,37,0,0,81,167,33,35,0,3,234,5693,535,504,10,21,6760
126021497,7,3,0,43,230,83,97,3,7,422,5365,1506,1485,36,32,8426
126021498,10,0,0,25,134,50,172,0,5,360,2808,810,2060,9,28,5708
126021499,43,0,0,70,125,26,71,4,0,225,2273,367,684,3,13,3336
126021500,59,0,18,189,71,142,249,4,19,487,1640,2905,3608,53,89,8299
126021501,8,0,0,20,117,32,16,0,0,166,3326,555,181,9,15,4085
126021503,10,0,0,29,105,37,180,8,8,336,2610,546,4422,49,16,7653
126021590,0,0,0,3,48,11,0,0,0,60,1150,186,10,3,5,1359
126021591,53,0,0,101,192,62,358,3,16,626,4589,1159,4585,9,59,10401
127011504,8,0,0,34,513,53,183,0,7,749,4515,272,837,5,18,5640
127011505,0,0,0,14,280,0,0,3,90,370,2554,11,5,18,103,2696
127011506,0,0,0,75,447,37,8,7,5,506,5435,101,16,35,52,5639
127011592,0,0,0,0,7,0,0,0,0,7,21,0,0,0,5,22
127011593,0,0,0,5,100,4,0,0,0,106,1788,89,0,0,3,1881
127011594,0,0,0,12,159,47,0,0,3,202,2831,611,3,0,6,3447
127011595,0,0,0,13,140,20,0,0,0,168,2922,428,3,0,8,3356
127011596,0,0,0,15,175,10,0,0,4,191,3025,188,0,4,5,3221
127011597,0,0,0,7,242,21,0,0,3,267,3807,293,21,5,23,4142
127021509,0,0,0,20,181,47,0,7,3,233,3834,630,22,16,11,4505
127021510,0,0,0,41,218,35,0,24,15,299,5016,295,41,104,25,5482
127021511,15,0,0,57,243,95,244,7,4,596,3381,1537,2709,29,29,7687
127021512,0,0,0,34,323,49,18,9,3,399,4414,514,97,33,13,5078
127021513,11,3,0,60,221,76,86,10,12,396,3939,1091,970,107,41,6145
127021514,0,0,0,15,106,16,3,0,0,117,2482,248,17,0,11,2763
127021515,8,0,0,42,155,57,199,4,14,423,2255,791,2731,29,31,5831
127021516,0,0,0,29,265,61,31,11,7,376,4165,1045,238,77,43,5565
127021517,0,0,0,7,95,11,3,0,0,110,2084,238,42,0,10,2374
127021518,0,0,0,5,117,0,0,0,0,118,1232,0,5,3,10,1252
127021519,0,0,0,37,292,44,32,22,3,393,4650,581,344,101,31,5710
127021520,0,0,0,17,149,9,0,0,3,165,2794,296,15,0,10,3117
127021521,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,7
127031522,0,0,0,41,254,137,34,3,0,423,3527,1220,102,3,16,4869
127031523,0,0,0,28,240,53,28,0,5,323,5056,724,249,6,13,6048
127031524,12,0,0,51,190,66,14,5,0,273,5403,763,91,34,3,6297
127031598,20,0,0,51,276,152,1023,12,6,1471,2736,1049,5750,30,38,9594
127031599,0,0,0,19,271,93,98,0,0,471,2762,715,372,0,20,3871
127031600,0,0,0,53,252,17,0,0,3,266,4559,174,0,9,18,4755
127031601,12,0,0,15,42,36,345,4,0,427,519,149,1781,10,0,2461
128011529,5,0,0,32,142,34,50,5,0,228,4267,924,932,22,16,6160
128011530,72,0,0,117,144,94,158,13,3,406,3543,1190,2050,77,24,6889
128011531,112,0,0,150,166,82,95,3,3,346,3703,1166,885,20,12,5791
128011602,8,0,0,19,55,80,202,0,4,341,1485,1347,2150,3,10,4996
128011603,0,0,0,9,115,69,3,0,3,192,3279,823,19,3,9,4137
128011604,23,0,0,40,159,45,665,26,7,904,3438,502,6189,112,36,10271
128011605,0,0,0,5,24,0,0,0,0,24,932,58,3,0,0,991
128011606,0,0,0,11,72,32,28,0,0,131,1897,450,305,4,3,2666
128021533,61,0,0,72,36,14,21,6,0,89,1718,236,218,66,13,2248
128021534,0,0,0,13,70,10,3,0,4,90,3023,120,60,3,5,3212
128021535,5,0,0,16,156,52,11,12,6,233,5491,1087,98,51,6,6735
128021536,8,0,0,24,186,48,38,3,3,284,5577,1050,469,31,16,7132
128021537,0,0,0,0,0,0,0,3,0,3,4,0,0,6,0,11
128021538,30,0,3,48,141,84,282,0,5,513,3332,1253,3869,14,19,8489
128021607,0,0,0,17,122,14,27,4,4,184,4601,420,675,21,13,5736
128021608,10,0,0,14,48,17,3,0,0,66,2189,193,20,3,0,2407
128021609,0,0,0,3,23,0,0,0,0,31,1052,16,5,4,21,1099
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011001,0,0,0,13,146,11,21,11,3,200,3557,206,241,17,26,4039
201011002,3,0,3,36,223,49,49,4,8,331,3770,778,335,24,38,4937
201011003,3,3,0,120,493,116,10,23,7,654,8058,1128,129,92,54,9462
201011004,0,0,8,59,586,204,60,4,43,904,7465,2609,330,19,79,10503
201011005,0,0,0,12,156,7,0,3,3,170,2325,56,20,3,10,2422
201011006,0,0,0,37,142,11,0,0,0,158,2321,238,10,0,8,2579
201011007,0,0,0,6,80,0,0,0,0,82,1305,0,0,3,6,1314
201011008,0,0,0,19,346,90,45,0,0,478,4993,713,272,6,10,5994
201021009,0,0,0,22,160,7,7,9,0,185,2118,20,59,14,14,2231
201021010,0,0,0,33,259,35,6,31,3,338,2691,72,19,338,49,3180
201021011,0,9,3,33,364,5,4,5,13,397,3768,61,40,57,62,3998
201021012,0,0,0,10,181,0,4,3,6,193,2090,0,7,10,22,2136
201031013,0,0,0,18,128,0,0,8,0,137,1433,0,0,23,8,1466
201031014,0,0,0,14,136,0,5,15,3,160,1583,0,17,79,13,1697
201031015,0,0,0,7,113,0,0,0,0,116,1706,0,0,15,10,1727
201031016,0,0,0,50,246,35,8,15,0,308,3121,316,53,73,12,3567
201031017,0,0,0,24,168,0,4,12,0,188,2157,29,32,76,8,2301
202011018,0,0,0,25,408,107,87,10,3,618,5266,770,296,26,24,6384
202011019,0,0,0,15,415,34,13,3,0,464,4553,281,46,8,30,4918
202011020,0,0,0,39,230,113,4,0,3,347,4501,1022,54,5,15,5605
202011021,0,0,0,22,174,85,8,0,0,273,3112,675,28,3,7,3829
202011022,4,0,0,36,511,85,45,33,3,680,7221,640,234,117,38,8254
202011023,0,0,0,4,85,0,0,0,0,85,1566,0,4,16,4,1591
202011024,0,0,0,52,128,0,0,4,0,128,2774,6,4,27,9,2815
202011025,0,0,0,19,263,21,9,3,29,325,4160,128,12,26,32,4362
202021026,0,0,0,3,160,0,3,3,0,165,2432,3,9,21,36,2501
202021027,0,0,0,27,355,35,6,9,8,412,4071,272,40,23,34,4442
202021028,7,0,0,34,261,3,0,8,0,277,3503,20,27,39,28,3624
202021029,0,0,0,7,219,0,0,4,3,233,1901,8,16,32,22,1978
202021030,0,0,0,35,314,11,12,7,18,358,3542,166,83,42,25,3860
202021031,0,0,0,13,208,9,0,5,4,222,2459,74,9,12,17,2570
202031032,0,0,0,11,132,0,0,10,0,142,1638,6,4,37,5,1702
202031033,0,3,0,39,369,5,15,15,5,408,2911,11,63,88,41,3112
203011034,0,0,0,4,105,0,0,9,0,119,2024,3,3,17,3,2052
203011035,0,0,0,15,147,0,5,0,0,157,2417,13,22,8,10,2471
203011036,0,0,0,14,146,0,0,0,0,154,2073,3,8,14,16,2108
203021037,0,4,0,34,237,89,11,39,4,377,4573,1159,72,246,14,6068
203021038,0,5,0,62,860,129,31,7,0,1033,9173,958,210,73,33,10437
203021039,3,0,0,37,263,86,84,41,3,481,3862,1141,563,56,23,5645
203021040,3,0,0,26,379,90,124,6,3,605,6343,949,1059,23,24,8408
203021041,10,0,0,208,396,66,32,21,0,517,7542,864,115,125,19,8659
203021042,0,0,0,23,280,62,15,0,0,360,6833,875,38,8,22,7781
203021043,0,0,0,46,302,37,3,0,3,346,5480,533,27,3,16,6057
203021044,0,3,0,49,247,21,0,8,0,277,4427,311,9,53,8,4805
203021045,0,0,0,76,406,62,11,20,0,506,5388,722,48,68,16,6238
203021046,0,0,0,23,152,96,20,4,0,265,3009,865,116,7,14,4018
203021047,7,0,0,34,323,74,37,10,6,450,4880,702,296,56,19,5948
203031048,0,0,3,28,294,12,8,0,0,311,4965,197,53,7,20,5250
203031049,5,0,0,25,146,12,7,16,0,179,1942,53,83,40,25,2148
203031050,0,0,0,39,406,63,9,15,3,495,7825,664,61,51,37,8630
203031051,4,0,0,27,246,29,20,12,17,332,3034,205,140,20,29,3429
203031052,0,0,0,17,115,13,0,8,0,130,1589,120,38,33,14,1789
203031053,0,0,3,79,305,39,16,3,0,368,5853,585,62,20,21,6540
204011054,0,0,0,16,237,31,0,75,4,350,2465,128,25,148,37,2802
204011055,0,0,0,31,204,12,4,6,3,230,2572,104,49,45,12,2779
204011056,5,0,0,47,306,34,19,30,4,386,4646,293,116,78,20,5155
204011057,3,0,0,60,293,0,31,22,13,363,3379,52,138,61,43,3677
204011058,0,0,0,17,153,4,6,14,8,184,1587,30,53,68,21,1749
204011059,9,0,0,16,287,12,44,15,3,359,2380,39,243,52,19,2730
204011060,0,0,0,20,148,0,0,3,0,152,1466,18,3,7,10,1506
204011061,0,0,0,0,12,0,0,0,0,16,91,0,0,0,0,93
204011062,0,0,0,12,140,0,3,6,3,154,1455,15,26,35,14,1546
204021063,42,3,0,74,324,11,54,6,6,399,4065,71,418,30,31,4612
204021064,0,0,0,9,152,0,0,4,0,153,1406,0,3,14,7,1431
204021065,0,0,0,6,85,3,19,0,0,108,1431,27,136,17,6,1612
204021066,0,0,0,77,429,137,41,29,3,637,6577,1154,104,53,21,7903
204021067,0,0,0,23,287,0,0,34,4,327,3631,11,23,86,22,3767
204031068,3,3,0,24,121,6,8,4,4,145,1628,55,76,20,25,1801
204031069,30,4,3,88,315,81,183,23,7,610,3193,226,578,59,89,4146
204031070,0,0,0,7,86,0,0,5,3,93,1150,5,21,32,12,1223
204031071,0,0,3,15,147,10,0,6,0,162,1830,73,3,21,17,1950
204031072,0,0,0,29,186,6,4,13,0,219,2395,25,15,45,15,2492
204031073,0,0,0,39,247,50,32,20,0,339,4928,449,255,43,13,5685
204031074,0,0,0,55,564,141,13,35,3,765,8000,1196,112,78,70,9445
204031075,0,3,0,16,74,0,0,0,0,76,1589,24,6,24,4,1650
205011076,0,0,0,22,421,29,32,22,0,503,5559,263,239,112,17,6190
205011077,0,0,0,19,189,0,8,0,18,217,2247,13,15,21,40,2346
205011078,0,0,0,19,225,15,12,3,0,244,2854,79,51,4,8,2997
205011079,41,0,0,71,418,52,49,4,9,533,6288,364,530,48,26,7261
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,0,0,0,60,542,58,27,13,58,698,5467,367,138,41,79,6091
205021082,0,0,0,21,242,0,0,19,6,266,2939,26,13,119,34,3131
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,0,6,7,24,338,30,11,48,17,446,3855,145,83,159,65,4310
205021085,0,0,5,37,259,4,13,24,3,308,2709,39,70,80,40,2933
205021086,0,0,0,16,149,16,7,4,3,191,2458,163,62,55,10,2748
205031087,11,0,0,49,412,5,3,19,0,444,3711,54,52,68,24,3908
205031088,0,0,0,0,3,0,0,3,0,8,49,0,0,8,0,58
205031089,0,0,3,30,247,8,0,3,6,262,3359,112,20,26,19,3538
205031090,10,0,0,35,321,13,25,6,5,364,4013,99,205,11,20,4343
205031091,0,3,3,41,293,44,16,9,9,359,3982,343,111,35,32,4508
205031092,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,13
205031093,0,3,5,67,681,55,10,66,6,812,8930,453,105,239,45,9773
205041094,0,0,0,21,353,10,7,3,27,395,4235,29,66,9,39,4377
205041095,3,0,0,57,460,101,59,6,0,627,5977,872,315,31,16,7212
205041096,0,0,0,27,557,49,80,8,0,704,5199,390,509,20,16,6122
205041097,6,0,0,60,687,85,121,10,29,933,9267,598,789,75,70,10793
205041098,0,0,0,9,118,0,0,0,0,121,1711,0,0,3,7,1723
205051099,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
205051100,0,0,0,12,195,0,0,5,3,205,1784,0,4,21,12,1812
205051101,0,0,0,43,388,3,6,6,0,406,5320,27,66,44,33,5492
205051102,0,0,0,20,134,0,0,0,0,131,1496,0,0,14,14,1528
205051103,0,0,0,41,368,84,39,20,0,512,5097,546,363,76,12,6093
205051104,0,0,0,13,190,5,7,17,0,217,2193,52,19,68,6,2347
206011105,17,0,0,51,244,240,343,14,10,838,3909,3292,3821,101,57,11188
206011106,3,0,0,15,86,93,202,14,4,399,1401,1639,1992,50,16,5102
206011107,10,0,0,29,144,85,239,3,3,468,2406,1216,2430,36,17,6113
206011108,8,0,0,59,342,168,89,3,5,602,6442,2555,961,20,50,10031
206011109,0,0,0,12,182,29,25,0,0,235,2981,338,206,10,19,3549
206021110,0,0,0,15,87,64,88,3,3,245,1871,822,918,10,20,3641
206021111,7,0,0,40,284,185,303,25,0,795,4721,3004,2253,95,33,10103
206021112,10,0,0,45,275,106,239,11,8,635,4061,1662,2061,47,36,7864
206031113,14,0,0,31,114,60,326,3,3,503,2587,1397,2060,26,27,6090
206031114,25,0,0,68,279,150,358,5,12,807,5320,2029,3539,28,37,10952
206031115,16,0,0,26,63,64,440,0,3,577,856,864,2773,31,15,4539
206031116,17,0,0,47,144,71,161,5,9,394,3049,1030,1616,28,34,5758
206041117,78,0,0,89,22,127,909,14,10,1084,106,1282,7911,44,59,9404
206041118,42,0,0,42,0,19,725,7,6,756,4,121,5378,17,26,5547
206041119,9,0,3,16,19,24,214,3,0,254,178,419,1867,4,9,2479
206041120,0,0,0,0,0,0,12,0,0,12,0,0,33,0,0,32
206041121,9,0,0,29,50,142,208,0,4,403,667,2478,1669,12,15,4845
206041122,161,9,3,175,3,0,2151,267,29,2457,35,27,18570,292,238,19160
206041123,43,0,0,66,62,222,870,37,10,1205,514,2289,6369,58,58,9292
206041124,18,0,3,32,29,49,122,9,11,217,129,677,1343,13,24,2188
206041125,18,0,3,20,20,28,334,3,3,389,193,333,2561,4,19,3105
206041126,45,0,0,51,0,9,1228,17,0,1260,25,165,9505,24,9,9725
206041127,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
206051128,26,0,0,46,49,151,408,12,3,628,732,2607,3695,28,29,7093
206051129,19,0,0,33,68,73,659,3,10,807,981,1056,5556,4,34,7628
206051130,15,0,0,35,23,207,567,7,6,818,371,3260,4138,13,24,7801
206051131,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4
206051132,24,0,0,39,50,116,485,19,3,672,319,1982,3443,63,30,5833
