SA2_MAINCODE_2016,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_1PF_T,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_1PF_T,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_1PF_T,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_1PF_T,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_1PF_T,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_1PF_T,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_1PF_T,C16_4000m_1PF_1C,C16_4000m_1PF_2C,C16_4000m_1PF_3C,C16_4000m_1PF_4mo_ch,C16_4000m_1PF_T,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_1PF_T,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_1PF_T,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_1PF_T
106011108,95,59,46,10,219,88,33,19,14,149,132,58,24,12,228,68,44,11,3,127,26,11,7,3,47,11,0,0,0,18,9,3,5,0,10,6,4,0,0,10,40,37,12,7,97,14,8,7,0,36,737,395,183,72,1394
106011109,25,8,11,8,44,27,4,5,3,35,26,15,3,3,52,21,19,0,0,37,11,3,0,0,16,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,15,6,3,0,26,3,0,0,0,4,169,91,26,18,307
106011110,18,12,11,0,42,24,7,0,0,37,31,19,4,3,56,13,7,3,0,29,9,3,0,0,13,3,0,0,0,5,0,3,0,0,6,4,0,0,0,3,24,14,9,0,46,4,3,0,0,7,184,104,40,13,347
106011111,66,31,24,9,133,69,34,5,11,124,94,45,10,9,167,37,31,11,4,86,18,15,0,0,32,3,3,0,0,9,4,6,3,0,11,3,0,0,0,5,48,33,12,6,104,25,14,3,0,42,544,308,122,64,1033
106011112,32,29,14,6,74,47,14,8,4,73,62,42,14,8,124,37,20,3,0,68,19,20,0,0,38,7,3,0,0,13,9,3,0,0,15,5,0,0,0,10,26,19,15,4,59,11,7,0,0,13,361,221,75,38,699
106011113,3,3,0,0,12,8,6,0,0,13,11,4,0,0,18,5,3,0,0,11,0,7,0,0,9,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,9,3,0,0,13,0,0,3,0,3,52,36,6,9,111
106021114,22,20,8,0,47,27,11,6,0,46,41,24,3,0,62,11,3,3,0,21,7,12,0,0,19,8,9,0,0,12,0,0,0,0,3,0,0,0,0,3,10,3,5,0,25,3,0,0,0,6,187,100,43,5,331
106021115,78,55,29,6,170,86,40,17,9,149,197,80,28,10,321,75,61,17,4,158,49,28,12,5,91,13,6,0,0,27,8,9,0,0,18,6,3,0,0,4,39,40,17,7,107,12,8,3,0,27,733,449,165,70,1413
106021116,15,9,4,4,32,14,11,4,0,30,35,12,4,7,59,17,14,6,0,35,13,5,3,0,22,4,0,0,0,9,0,6,0,0,3,0,0,0,0,0,12,6,8,0,22,3,4,0,0,7,126,86,31,12,253
106021117,76,46,24,19,166,97,39,16,14,162,113,61,24,11,214,66,28,16,5,113,30,19,4,0,53,10,6,0,0,20,4,5,0,0,11,4,0,0,0,5,43,29,8,8,81,17,10,0,0,23,622,356,150,74,1201
106021118,19,13,9,0,40,21,11,4,3,39,52,41,10,0,104,21,23,3,0,50,12,11,0,0,22,5,7,0,0,7,5,0,0,0,8,0,0,0,0,0,10,14,6,3,30,5,0,3,0,4,193,132,43,16,384
106031119,17,5,0,0,20,19,7,3,0,31,20,13,4,4,48,8,9,0,0,24,3,4,3,0,9,3,3,0,0,7,3,3,0,0,7,0,0,0,0,3,14,6,3,0,30,4,0,0,0,3,136,76,25,9,242
106031120,22,19,5,3,48,31,11,3,0,46,45,12,9,0,62,16,6,0,0,22,7,0,0,0,7,4,0,0,0,8,3,0,0,0,6,0,0,0,0,0,11,3,4,0,19,3,0,0,0,3,191,86,40,14,329
106031121,58,29,7,4,101,72,27,9,8,112,127,51,15,3,191,51,35,9,0,94,21,12,3,3,40,5,4,0,0,10,3,3,0,0,13,3,0,0,0,4,36,23,7,3,69,4,3,4,0,8,485,261,70,33,840
106031122,67,31,24,5,127,60,27,14,10,100,102,46,16,7,170,59,20,5,3,86,17,5,3,0,34,13,3,0,0,26,4,6,3,0,8,0,0,0,0,3,24,22,9,8,58,20,4,3,4,25,538,254,109,55,951
106031123,5,3,0,0,9,3,4,0,0,12,20,3,4,0,27,4,6,5,0,22,12,8,6,0,16,7,0,0,0,3,4,0,0,0,3,3,4,0,0,3,9,4,0,0,11,0,0,0,0,0,77,41,19,3,142
106031124,12,4,3,0,24,14,4,5,0,21,23,4,0,0,27,6,0,0,0,7,3,4,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,4,3,3,24,0,0,0,0,0,94,45,9,6,155
106031125,12,16,8,3,41,38,9,3,0,51,61,33,15,3,106,38,24,3,3,67,7,5,3,0,20,3,3,0,0,10,6,3,3,0,15,4,0,0,0,9,18,21,4,9,51,3,8,0,0,12,257,176,62,19,514
106041126,36,20,14,10,81,39,12,4,9,64,55,20,13,3,85,19,15,6,3,39,21,7,5,4,38,3,4,0,0,4,7,6,0,0,15,3,3,0,0,5,14,12,16,4,50,14,9,6,3,32,348,190,82,42,654
106041127,5,12,4,0,19,7,3,0,0,12,10,7,0,0,18,5,3,0,0,14,0,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,8,3,3,3,20,0,0,0,0,7,59,52,21,11,135
106041128,11,9,3,3,31,17,10,4,0,30,36,8,4,3,48,10,3,4,0,22,4,6,0,0,9,3,0,0,0,4,3,0,0,0,3,3,0,0,0,3,10,3,4,0,22,6,0,0,0,9,127,60,27,12,224
106041129,26,15,0,0,43,16,11,7,0,34,21,10,5,0,39,15,3,0,0,23,13,4,4,0,13,3,0,0,0,3,3,0,0,0,7,0,0,0,0,0,10,10,4,3,32,7,0,0,0,3,165,85,35,9,296
107011131,70,56,14,9,156,71,43,12,8,137,146,75,25,8,257,89,27,9,4,130,41,24,6,5,77,20,9,3,0,32,7,4,0,0,16,7,4,0,0,12,50,38,12,8,112,13,12,3,3,30,700,379,125,69,1279
107011132,16,13,4,3,29,14,15,7,0,40,41,24,12,0,70,24,21,7,4,57,13,13,0,0,27,3,5,0,0,9,0,3,3,0,8,0,0,0,0,0,8,11,3,0,27,4,0,0,0,3,159,132,53,9,351
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,37,20,11,3,62,46,29,9,3,79,65,27,10,4,118,31,11,13,5,63,20,10,4,0,31,10,3,3,3,21,0,4,0,0,14,0,4,3,0,9,32,19,15,3,67,10,3,3,0,17,327,174,73,26,604
107011545,69,28,14,5,122,74,21,7,10,109,104,41,6,7,160,46,27,4,8,80,19,12,4,0,35,8,6,0,0,19,7,3,0,0,11,0,3,0,0,3,34,24,13,12,81,27,7,0,0,33,518,245,79,48,897
107011546,64,20,11,8,102,67,18,5,5,100,76,23,16,3,123,38,18,0,5,62,20,10,3,3,29,0,6,0,0,9,4,3,0,0,8,0,0,0,0,0,24,28,14,8,71,12,3,0,3,19,406,182,70,38,699
107011547,8,3,0,0,12,12,3,0,0,12,30,8,0,0,42,10,7,0,0,22,8,11,0,0,18,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,8,4,0,3,16,3,3,0,0,3,126,63,12,7,199
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,27,13,3,5,47,44,23,5,5,81,81,37,10,4,138,47,27,8,3,86,19,14,3,0,43,14,0,4,0,23,5,0,0,0,10,3,3,0,0,3,24,20,9,3,61,5,3,0,0,13,324,203,80,20,629
107031137,26,14,17,0,62,20,16,10,0,48,48,32,7,0,91,30,10,4,0,44,9,6,0,0,18,4,3,0,0,12,7,0,0,0,3,0,0,0,0,0,15,11,3,3,30,4,3,0,0,5,230,146,59,10,446
107031138,20,6,3,0,32,18,8,3,0,34,32,10,0,0,42,24,14,3,0,42,14,9,3,0,21,9,3,0,0,14,0,7,0,0,8,0,0,0,0,0,10,8,0,0,24,4,0,0,0,4,166,81,21,7,276
107031139,14,3,0,3,21,11,3,0,0,18,34,9,3,0,48,9,11,4,0,20,6,3,0,0,12,3,0,0,0,6,0,0,0,0,3,0,3,0,0,4,17,11,9,0,26,0,0,0,0,0,113,64,18,5,198
107031140,10,3,0,0,20,15,8,3,3,26,22,17,0,3,41,19,7,6,0,30,3,3,0,0,14,3,0,0,0,6,0,3,0,0,6,5,3,0,0,7,11,15,8,0,27,0,0,0,0,3,119,72,19,3,219
107031141,30,15,3,0,50,34,24,0,0,57,60,32,11,7,108,32,36,13,3,90,18,27,9,4,58,15,5,0,0,20,9,7,0,0,19,6,3,0,0,11,20,21,10,6,59,3,3,3,0,5,291,217,61,25,596
107031142,36,15,10,0,62,41,15,3,3,69,83,36,8,3,125,35,15,3,3,54,13,14,3,0,27,6,3,6,0,11,0,4,3,0,11,0,4,0,0,3,23,16,6,4,49,4,0,3,0,6,312,146,56,19,536
107031143,103,62,14,13,186,117,48,19,3,187,147,65,21,7,236,59,30,17,4,107,30,30,7,0,65,12,15,4,0,29,10,3,3,0,19,12,0,0,0,11,43,33,6,15,97,21,16,4,0,35,792,418,138,57,1409
107041144,68,28,7,0,103,65,20,10,0,97,121,64,16,4,200,70,41,8,3,123,38,20,5,0,71,20,7,4,0,27,9,6,0,0,20,3,0,0,0,9,41,26,9,7,79,5,7,4,0,19,571,273,75,22,937
107041145,65,26,15,0,109,61,22,10,4,92,109,44,13,7,165,43,29,7,3,83,29,24,3,3,61,15,7,3,0,24,6,3,0,0,15,4,0,0,0,6,30,28,13,0,80,16,8,4,3,25,524,275,87,24,905
107041146,41,19,6,3,72,49,15,7,4,79,92,47,12,4,160,60,29,6,3,97,42,18,4,0,66,12,6,0,3,27,3,11,4,0,21,3,10,0,0,17,41,22,7,8,75,7,3,3,0,18,454,233,73,35,796
107041147,15,5,0,0,27,11,8,0,0,23,26,18,4,0,55,17,18,5,0,38,10,8,0,0,26,7,3,0,0,11,3,4,3,0,14,0,3,0,0,9,12,19,3,0,41,3,0,0,0,6,143,97,29,7,273
107041148,14,10,3,0,24,15,5,3,0,24,43,24,0,0,67,22,16,7,0,46,23,17,0,0,43,9,3,3,0,16,5,4,3,0,10,8,5,0,0,7,24,16,3,3,47,0,0,0,0,7,200,132,20,4,356
107041150,52,26,8,3,90,56,20,9,0,80,98,61,12,5,172,53,32,14,0,96,44,15,5,0,63,12,12,5,0,33,11,11,3,0,27,7,5,0,0,14,40,32,18,0,89,12,0,0,0,9,476,262,78,20,836
107041548,28,6,6,0,41,33,7,0,0,44,65,14,3,3,82,43,8,0,0,55,23,7,3,0,33,10,11,0,0,18,10,3,0,0,12,8,0,0,0,14,20,16,7,3,39,8,0,0,0,8,310,106,19,12,439
107041549,42,24,10,0,72,60,7,6,0,75,74,18,8,5,110,47,32,8,3,93,34,24,5,6,62,11,3,0,0,13,8,10,0,0,20,7,0,3,0,8,29,19,9,3,62,9,0,0,0,15,433,174,60,21,693
108011151,14,10,3,3,22,24,4,0,3,30,17,9,3,0,29,5,11,3,0,24,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,14,7,0,0,0,7,104,70,14,6,201
108011152,60,32,22,7,118,63,23,11,6,106,94,43,12,3,148,34,8,9,0,52,20,3,0,0,28,3,0,0,0,5,6,0,0,0,6,3,3,0,0,3,33,20,12,4,64,14,5,0,3,24,449,187,78,35,751
108011153,16,9,0,4,30,18,10,5,3,35,23,14,6,0,36,10,3,0,0,13,5,3,0,0,7,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,15,5,3,4,34,0,0,0,0,7,121,76,24,17,247
108011154,26,18,7,0,46,36,9,0,0,50,39,9,3,6,52,12,3,3,0,22,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,3,0,28,11,0,3,0,8,205,62,19,10,299
108021155,70,33,12,10,126,66,32,10,19,127,90,45,21,14,170,35,24,3,8,70,11,5,4,0,31,4,4,0,0,11,0,0,7,0,9,0,0,0,0,0,40,31,15,14,98,24,12,9,3,43,522,273,115,95,1006
108021156,21,10,5,0,45,39,10,4,7,56,48,26,8,5,78,21,6,5,5,38,7,0,3,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,30,18,9,3,57,4,0,0,0,9,234,125,48,27,432
108021157,22,9,4,0,40,28,3,3,3,36,20,10,0,3,34,11,5,0,0,17,3,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,8,5,0,31,8,0,0,0,10,149,64,33,12,249
108021158,28,16,9,9,63,38,10,4,5,56,43,17,9,3,71,17,0,0,0,23,4,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,21,5,4,4,38,5,3,0,0,13,234,104,40,33,403
108021159,26,10,12,5,53,20,17,7,8,42,36,13,4,0,53,9,9,0,3,23,8,0,0,0,8,4,0,0,0,4,3,0,0,0,6,0,0,0,0,0,10,12,3,4,34,4,0,0,0,8,184,85,42,30,338
108021160,25,3,3,0,34,26,9,0,7,39,29,6,3,0,43,8,3,3,0,11,0,0,3,0,7,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,13,8,0,0,20,4,4,0,0,10,149,54,18,11,227
108031161,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7
108041162,44,18,6,0,71,69,19,12,10,103,81,27,9,9,127,40,23,3,0,65,15,6,4,0,28,7,3,0,0,9,6,0,0,0,10,8,0,0,0,8,32,23,7,0,63,11,0,0,3,15,406,175,68,29,679
108041163,94,39,18,5,155,103,40,16,12,161,159,82,9,4,262,70,47,14,3,130,32,23,4,0,60,10,5,0,0,19,11,3,3,0,16,9,0,3,0,9,50,45,13,0,107,16,13,4,3,32,741,369,105,40,1254
108041164,70,35,13,9,124,81,22,10,3,116,107,47,14,3,167,52,19,3,3,84,29,5,0,5,39,8,3,0,0,13,3,6,0,0,8,3,0,0,0,3,25,26,9,0,63,10,6,0,0,24,531,230,63,36,855
108041165,7,6,4,0,12,15,5,0,0,19,14,10,3,0,24,5,4,0,0,14,3,0,3,0,6,3,4,0,0,7,0,3,0,0,7,0,0,0,0,0,11,8,3,3,23,7,0,0,0,5,106,48,18,9,180
108041166,31,18,11,7,71,54,22,11,4,89,58,33,3,0,96,24,14,4,0,52,5,4,0,0,17,3,3,0,0,5,3,3,0,0,3,0,0,0,0,3,15,23,15,5,54,11,4,3,0,24,295,167,64,33,567
108051167,14,5,0,0,27,20,9,3,0,35,18,6,4,3,27,9,0,0,0,10,5,3,0,0,6,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,12,11,3,0,29,6,3,0,0,7,124,64,15,12,213
108051168,23,17,11,3,48,35,20,0,0,62,49,15,9,0,73,11,18,3,0,36,11,4,0,0,20,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,9,29,3,3,39,4,0,0,0,5,219,152,38,17,426
108051169,89,57,26,10,182,95,38,14,10,153,123,35,14,11,187,40,31,9,6,82,14,5,0,0,22,4,3,0,0,6,0,4,0,0,8,3,0,0,0,3,47,22,20,11,98,20,7,7,4,47,672,328,144,89,1233
108051170,36,12,5,4,61,53,12,3,8,66,44,14,4,0,62,14,16,0,0,32,7,5,0,0,12,0,0,0,0,4,0,3,0,0,3,0,3,0,0,5,26,13,11,5,59,9,3,0,0,17,285,126,50,30,486
108051171,21,3,3,7,34,28,15,6,0,55,37,23,10,3,70,14,3,0,0,25,6,0,0,0,9,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,17,8,3,0,30,13,0,0,0,14,179,93,36,20,324
109011172,36,16,12,0,73,48,7,11,0,67,53,33,13,6,97,29,30,7,0,67,20,10,0,0,29,5,4,0,0,17,3,3,0,0,7,3,0,0,0,3,21,14,6,3,39,5,8,0,0,10,283,165,69,10,529
109011173,30,19,13,0,64,32,16,6,7,65,49,33,7,3,92,24,13,4,7,48,10,3,4,0,19,3,3,0,0,8,3,0,0,0,7,0,0,0,0,0,19,7,4,3,43,8,3,0,3,11,277,153,62,32,529
109011174,25,14,12,0,46,27,5,4,3,41,56,13,4,0,79,26,17,5,0,47,11,5,0,0,18,3,0,0,0,3,5,5,3,0,12,4,0,0,0,3,13,11,4,3,31,4,4,0,0,10,241,113,43,14,407
109011175,25,16,4,0,43,30,12,4,6,51,38,10,4,3,58,19,8,3,5,35,9,3,0,0,11,8,0,0,0,8,3,0,0,0,5,0,0,0,0,0,20,10,4,4,37,6,3,0,0,12,211,83,48,26,367
109011176,58,26,8,4,97,63,27,3,13,104,87,45,8,10,139,29,14,3,3,53,16,16,0,0,28,9,4,4,0,12,5,3,0,0,5,0,4,0,0,3,27,18,9,3,52,18,3,0,3,22,438,229,66,40,776
109021177,8,4,0,0,13,16,4,0,0,18,9,0,0,0,10,7,3,0,0,11,7,3,0,0,6,0,3,0,0,3,3,0,0,0,4,0,0,0,0,0,5,3,0,0,10,0,0,3,0,3,83,26,14,5,126
109021178,17,3,0,0,22,21,3,0,0,31,25,9,4,0,38,8,3,0,3,18,3,3,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,11,3,10,0,26,6,6,0,3,14,127,75,29,14,245
109021179,4,4,0,4,9,7,0,0,0,10,11,0,0,0,14,5,0,0,0,9,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,3,3,0,12,7,3,0,0,8,64,26,14,4,100
109031180,13,11,3,3,26,19,0,3,0,28,26,11,0,0,40,10,0,0,0,11,4,4,0,0,9,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,4,3,0,18,3,0,3,0,3,127,67,27,8,223
109031181,16,9,4,5,33,12,9,3,0,30,25,10,3,3,38,16,9,0,0,22,7,3,0,0,9,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,3,3,4,20,8,0,0,0,13,125,64,23,14,222
109031182,20,9,8,3,35,17,7,3,3,36,35,27,14,0,77,19,4,3,0,34,8,4,0,0,12,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,24,14,10,3,47,3,6,0,0,13,196,96,45,14,349
109031183,12,7,4,0,20,13,6,3,0,19,21,9,0,0,35,4,4,3,0,14,3,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,4,0,0,12,3,3,0,0,9,102,52,18,3,172
109031184,10,6,0,4,18,17,3,3,0,21,22,16,4,0,40,3,8,3,0,15,4,4,0,0,7,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,4,3,3,19,7,0,0,0,4,99,55,15,6,175
109031185,23,7,10,3,41,29,7,0,0,39,39,16,0,3,54,12,4,0,0,19,3,3,4,0,11,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,14,11,11,0,38,10,0,0,0,7,192,76,33,15,317
110011186,63,43,10,7,123,78,26,15,12,126,113,57,12,13,195,67,29,7,3,110,25,16,3,3,48,12,9,4,0,15,5,6,3,0,14,5,0,0,0,5,32,19,10,0,66,20,5,0,3,33,563,284,93,53,993
110011187,13,4,5,3,28,15,5,0,0,16,23,11,0,4,36,10,3,0,0,9,0,3,0,0,6,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,8,5,3,0,14,5,3,0,0,8,110,42,22,6,179
110011188,22,0,3,0,30,15,10,5,8,31,18,14,4,0,36,10,5,0,0,21,3,3,0,0,10,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,19,3,7,3,32,3,3,0,0,3,128,56,30,14,227
110011189,6,3,3,0,13,7,0,3,0,15,9,9,0,3,18,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,0,10,3,0,0,0,3,58,24,13,7,104
110021190,16,13,15,3,53,40,8,4,3,51,39,17,3,0,62,12,11,3,4,28,4,3,0,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,9,3,3,30,6,3,7,3,18,210,93,49,22,375
110021191,53,15,18,3,87,36,23,8,4,74,58,23,8,12,92,21,14,7,0,41,12,10,0,0,20,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,25,11,11,8,54,20,5,3,3,24,347,191,74,48,657
110021192,16,5,0,3,24,13,4,4,0,26,18,3,5,4,31,7,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,4,20,6,0,0,0,3,114,41,21,20,196
110021193,18,0,3,4,29,17,7,6,0,29,22,7,0,0,40,11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,3,17,7,0,0,0,11,128,47,23,12,210
110021194,19,11,4,0,44,19,7,7,0,34,30,12,0,0,43,8,3,0,0,15,8,0,0,0,9,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,14,7,8,0,24,0,0,0,0,0,151,73,37,18,280
110031195,29,21,4,4,64,17,16,10,3,45,41,23,6,4,79,19,10,3,0,39,13,0,0,0,16,3,3,3,0,8,0,0,0,0,4,0,0,0,0,0,30,8,3,6,50,12,10,5,6,34,253,148,59,39,502
110031196,8,8,3,0,22,12,8,3,4,21,13,9,3,0,23,15,3,3,0,15,0,0,0,0,0,3,0,0,0,3,3,4,0,0,3,0,0,0,0,0,10,5,4,6,21,3,0,5,4,14,100,51,28,14,202
110031197,19,15,11,0,41,25,5,0,0,32,25,13,3,5,42,15,9,0,0,24,9,3,0,0,16,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,16,12,4,3,36,3,4,3,0,12,164,89,41,26,320
110031198,7,3,3,0,14,11,3,0,3,20,20,8,0,3,33,7,3,0,0,11,3,0,0,0,6,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,8,7,4,0,14,3,3,6,0,11,90,55,24,9,176
110041199,17,15,6,0,45,28,6,6,3,45,46,17,3,0,70,12,18,3,0,37,14,5,0,0,18,3,3,0,0,5,3,0,0,0,8,0,0,0,0,4,14,11,5,4,34,8,10,0,0,23,219,119,52,20,418
110041200,11,8,0,3,26,17,5,0,0,16,12,6,3,0,29,7,3,0,0,10,4,3,3,0,11,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,8,8,6,3,21,3,0,3,0,10,96,46,26,9,179
110041201,27,11,8,5,51,25,7,5,0,41,34,10,6,4,58,12,7,6,0,24,6,0,3,0,3,3,3,0,0,9,3,0,0,0,3,0,0,0,0,4,19,5,0,0,31,4,4,0,0,14,202,89,42,24,356
110041202,78,34,17,12,139,74,25,11,16,118,127,55,16,10,208,69,25,8,5,109,23,12,3,0,39,10,0,4,0,15,9,0,3,3,10,6,3,0,0,12,34,30,9,7,86,25,3,3,5,36,584,281,124,61,1052
110041203,52,22,12,7,93,57,24,11,5,101,96,40,12,0,151,42,17,7,7,75,17,15,0,0,35,10,4,0,0,16,3,0,0,0,6,3,0,0,0,3,29,21,9,3,58,8,4,0,0,10,425,200,69,35,726
110041204,23,22,15,8,70,29,8,9,3,49,33,15,6,5,65,13,8,0,5,24,8,3,0,3,14,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,16,17,8,8,47,8,10,4,0,18,198,146,69,43,456
110041205,55,16,13,3,85,43,21,8,4,78,77,34,7,6,127,35,14,5,3,59,19,10,0,0,26,3,3,0,0,7,3,3,3,0,10,0,0,0,0,7,34,18,11,11,71,11,0,0,0,13,373,185,73,38,679
111011206,43,24,16,4,89,58,17,13,10,97,105,42,19,5,168,54,26,7,3,87,31,22,5,0,57,6,5,3,0,17,4,5,0,0,15,3,3,0,0,7,37,22,13,4,71,10,0,0,0,12,455,208,89,35,787
111011207,31,11,7,0,49,39,10,3,0,50,36,15,8,0,63,20,4,0,0,25,6,0,0,0,9,3,6,0,0,7,0,0,0,0,3,0,0,0,0,0,14,7,6,4,29,6,0,0,0,5,204,85,30,7,329
111011208,83,30,11,5,134,95,32,12,4,137,166,66,22,13,264,73,46,10,3,141,61,38,3,0,107,21,6,3,0,40,10,12,0,3,26,4,0,0,0,12,54,36,12,6,107,10,8,0,0,20,724,368,108,43,1241
111011209,80,41,14,10,144,88,42,10,7,138,172,66,25,9,271,98,36,13,0,142,57,17,10,0,83,11,8,3,0,24,8,8,0,0,17,9,3,0,0,7,51,31,8,0,87,12,3,0,0,14,728,327,105,30,1187
111011210,40,21,6,8,81,50,13,6,4,69,65,32,7,8,108,21,20,4,3,43,13,7,0,3,22,3,0,0,0,9,3,4,0,0,7,4,4,0,0,5,26,17,9,0,53,12,0,0,0,16,324,199,61,40,622
111011211,6,3,0,0,9,6,6,0,0,19,22,6,0,0,25,4,5,0,0,14,0,4,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,3,0,0,12,0,0,0,0,0,73,45,8,0,124
111011212,51,15,4,0,70,36,12,3,0,58,69,28,7,3,111,34,18,7,3,61,15,9,3,0,33,9,5,3,0,12,3,5,0,0,9,6,3,0,0,7,31,17,10,0,61,5,3,0,0,13,327,159,55,16,555
111011213,15,13,4,0,28,18,5,0,0,30,49,26,8,0,91,27,27,10,3,63,20,13,4,0,40,4,3,0,0,5,3,6,3,0,11,4,0,0,0,7,17,8,3,0,25,0,0,0,0,3,195,124,44,3,360
111011214,40,24,11,3,72,47,16,3,4,66,96,40,14,0,149,57,19,8,0,89,36,13,9,3,59,4,8,3,0,14,7,3,0,0,14,3,0,0,0,3,27,23,5,0,60,8,0,0,0,5,400,187,57,12,662
111021215,49,20,8,9,87,37,17,8,3,64,64,36,8,5,120,23,18,3,0,46,11,11,0,0,17,7,3,0,0,11,0,0,0,0,3,3,0,0,0,3,21,13,11,0,45,5,8,3,0,19,312,179,57,32,578
111021216,31,18,9,0,55,28,15,3,7,54,50,31,8,3,99,21,15,0,0,40,15,3,3,0,25,8,6,3,0,13,3,3,0,0,3,0,0,0,0,0,18,12,3,0,37,7,3,0,0,7,242,146,43,24,461
111021217,32,16,6,5,55,50,16,11,3,84,72,42,13,5,130,32,19,7,3,61,14,12,4,0,31,3,4,0,0,8,3,3,0,0,5,0,0,0,0,3,22,16,7,0,49,6,8,0,7,19,313,186,55,25,578
111021218,29,18,13,0,61,37,16,13,0,65,73,33,13,0,128,32,18,10,0,61,16,12,0,3,29,8,7,0,0,15,8,3,0,0,11,0,3,0,0,3,36,20,7,4,65,12,3,0,0,13,330,180,67,17,597
