SA2_MAINCODE_2016,C16_AP_75_79_NCB_4,C16_AP_75_79_NCB_5,C16_AP_75_79_NCB_6m,C16_AP_75_79_NCB_NS,C16_AP_75_79_Tot,C16_AP_80_84_NCB_0,C16_AP_80_84_NCB_1,C16_AP_80_84_NCB_2,C16_AP_80_84_NCB_3,C16_AP_80_84_NCB_4,C16_AP_80_84_NCB_5,C16_AP_80_84_NCB_6m,C16_AP_80_84_NCB_NS,C16_AP_80_84_Tot,C16_AP_85andover_N_c_b_0,C16_AP_85andover_N_c_b_1,C16_AP_85andover_N_c_b_2,C16_AP_85andover_N_c_b_3,C16_AP_85andover_N_c_b_4,C16_AP_85andover_N_c_b_5,C16_AP_85ov_N_c_b_6mor,C16_AP_85andover_N_c_b_NS,C16_AP_85_and_over_Tot,C16_AP_Tot_NCB_0,C16_AP_Tot_NCB_1,C16_AP_Tot_NCB_2,C16_AP_Tot_NCB_3,C16_AP_Tot_NCB_4,C16_AP_Tot_NCB_5,C16_AP_Tot_N_ch_b_6mor,C16_AP_Tot_NCB_NS,C16_AP_T_T
109031182,28,14,11,25,182,12,3,24,37,31,16,15,28,155,16,14,33,31,33,23,10,15,178,686,282,755,616,307,118,82,361,3209
109031183,35,14,6,12,148,5,10,9,12,12,13,11,13,85,6,3,19,21,21,10,10,10,101,471,186,645,635,300,113,71,283,2702
109031184,26,9,9,23,163,10,7,26,21,11,13,9,18,114,8,7,15,32,10,12,9,8,103,496,232,731,506,215,79,37,211,2499
109031185,49,17,19,26,247,9,14,14,35,39,14,13,20,153,8,22,20,45,31,22,15,32,199,687,350,956,848,453,162,106,460,4031
110011186,55,25,32,41,410,23,18,42,77,50,30,29,32,300,21,39,64,72,59,27,39,45,351,3460,986,2071,1561,665,258,220,927,10141
110011187,13,3,8,9,78,3,3,8,5,7,4,4,8,46,7,5,9,18,11,0,9,7,66,356,160,434,382,175,60,50,161,1775
110011188,27,10,3,5,113,10,3,11,14,13,12,5,10,77,3,0,16,10,11,3,5,8,57,564,257,641,469,238,89,49,223,2518
110011189,8,5,0,13,86,0,3,6,11,6,3,5,12,46,3,4,9,10,3,0,3,29,60,232,116,346,274,114,43,17,171,1326
110021190,34,15,3,24,219,9,8,41,38,19,10,11,27,151,9,8,39,40,22,14,17,48,187,717,338,912,764,347,130,96,394,3692
110021191,52,26,12,27,298,14,9,32,36,46,9,13,18,186,17,14,49,42,31,22,22,24,230,1032,481,1241,953,461,187,139,385,4883
110021192,21,7,5,16,98,8,0,7,4,11,6,6,3,52,5,6,12,4,12,3,3,15,61,385,177,466,399,227,94,65,254,2072
110021193,25,10,9,19,149,7,0,19,10,16,14,10,18,98,3,3,25,13,18,8,15,22,111,428,179,638,510,240,97,72,255,2428
110021194,21,8,9,23,152,9,3,11,24,10,7,15,23,106,11,7,10,18,14,9,9,45,116,580,237,648,559,257,87,97,376,2845
110031195,24,11,12,24,145,11,5,9,16,14,10,11,21,97,4,4,14,20,21,6,7,14,91,717,340,732,523,299,108,115,461,3303
110031196,7,3,5,11,46,0,4,3,9,6,0,4,6,36,0,0,4,6,0,3,0,7,20,391,174,442,372,178,64,65,292,1982
110031197,24,10,7,27,148,8,4,18,13,16,8,6,18,95,4,8,15,19,15,7,10,39,110,600,253,775,533,256,79,63,331,2896
110031198,23,3,0,6,68,0,4,13,11,7,7,4,11,54,0,0,4,3,10,0,6,17,44,293,141,422,378,186,77,56,247,1808
110041199,26,18,22,36,213,4,3,21,38,22,14,13,37,158,5,16,20,33,26,15,20,61,187,788,377,921,733,353,119,102,366,3751
110041200,16,9,7,5,61,0,0,10,14,7,6,3,7,42,3,0,6,12,3,3,0,7,38,299,119,362,371,173,63,39,144,1566
110041201,26,14,10,21,173,12,7,25,12,23,8,6,8,105,11,5,21,24,13,7,11,15,108,572,289,811,626,283,125,76,349,3137
110041202,70,21,29,41,430,9,9,66,55,33,33,21,32,266,14,15,51,56,26,26,25,23,237,1924,890,2231,1642,638,257,174,678,8423
110041203,60,23,16,39,337,26,13,63,59,47,28,9,31,278,38,24,87,68,69,35,37,65,421,1766,675,1591,1099,531,195,130,588,6572
110041204,9,3,8,3,54,0,3,8,3,9,4,3,4,35,0,0,3,11,7,5,5,3,33,421,230,486,372,198,80,72,234,2093
110041205,61,20,21,43,350,14,7,40,48,37,12,17,29,214,13,19,40,51,34,15,18,42,240,1480,716,2084,1489,736,218,157,667,7545
111011206,43,11,8,28,369,15,26,83,69,39,24,6,40,297,20,27,63,63,33,15,10,123,355,1727,786,2393,1410,466,144,86,473,7488
111011207,21,6,4,12,110,4,10,36,20,17,11,5,4,104,3,7,13,23,17,9,5,15,92,545,268,754,429,193,54,36,150,2434
111011208,74,34,21,27,444,28,34,104,107,61,22,16,27,402,15,33,109,104,46,19,13,20,366,2714,1208,2940,1723,635,215,115,543,10081
111011209,53,14,12,44,381,18,14,53,67,36,18,17,32,259,25,21,68,83,29,24,19,85,353,2530,1149,2942,1683,564,171,111,566,9717
111011210,28,15,18,23,184,8,7,29,39,17,9,12,19,145,3,18,46,39,35,8,11,27,185,847,437,1056,661,328,111,86,292,3828
111011211,20,9,4,10,88,4,0,16,15,6,8,3,15,69,3,11,14,18,12,3,3,46,109,273,124,484,313,107,29,22,120,1479
111011212,28,18,5,18,308,15,15,56,53,39,15,15,37,237,22,19,57,59,38,15,13,37,254,1036,475,1583,1034,388,120,64,291,4991
111011213,16,4,0,7,196,11,7,40,43,25,13,5,7,146,10,16,50,33,18,12,7,11,154,1137,489,1806,1038,296,56,30,176,5043
111011214,51,17,9,22,303,19,10,63,66,29,11,8,13,220,10,19,59,57,21,7,10,18,209,1416,630,1853,1125,371,80,62,286,5833
111021215,27,6,4,24,164,3,9,22,30,21,10,6,36,144,3,9,33,33,17,5,12,89,208,810,373,1003,663,308,110,83,339,3691
111021216,28,14,4,14,187,9,14,26,25,10,3,9,8,106,11,9,25,17,19,10,8,13,109,854,417,1067,708,287,96,60,169,3662
111021217,14,11,12,19,142,8,10,36,28,23,9,18,18,153,4,23,31,44,22,13,18,57,200,1369,718,1782,949,342,100,76,318,5661
111021218,65,21,21,36,407,35,18,67,81,60,25,16,61,363,32,20,73,67,50,22,26,147,442,1565,626,1719,1222,516,167,110,599,6521
111021219,48,16,22,38,328,18,17,39,56,42,26,10,25,229,21,32,84,68,38,15,18,98,378,1319,614,1630,1147,504,172,105,425,5913
111021220,18,15,3,12,169,8,10,25,16,22,10,6,8,104,9,10,21,28,6,6,4,5,94,806,407,1227,767,264,70,40,172,3751
111021221,15,6,6,7,67,4,0,15,8,7,0,3,8,46,0,4,10,4,4,0,7,4,36,632,290,800,500,163,39,33,134,2585
111031222,30,14,3,11,299,10,14,73,57,32,8,4,15,213,26,29,61,48,31,13,5,10,231,1901,722,1981,1126,337,72,43,247,6434
111031223,27,7,7,18,180,5,8,31,18,13,12,4,15,103,8,7,27,8,10,7,7,18,98,817,387,959,667,266,101,69,235,3503
111031224,16,8,9,16,171,6,22,42,43,25,8,4,13,168,13,12,56,31,25,6,14,54,216,1832,552,1298,671,226,65,51,375,5073
111031225,27,5,10,12,230,29,17,56,56,32,17,20,20,240,12,26,70,57,46,19,14,44,294,2046,828,2113,1122,368,101,76,354,7005
111031226,8,5,3,3,89,4,3,16,9,13,0,0,5,53,0,5,8,12,8,4,4,0,45,1424,661,1692,868,279,89,42,201,5246
111031227,22,7,8,26,202,10,15,28,27,23,17,15,42,173,18,21,51,49,25,23,13,109,312,2437,879,1371,733,301,119,76,508,6429
111031228,24,10,3,28,195,7,6,35,37,21,12,10,22,157,23,13,57,32,19,15,10,54,224,2006,554,1534,867,286,83,34,350,5710
111031229,27,0,3,20,155,7,10,27,18,14,5,5,5,87,9,4,25,19,17,5,3,11,93,2141,477,948,523,197,48,43,438,4816
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9
111031231,13,10,15,18,162,9,11,36,37,20,11,4,27,157,12,16,66,27,26,12,7,76,241,2415,472,831,459,224,103,73,395,4981
111031232,23,7,5,26,211,9,4,24,22,20,6,7,21,128,0,5,25,31,14,3,10,75,162,648,316,936,594,228,65,34,446,3273
111031233,56,21,9,40,401,18,33,77,71,53,21,10,62,347,34,41,89,70,45,36,17,142,470,2301,1029,2377,1374,533,198,95,641,8557
111031234,15,8,9,42,195,13,6,39,32,26,9,4,71,207,15,19,41,35,24,12,17,257,423,1874,641,1167,623,230,81,65,612,5286
111031235,3,5,0,8,54,0,3,16,27,12,4,3,9,77,4,8,12,12,10,0,0,7,63,1469,462,734,328,119,40,24,230,3413
112011236,71,26,13,85,534,30,27,93,112,58,18,36,77,463,52,49,134,130,73,28,36,209,706,1643,847,2123,1475,644,172,138,854,7897
112011237,60,19,5,25,348,20,15,57,57,45,17,19,27,251,32,20,75,73,64,21,20,22,323,1543,748,2004,1410,610,163,116,556,7150
112011238,9,3,3,10,67,3,3,3,16,9,0,4,13,52,3,3,12,12,6,3,6,22,71,612,297,616,347,117,27,26,324,2369
112011239,17,7,0,16,140,8,9,15,26,14,8,4,11,89,8,5,27,29,21,4,3,14,114,950,569,946,564,177,46,26,366,3646
112011240,8,6,0,9,103,8,10,17,17,9,8,3,21,80,13,7,33,42,20,4,10,29,149,1454,483,907,461,163,55,21,708,4245
112011241,22,13,4,14,138,5,7,11,28,24,5,7,0,89,3,4,19,9,10,4,14,11,73,380,217,611,427,189,66,45,210,2138
112011242,20,9,0,10,121,0,7,15,10,9,6,9,0,56,3,9,18,15,15,6,3,9,76,808,364,1035,579,215,51,28,189,3267
112011243,9,5,6,10,89,5,3,22,18,17,7,0,18,86,6,10,28,10,21,8,6,12,119,785,497,860,479,201,65,35,474,3396
112021244,51,27,22,23,279,12,15,49,62,35,26,40,20,252,24,13,54,55,46,27,29,19,273,1026,459,1282,1007,540,238,176,390,5115
112021245,27,14,15,10,115,4,3,8,11,17,3,8,10,63,3,9,13,19,4,5,8,8,68,566,240,624,543,285,100,86,298,2742
112021246,43,31,11,34,281,18,13,54,49,30,26,14,17,222,23,20,70,69,46,20,23,43,323,1450,589,1508,999,464,184,122,464,5780
112021247,24,15,13,11,131,3,5,15,23,27,15,17,18,127,8,3,19,22,22,9,17,31,131,569,266,700,613,355,130,87,303,3029
112021248,57,21,23,32,302,14,11,28,38,41,23,22,19,192,30,18,64,65,61,21,33,42,327,1884,743,1464,1022,505,178,160,637,6584
112021249,28,12,12,24,160,6,8,17,30,9,9,13,14,106,4,7,14,17,13,11,12,17,97,1433,651,1639,1144,446,151,93,616,6173
112031250,41,8,20,34,274,12,16,51,45,22,19,15,38,211,13,15,35,34,19,5,14,73,206,1260,621,1589,964,392,98,80,583,5584
112031251,30,9,12,22,202,8,7,24,41,26,12,13,41,171,13,9,33,42,47,15,20,97,270,820,421,956,706,361,108,95,400,3869
112031252,22,7,10,13,116,5,3,12,19,18,4,5,23,86,6,3,9,10,12,3,7,10,57,881,411,982,710,293,97,65,446,3891
112031253,29,21,13,20,206,5,8,30,36,30,12,11,32,166,4,4,28,25,19,6,3,62,158,1118,619,1620,956,417,118,69,444,5362
112031254,76,22,17,70,549,36,33,100,115,66,33,17,61,453,66,61,125,109,64,23,18,130,591,2072,1087,2355,1458,572,218,136,902,8793
112031550,63,20,10,32,492,51,37,96,97,60,19,16,23,404,39,46,125,96,56,15,20,72,464,1628,820,2159,1349,524,154,75,430,7148
112031551,8,0,0,5,50,0,0,7,11,0,4,3,0,27,5,4,5,4,3,0,0,3,25,344,106,383,282,99,24,10,65,1307
112031552,51,14,12,32,357,24,23,57,65,33,21,19,41,281,43,32,82,85,40,14,21,46,357,828,447,1035,681,319,118,85,337,3856
113011256,55,24,6,44,342,11,10,54,78,50,26,24,45,302,20,19,88,70,44,28,27,79,381,1817,737,1805,1451,645,229,173,913,7763
113011257,38,6,11,5,154,3,4,18,23,28,12,9,15,116,3,0,19,24,23,17,11,11,109,999,407,1067,1004,556,159,98,513,4810
113011258,33,16,20,27,195,15,3,19,30,25,17,20,25,152,7,4,22,27,22,15,12,48,158,989,343,902,741,412,145,108,459,4102
113011259,23,13,3,18,117,3,8,21,18,16,3,11,23,101,13,13,22,22,22,10,12,27,135,427,212,570,506,263,91,70,316,2454
113021260,12,7,9,9,75,4,3,4,11,4,9,7,6,43,5,0,6,7,6,8,7,4,53,248,117,321,276,138,57,46,127,1331
113021261,16,6,16,19,129,7,0,12,19,14,14,12,18,99,3,11,18,24,12,22,17,48,156,506,247,642,502,231,104,77,312,2618
113021262,9,6,5,7,74,4,3,16,17,11,5,8,10,65,4,3,16,13,9,11,0,12,67,346,149,507,389,187,88,49,176,1889
113031263,40,20,11,21,241,9,16,23,27,17,18,14,12,127,14,10,38,34,28,14,21,24,196,612,266,879,691,320,129,95,241,3243
113031264,12,11,6,13,86,3,0,7,12,10,7,7,4,52,3,3,17,7,16,11,6,6,64,298,126,298,293,183,87,44,133,1454
113031265,19,5,6,10,81,3,3,9,21,6,7,0,7,64,3,3,15,16,14,4,10,8,68,451,163,501,408,248,106,56,226,2162
113031266,42,18,4,21,171,10,4,18,30,24,12,8,14,124,20,17,12,30,30,20,17,8,146,550,224,603,563,371,145,94,224,2779
113031267,44,13,23,10,257,13,12,47,45,38,18,17,15,200,12,11,39,32,31,14,18,21,170,1639,643,1790,1319,631,198,154,377,6749
113031268,19,7,5,4,65,8,3,6,12,10,4,9,4,47,3,6,6,19,13,3,10,9,69,864,162,356,263,123,41,32,113,1950
113031269,71,24,28,28,328,15,17,44,50,66,22,26,21,254,24,27,67,70,50,38,33,26,337,2346,887,2157,1567,785,296,197,524,8765
113031270,31,17,23,30,236,9,7,35,42,34,20,26,18,191,28,17,44,48,32,25,35,45,277,1791,500,1032,767,357,170,169,479,5263
113031271,38,19,16,34,253,10,8,19,26,27,16,22,26,149,9,3,19,26,21,9,16,39,146,1244,457,1275,1161,621,206,167,569,5697
114011272,35,17,11,27,308,10,5,52,54,28,5,7,27,189,13,14,55,60,29,11,11,51,235,783,378,1152,771,309,84,55,372,3913
114011273,11,4,3,9,86,3,3,22,14,11,3,3,3,57,0,3,12,13,5,0,0,4,40,331,146,453,308,131,40,23,119,1554
114011274,24,7,0,17,163,9,4,19,31,12,11,3,6,98,7,0,26,42,20,4,9,17,129,384,216,620,464,171,56,31,189,2120
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,3,19
114011276,9,0,3,8,109,3,6,24,21,14,4,4,8,76,7,8,18,22,11,3,4,14,87,437,216,608,344,131,29,21,126,1909
114011277,51,13,11,35,323,11,21,60,59,48,16,9,29,252,13,18,46,55,46,12,12,47,246,1503,669,1842,1261,582,169,83,534,6648
114011278,52,16,16,45,304,12,9,52,52,28,25,24,69,265,17,22,46,46,37,13,21,94,289,1873,863,1905,1335,680,243,167,871,7940
114011279,62,19,19,41,425,21,28,64,52,32,16,20,46,278,15,22,66,57,28,8,21,81,291,1186,640,1684,1202,545,178,126,519,6075
114011280,26,12,3,15,162,8,9,19,28,20,8,4,10,107,11,17,40,23,22,6,9,14,135,303,205,603,400,201,59,35,130,1928
114011281,9,3,4,3,41,0,0,3,9,6,0,0,4,16,4,0,5,5,3,0,0,0,22,311,154,397,264,104,32,15,107,1393
114011282,68,25,8,57,470,17,20,88,90,51,27,18,57,363,26,18,66,63,31,17,14,95,336,1259,669,2039,1338,570,185,90,617,6772
114011283,14,11,0,5,95,3,5,17,25,10,3,0,7,69,0,3,5,13,11,3,3,13,51,408,220,587,443,186,56,27,183,2106
114021284,71,26,15,51,520,38,31,82,93,49,16,11,38,346,45,31,113,92,46,19,22,37,403,1369,618,1728,1170,447,129,87,435,5983
114021285,7,0,3,6,69,4,0,9,3,5,3,3,3,30,0,0,5,4,3,0,0,6,24,571,269,677,430,168,50,34,148,2345
114021286,34,5,10,14,201,19,15,44,35,24,12,7,31,173,13,9,25,26,18,8,9,71,166,1120,428,1019,685,279,79,47,378,4037
114021287,29,17,12,14,208,13,8,26,36,25,6,10,7,132,20,16,39,33,16,11,13,12,162,1052,459,1097,729,339,118,69,296,4150
114021288,13,0,0,5,63,0,0,7,6,8,3,3,0,30,0,5,4,10,3,0,3,0,20,349,120,399,306,118,29,20,127,1461
114021289,18,9,5,7,146,12,11,20,16,17,0,3,14,95,9,3,15,21,11,9,5,41,105,753,290,790,526,213,49,42,226,2889
115011290,38,14,8,34,346,10,21,75,49,28,10,10,39,235,15,20,50,44,29,11,14,104,292,2372,1449,3060,1316,352,100,64,523,9230
115011291,25,7,3,6,208,8,7,40,24,15,11,9,3,114,11,8,23,22,15,6,9,0,98,2525,947,2773,1269,358,88,56,296,8313
115011294,19,11,3,6,165,8,11,39,34,14,3,3,9,117,5,4,37,36,20,11,10,7,134,632,211,906,554,179,44,27,121,2673
115011296,17,7,3,3,132,7,4,20,11,15,3,0,6,69,9,19,27,21,16,3,9,4,120,1523,602,1816,835,262,53,32,217,5337
115011553,10,0,0,6,94,6,5,18,22,4,3,4,0,70,6,11,18,10,3,0,3,3,56,898,480,981,440,140,40,26,145,3148
115011554,7,0,4,29,159,10,13,65,43,21,0,0,63,219,43,25,86,78,40,10,10,290,586,574,251,829,407,153,26,19,441,2702
115011555,24,4,3,4,163,4,10,36,22,20,7,0,6,100,3,6,44,23,10,6,7,10,110,1292,563,1607,843,278,65,43,213,4900
115011556,19,3,9,7,129,8,8,26,20,7,4,0,4,78,4,7,18,8,19,10,10,4,76,1100,526,1266,581,182,48,41,168,3907
115011557,3,0,0,0,38,0,0,11,7,3,3,0,3,25,0,0,5,5,3,3,0,0,23,637,261,712,338,85,19,14,89,2150
115011558,32,14,3,9,263,22,15,52,54,24,6,4,18,191,24,23,99,73,30,16,9,25,305,2118,975,2856,1185,337,96,50,309,7938
115011559,21,15,3,10,182,5,12,27,26,9,7,9,5,97,8,9,12,14,14,10,15,7,87,2506,1142,2942,1483,399,124,85,373,9057
115021297,49,26,16,17,330,17,7,59,43,28,18,10,9,192,9,39,73,62,29,17,12,10,250,2364,733,2365,1710,617,185,103,534,8613
115021298,11,7,0,3,100,5,3,14,30,7,5,3,9,72,14,16,26,31,11,7,11,7,123,576,208,600,442,158,40,30,123,2180
115031299,0,0,0,5,30,0,0,3,7,0,0,3,3,13,0,3,3,6,0,0,3,0,17,285,112,256,173,65,10,20,164,1080
115031300,33,14,4,17,217,8,11,47,28,27,11,7,11,144,9,11,25,26,19,10,9,18,121,2318,911,2405,1571,618,167,94,653,8737
115041301,22,5,0,11,120,4,3,20,18,12,7,4,5,72,10,8,18,12,6,0,6,14,73,1120,391,1148,793,296,73,44,243,4117
115041302,22,9,3,0,136,3,3,23,16,9,4,10,3,76,3,5,19,21,9,3,13,0,66,2354,991,2767,1422,431,126,77,388,8543
116011303,14,8,11,12,155,12,11,30,31,23,16,12,22,150,13,16,30,22,18,16,22,41,181,2064,1267,1530,685,310,138,108,541,6644
116011304,24,20,20,18,238,9,7,51,42,23,22,18,13,185,26,31,61,31,21,15,23,13,225,2066,948,1853,1111,494,188,161,436,7261
116011306,22,12,17,12,172,3,11,31,27,20,10,24,11,129,5,4,27,22,17,9,14,15,113,2584,1293,2296,1312,615,246,202,597,9145
116011307,44,24,22,24,276,9,33,61,61,42,22,28,24,280,7,32,56,55,26,24,27,39,268,2878,1298,2820,1437,597,226,155,639,10052
116011308,34,14,13,12,252,9,8,49,45,31,19,16,14,199,3,12,21,27,26,14,30,16,153,2547,1362,2810,1332,500,194,138,676,9555
116011560,17,12,10,12,181,5,10,30,18,15,9,13,5,115,3,10,21,17,11,5,11,10,85,1367,724,1236,717,280,113,106,352,4894
116011561,41,18,13,15,246,8,15,49,39,27,18,13,12,179,15,26,50,38,35,21,30,19,233,1835,879,1613,928,445,179,136,426,6445
116021309,14,11,9,4,104,3,3,11,16,5,5,3,3,55,3,3,5,9,3,8,10,4,42,1893,796,2061,922,258,85,55,207,6286
116021310,21,14,13,10,168,4,4,24,20,7,8,5,6,90,0,7,10,9,11,11,5,0,58,3195,1802,3936,1483,518,122,85,598,11744
116021312,23,17,9,18,150,6,5,28,13,21,4,5,9,85,3,9,9,18,12,12,11,11,86,1832,926,1740,987,409,132,92,533,6653
116021562,4,3,0,0,22,0,4,5,3,0,0,0,0,13,0,0,3,0,0,0,0,0,5,418,195,516,211,67,16,4,52,1482
116021563,16,9,9,12,129,5,5,17,15,9,7,7,11,78,5,3,18,7,19,8,15,28,113,2593,1298,2741,1229,430,147,98,462,8999
116031313,31,12,30,25,180,0,8,10,22,7,12,21,11,95,3,3,4,14,6,7,16,7,64,1741,787,1386,1141,729,342,378,798,7287
116031314,5,4,3,4,44,3,8,11,3,4,3,7,0,42,3,15,16,4,3,7,6,6,63,847,484,836,490,220,73,56,196,3207
116031315,12,14,15,10,116,6,3,13,22,15,12,15,3,94,9,6,21,15,17,11,22,4,113,2403,891,2047,1325,515,230,173,558,8151
116031316,53,12,22,32,246,4,9,21,18,17,17,24,22,133,4,3,8,10,9,3,13,11,66,1965,926,1590,1203,712,341,410,848,7986
116031317,41,14,30,31,254,3,10,21,32,27,10,16,24,139,8,12,9,29,15,8,27,15,125,2426,1151,1801,1274,701,281,346,734,8714
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8
116031319,36,14,16,10,183,15,14,34,43,25,17,36,13,190,44,25,59,52,43,28,53,18,322,2518,1088,2138,1316,634,205,222,512,8631
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6
117011321,17,6,7,16,111,5,9,29,18,7,5,4,26,95,7,18,21,13,4,5,5,63,130,1402,662,1187,464,143,45,28,418,4348
117011322,45,10,10,27,353,13,36,80,50,24,11,12,25,245,25,28,54,32,21,10,24,18,207,4361,1451,2328,941,303,96,73,831,10381
117011323,19,9,4,11,175,9,15,34,26,17,7,5,13,114,12,14,59,25,13,12,9,17,166,1563,715,1223,551,209,62,48,460,4840
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
117011325,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,0,0,0,9,23
117021326,39,18,11,37,349,28,24,94,62,18,18,23,52,313,28,24,65,53,39,15,24,97,345,5500,1484,2101,855,341,137,149,1188,11760
117021327,11,5,7,21,192,22,21,46,17,22,5,7,12,151,22,14,33,11,13,4,8,7,118,4733,1050,1418,506,173,52,51,925,8909
117021328,7,3,0,7,60,0,3,17,9,13,0,5,3,53,10,8,12,7,7,9,6,9,60,1611,436,610,238,86,35,27,278,3321
117031329,3,0,0,10,56,8,3,9,8,0,4,0,11,47,3,0,3,4,0,0,3,14,26,2839,367,324,131,47,15,7,762,4483
117031330,5,3,0,3,67,7,4,17,11,4,0,0,11,55,3,7,7,5,6,0,3,14,42,4423,823,809,205,63,20,18,682,7047
117031331,11,3,7,25,170,29,21,16,22,9,3,7,20,126,14,9,25,16,13,8,9,44,136,5413,988,1142,438,157,65,79,1102,9384
117031332,5,3,0,15,132,15,11,31,12,8,6,6,10,95,9,16,17,12,11,0,3,11,78,7868,967,1023,363,94,39,33,1195,11570
117031333,26,4,0,32,213,41,22,23,26,8,0,5,24,155,60,33,58,44,17,18,5,52,282,5251,716,681,365,117,38,19,1676,8870
117031334,10,3,3,19,134,0,5,21,13,20,3,0,11,77,5,7,12,13,6,3,9,7,68,6374,1074,907,361,102,26,30,1285,10162
117031335,21,6,3,45,226,10,27,23,16,6,10,7,21,129,7,13,22,10,9,4,6,19,97,6671,844,780,288,102,53,45,1483,10262
117031336,7,0,3,13,135,18,21,25,16,6,4,3,14,107,24,24,34,10,23,5,4,19,147,4194,583,551,173,94,21,22,926,6579
117031337,17,3,4,11,134,7,8,18,11,9,3,3,15,77,6,6,20,14,5,6,0,7,74,8123,1207,931,279,112,28,19,2291,12992
117031338,22,13,3,37,265,14,34,55,27,10,8,8,24,185,9,14,39,27,4,0,13,32,143,8580,1799,1625,534,196,78,64,1856,14732
118011339,17,3,0,28,204,16,16,48,30,12,7,8,17,161,25,29,56,30,10,3,5,22,169,3828,979,1407,592,148,39,31,948,7979
118011340,9,9,8,22,181,13,11,49,27,10,3,8,29,149,28,21,51,29,12,4,6,27,173,4422,1019,1457,601,134,30,42,1207,8915
118011341,18,5,3,60,288,30,29,65,51,15,3,6,52,265,40,54,99,43,32,8,4,139,419,3322,1000,1451,560,179,33,33,1098,7679
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,36,14,5,61,491,31,29,93,72,31,17,6,46,332,76,42,148,97,52,11,18,86,531,4734,1245,2389,1269,372,84,51,1339,11482
118011344,13,0,0,11,131,18,11,42,22,12,0,0,11,111,16,32,70,32,9,3,3,21,188,1516,612,1292,633,129,19,15,367,4582
118011345,14,0,0,25,183,19,11,21,24,7,0,0,8,92,22,29,32,15,6,0,3,20,129,3725,774,1093,435,124,18,11,807,6980
118011346,25,8,3,22,198,17,8,38,47,21,3,4,22,154,22,21,51,31,16,7,5,36,189,1598,551,1360,838,223,40,23,442,5080
118011347,17,3,0,25,184,25,4,20,21,11,4,3,21,110,28,17,49,38,26,8,4,33,199,1483,452,789,344,106,24,18,418,3641
118021348,28,9,5,30,304,24,14,54,39,20,5,3,23,196,38,40,59,54,18,11,8,34,257,5262,1409,2228,922,242,61,34,1133,11295
118021350,43,10,9,41,368,26,32,66,58,30,23,20,59,309,26,42,91,70,38,17,17,124,421,2802,1185,2665,1325,435,123,97,965,9591
118021564,11,0,3,16,140,26,7,30,17,8,5,3,14,111,48,10,28,17,5,4,8,19,146,4187,552,832,347,86,23,28,638,6692
118021565,12,3,5,11,186,7,18,58,32,22,3,7,14,155,16,14,42,35,15,4,3,12,139,3674,698,1205,493,139,29,27,520,6789
118021566,14,6,4,7,166,16,26,61,47,24,5,0,11,192,27,35,73,35,28,9,12,27,259,1602,502,1148,516,172,48,27,294,4315
118021567,12,0,0,20,189,7,20,32,31,12,9,8,17,132,12,20,45,27,24,0,12,23,167,1677,715,1181,491,157,38,37,431,4721
118021568,18,9,6,7,156,13,18,35,27,12,4,6,7,119,6,16,36,20,9,6,9,10,109,1834,543,1038,407,137,30,22,374,4382
118021569,15,3,10,24,192,32,14,25,28,13,4,6,32,152,41,42,80,43,23,10,11,94,343,3710,1053,1408,525,139,35,35,667,7565
118021570,5,0,3,17,131,19,5,29,19,11,5,0,11,100,32,19,50,23,12,3,13,57,211,2880,714,1028,393,107,28,24,679,5848
119011354,39,10,28,25,294,19,15,71,43,28,15,29,43,257,25,31,77,52,35,18,27,129,403,2292,870,2026,1445,684,303,276,780,8678
119011355,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,136,71,72,27,10,0,3,38,369
119011356,10,7,5,16,140,8,12,23,27,14,9,16,6,102,11,15,28,20,7,11,12,10,110,1270,461,1000,716,366,163,122,316,4412
119011357,32,11,35,35,319,23,20,47,46,32,19,42,33,257,24,44,72,54,21,14,48,66,349,2899,900,1918,1586,949,467,475,905,10090
119011358,41,13,7,26,296,15,24,73,69,28,13,10,21,254,20,33,104,80,48,12,23,52,373,2114,924,1927,1052,390,127,96,470,7108
119011359,45,15,17,27,409,17,19,95,62,43,21,10,22,289,24,34,81,64,49,11,21,18,302,2939,1212,3230,1729,628,160,107,574,10584
119011360,26,13,20,22,230,14,21,67,51,33,18,15,22,239,23,29,73,70,44,20,23,56,329,2039,902,1765,968,419,157,123,485,6859
