SA2_MAINCODE_2016,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_CF_T,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_CF_T,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_CF_T,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_CF_T,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_CF_T,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_CF_T,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_CF_T,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_CF_T,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_CF_T,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_CF_T,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_CF_T,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_CF_T,C16_950over_CF_NC,C16_950ov_CF_Cu15DS_,C16_950ov_CF_CU15_NDS,C16_950ov_CF_NCU15_DS,C16_950ov_CF_NDCO,C16_950ov_CF_T,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_CF_T,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_CF_Tot
103031071,0,0,0,0,5,0,0,3,0,6,15,0,12,0,0,30,5,0,8,0,3,14,10,3,16,0,3,31,16,0,13,0,5,31,6,0,9,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,9,66,7,70,3,19,168
103031072,0,0,0,0,0,0,0,0,0,5,10,0,8,0,0,22,17,3,7,0,3,30,41,0,16,4,0,58,81,11,89,7,14,194,71,17,129,8,12,235,15,3,26,3,0,46,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,8,0,0,21,258,43,282,16,34,629
103031073,0,0,0,0,0,0,3,0,0,0,6,0,8,0,0,16,7,0,8,0,0,14,9,8,11,0,3,29,8,0,16,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,50,9,62,3,9,128
103031074,0,0,0,0,13,0,0,0,0,18,11,6,14,0,0,42,17,0,11,0,4,28,17,4,11,0,4,38,20,6,37,0,3,63,7,3,16,0,4,31,0,0,4,0,0,10,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,5,0,0,14,126,22,149,4,16,318
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,0,0,0,0,0,0,0,0,0,9,14,0,3,3,0,24,15,0,12,0,4,36,31,5,17,0,6,67,14,0,32,3,3,58,9,0,22,0,0,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,103,9,106,13,21,252
103041077,0,0,0,3,9,0,8,0,0,13,44,3,15,0,10,73,32,0,32,3,9,71,83,7,72,8,12,180,117,18,142,8,16,296,54,12,65,4,12,148,4,6,5,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,19,367,45,348,25,53,844
103041078,0,0,0,0,4,0,0,0,0,9,19,0,4,0,3,30,13,0,14,0,0,34,36,0,42,4,3,83,104,6,128,8,8,251,146,40,224,17,23,443,18,11,31,3,3,68,3,3,7,0,0,18,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,19,363,61,469,26,47,961
103041079,3,0,0,3,18,3,3,0,4,24,8,0,14,0,3,30,18,3,6,0,4,30,21,3,27,3,3,57,6,3,31,6,3,54,12,3,12,3,0,28,3,3,8,3,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,0,0,26,127,22,165,14,17,352
104011080,0,0,0,11,12,0,0,0,0,9,32,0,11,3,0,51,28,3,17,0,3,52,77,8,58,0,11,159,94,20,128,8,13,263,32,13,58,7,12,119,3,4,0,3,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,3,0,4,16,297,47,285,26,50,703
104011081,0,0,0,0,8,3,6,0,0,19,18,0,5,0,0,25,20,0,7,0,0,31,23,3,26,3,3,56,33,11,37,3,3,93,11,5,24,0,3,46,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,0,0,18,139,29,145,16,29,353
104011082,0,0,0,0,7,0,3,0,0,9,16,5,9,0,3,41,25,0,12,0,3,45,54,3,19,3,5,83,111,11,73,11,13,223,76,14,70,6,5,170,10,4,21,3,0,46,5,0,5,0,0,9,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,18,337,43,225,25,45,678
104021083,0,0,0,0,0,0,3,0,0,7,7,0,5,0,0,9,4,0,0,0,0,8,11,0,7,0,3,17,22,0,25,4,3,52,10,6,59,0,5,85,3,4,9,0,0,20,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68,15,129,6,14,232
104021084,0,0,0,0,11,0,3,0,0,13,40,0,0,0,4,50,20,3,13,3,0,35,44,0,37,3,9,96,106,8,69,10,9,200,138,31,127,18,15,327,40,9,53,3,13,113,9,3,5,3,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,3,4,3,3,18,424,60,336,37,51,909
104021085,0,0,0,0,0,0,3,0,0,3,19,0,3,0,0,20,4,0,0,0,0,9,30,0,27,0,0,65,63,8,41,0,3,116,76,20,74,12,6,183,30,13,32,3,8,81,5,0,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,10,238,44,190,18,24,515
104021086,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,3,0,3,0,0,10,6,0,4,0,0,14,10,0,12,0,3,27,17,7,15,0,5,39,0,0,6,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,46,3,11,116
104021087,0,0,0,0,3,0,0,0,0,7,7,0,3,0,0,10,3,0,3,0,0,13,7,0,14,0,0,22,11,3,5,0,3,29,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,11,54,9,45,3,6,115
104021088,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,12,30,0,19,7,5,54,41,15,61,5,13,135,27,5,61,6,5,106,8,0,16,0,3,21,0,0,11,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,125,19,165,19,29,356
104021089,0,0,0,0,8,0,5,0,0,10,23,0,5,0,0,28,20,0,9,0,3,32,53,0,9,0,3,69,79,8,74,5,17,182,108,22,155,16,31,327,27,16,57,6,12,104,3,0,15,0,3,24,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,10,0,3,25,343,49,343,35,68,835
104021090,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,7,3,0,0,0,0,5,8,0,4,0,0,12,20,0,16,0,0,42,28,3,31,3,4,64,0,0,6,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,76,6,69,4,12,168
104021091,0,0,0,0,3,4,3,0,0,8,11,0,3,0,0,20,8,0,3,0,0,20,29,0,24,3,3,59,52,6,61,0,9,138,58,14,93,13,13,193,18,6,23,0,4,43,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,11,205,35,227,24,29,513
105011092,13,0,0,33,7,0,10,3,0,22,12,0,15,0,0,28,10,0,10,0,0,23,3,0,9,0,3,18,11,0,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,5,17,102,10,106,9,12,238
105011093,8,0,0,18,12,0,8,0,0,21,28,9,49,0,4,91,10,0,13,0,0,24,15,0,7,0,0,24,18,3,19,0,0,43,3,0,6,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,123,21,129,5,12,287
105011094,4,0,0,5,8,0,7,0,0,15,12,3,9,0,0,26,7,3,8,0,3,18,10,3,5,0,0,18,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,10,68,11,67,4,11,156
105011095,0,0,3,0,14,6,16,0,3,36,21,0,10,3,3,35,8,3,3,4,3,25,23,0,13,3,0,35,3,0,3,4,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,21,95,16,84,14,17,224
105011096,7,0,0,15,21,0,16,0,0,40,35,3,34,0,3,76,14,4,18,0,0,41,4,0,13,0,0,19,3,0,8,0,0,8,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,6,0,0,22,169,13,149,4,17,362
105021097,13,0,0,24,20,3,14,0,4,41,38,0,29,5,5,83,22,5,33,0,4,67,57,5,34,4,3,102,33,0,38,0,3,78,15,0,24,0,0,36,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,0,0,19,239,18,212,9,25,514
105021098,11,0,3,13,8,0,15,0,4,26,3,0,3,0,0,10,0,0,7,0,0,5,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,11,38,8,73,0,9,134
105031099,0,0,0,4,29,3,8,0,0,43,36,3,29,0,3,73,19,3,20,8,3,54,9,0,14,0,6,34,0,0,10,0,0,12,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,19,136,15,110,12,17,292
105031100,0,0,0,0,8,0,5,0,0,14,20,0,15,3,4,41,24,0,8,0,0,32,61,0,43,3,3,112,53,11,65,4,7,138,24,11,39,5,8,83,8,0,3,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,16,203,29,187,22,21,460
105031101,0,0,0,3,8,0,3,0,0,11,52,0,21,6,9,86,38,0,15,0,6,56,83,3,46,0,8,139,121,16,121,9,8,277,62,16,113,4,13,209,6,7,22,0,5,44,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,6,0,0,15,399,47,351,28,43,872
105031102,0,0,0,3,5,0,0,0,0,9,16,0,10,0,5,28,14,0,10,0,3,24,18,6,25,0,3,49,28,9,49,0,3,86,35,4,61,9,3,113,4,7,15,0,0,25,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,144,17,170,12,15,373
105031103,0,0,0,3,5,0,3,0,0,8,9,0,4,0,0,13,10,0,0,0,0,10,3,0,7,0,0,11,6,0,9,0,0,17,4,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,13,58,10,37,3,7,114
105031104,0,0,0,0,9,0,9,0,0,17,21,0,16,0,0,41,9,0,9,0,0,20,3,0,13,3,0,19,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,7,75,7,70,3,3,153
105031105,0,0,0,6,3,0,5,0,3,14,25,0,18,0,0,41,8,3,8,0,0,22,21,3,20,0,5,49,14,0,7,0,0,23,3,0,5,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,106,19,87,3,17,230
105031106,0,0,0,8,11,6,11,0,4,30,25,0,15,7,3,51,19,0,33,0,3,52,14,3,29,0,0,44,10,7,14,5,0,31,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,3,0,9,109,22,124,12,16,279
106011107,0,0,0,3,6,0,0,0,0,7,0,0,3,0,0,3,4,0,4,0,0,12,18,3,9,0,0,34,36,6,42,3,8,89,40,14,68,5,5,134,7,0,15,3,3,32,7,3,0,0,0,9,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,3,12,142,33,162,11,24,368
106011108,0,0,0,6,12,0,0,0,0,13,46,0,11,0,3,58,32,0,11,0,3,54,82,3,55,7,10,152,169,19,150,7,24,362,76,20,123,14,21,252,4,0,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,3,19,448,48,357,31,66,955
106011109,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,10,12,0,9,0,0,26,9,0,15,0,3,28,7,5,9,0,3,25,4,0,0,0,3,12,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,58,9,47,3,17,134
106011110,0,0,0,0,10,0,0,3,3,19,8,0,5,0,4,18,10,3,5,0,0,15,14,0,17,0,5,29,13,3,34,4,3,48,12,3,11,3,6,32,0,0,4,0,0,9,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,87,16,90,13,15,217
106011111,0,0,0,3,9,0,0,3,0,10,22,0,4,0,4,37,15,0,12,0,3,34,50,0,23,5,5,84,93,24,122,9,13,252,57,14,93,13,14,193,0,0,0,0,0,3,3,0,0,0,4,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,263,44,273,23,49,649
106011112,0,0,0,3,6,0,5,0,0,13,27,0,9,0,0,40,16,0,9,0,4,32,45,7,48,8,8,106,95,16,119,3,16,246,53,16,121,12,19,227,11,0,28,3,3,46,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,17,277,42,358,31,50,755
106011113,0,0,0,6,8,0,0,0,0,5,3,3,3,0,0,3,4,0,3,0,0,7,3,0,6,0,3,22,14,0,15,0,5,34,6,3,20,3,3,38,0,3,4,0,0,10,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,10,68,16,73,9,16,176
106021114,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,9,5,0,3,0,0,10,6,3,7,0,0,15,32,4,14,3,3,55,69,22,134,11,4,241,10,0,4,0,3,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,138,24,172,14,17,362
106021115,0,0,4,8,8,0,3,0,0,12,43,0,16,3,6,73,40,3,17,3,3,68,55,12,50,3,11,129,187,13,146,9,17,373,143,28,230,26,32,459,23,14,55,6,4,102,3,3,6,0,0,14,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,3,0,19,528,79,539,61,75,1280
106021116,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,5,14,0,9,3,0,32,30,9,50,0,3,101,10,0,10,0,0,22,3,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,73,12,86,10,8,184
106021117,0,0,0,8,3,0,4,0,0,5,34,0,11,0,3,50,15,3,3,0,0,25,22,3,18,0,10,54,158,11,123,4,17,311,191,61,343,35,46,678,13,3,12,3,3,34,0,0,8,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,3,0,5,11,462,77,533,45,86,1206
106021118,0,0,0,0,0,0,3,0,0,3,8,0,0,0,0,7,3,3,6,0,0,11,30,4,58,0,4,102,30,0,30,0,0,63,40,9,66,0,9,123,23,3,43,4,3,70,3,3,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,9,136,26,214,8,21,406
106031119,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,9,3,0,6,0,0,9,11,0,16,0,4,39,17,6,37,8,3,75,8,3,15,4,10,34,0,3,0,0,0,10,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,62,16,85,17,21,198
106031120,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,11,7,0,3,0,0,11,18,0,16,0,0,32,38,3,32,6,0,78,33,15,64,11,14,130,3,4,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,109,17,132,12,22,290
106031121,0,0,0,4,8,0,0,0,0,9,23,0,4,0,0,31,15,0,8,0,0,27,58,13,52,0,8,122,98,4,70,5,12,195,146,25,147,11,34,358,54,20,79,5,8,172,15,7,18,4,0,43,3,3,5,0,0,14,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,5,14,0,0,3,0,19,456,76,396,41,64,1033
106031122,0,0,0,3,13,0,4,0,0,22,19,3,15,0,6,44,14,3,14,4,0,34,52,5,82,7,17,162,94,5,83,11,16,214,64,17,94,12,8,193,9,0,14,0,0,18,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,291,46,304,37,50,729
106031123,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,3,0,0,4,0,0,11,7,5,6,0,0,17,4,3,5,0,0,11,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,22,13,38,3,4,73
106031124,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,6,0,0,0,3,10,12,0,3,0,3,25,30,0,23,8,3,61,16,16,21,0,3,65,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,92,14,59,16,20,193
106031125,0,0,0,0,8,0,3,0,0,6,11,3,8,0,3,25,8,0,3,0,0,18,48,9,89,0,3,143,31,3,40,3,4,78,43,16,100,3,11,169,18,6,27,4,3,67,3,6,4,0,0,15,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,8,174,41,283,19,30,542
106041126,0,0,0,0,3,0,0,0,3,10,29,0,21,4,4,60,38,3,18,3,6,62,89,10,87,3,12,202,98,14,143,5,19,277,19,6,34,3,5,72,0,0,9,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,15,296,41,334,16,46,731
106041127,0,0,0,0,4,0,3,0,0,8,9,0,4,0,3,14,19,0,3,0,0,24,12,0,12,0,0,26,14,3,22,0,4,41,10,4,6,0,3,21,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,10,97,12,68,10,9,206
106041128,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,12,22,0,7,0,3,30,34,0,26,3,0,64,29,10,31,4,0,70,20,6,24,0,0,54,0,3,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,124,14,109,8,11,268
106041129,0,0,0,0,9,0,8,0,0,17,19,3,5,0,0,32,19,0,14,0,0,35,33,7,27,3,9,70,12,0,32,0,4,51,7,0,6,0,0,14,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,4,43,186,26,158,11,20,392
107011131,0,0,0,0,18,0,5,0,0,24,48,0,5,5,3,57,12,3,7,0,0,28,21,3,10,4,4,38,59,7,39,5,19,134,88,26,161,21,35,339,29,12,44,5,6,98,6,3,12,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,0,0,18,303,67,293,40,75,776
107011132,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,3,0,0,6,0,0,0,0,4,4,10,0,10,3,0,16,20,7,51,7,5,86,10,7,36,0,3,60,8,7,12,0,0,25,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,59,22,116,10,11,223
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,0,0,0,3,9,0,7,0,0,9,36,0,8,0,5,51,19,4,5,0,0,30,14,3,12,0,7,29,29,3,30,0,15,75,55,17,70,10,18,171,19,7,37,5,4,76,3,3,18,5,3,31,3,0,3,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,14,203,34,194,21,53,506
107011545,0,0,0,0,3,0,4,0,0,13,51,3,8,0,0,70,16,0,3,0,3,21,21,0,14,3,8,45,54,10,50,5,20,137,55,21,100,11,18,199,3,3,20,8,5,41,3,0,4,0,3,11,3,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,0,17,239,51,228,27,48,599
107011546,0,0,0,0,8,0,10,0,3,21,36,4,15,0,0,50,16,3,14,0,7,43,28,0,19,3,3,56,44,7,36,3,8,96,39,15,62,3,9,128,8,3,9,0,3,19,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,9,200,34,175,12,32,450
107011547,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,0,0,0,7,9,0,3,0,0,8,5,0,12,0,4,18,18,0,25,3,0,49,7,0,11,3,3,21,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,59,9,7,122
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,12,5,3,3,0,3,12,0,0,3,0,0,9,15,0,16,0,4,36,54,3,86,7,15,163,28,15,68,9,13,130,3,0,14,0,5,24,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,118,28,205,26,43,420
107031137,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,23,3,0,3,0,0,12,5,0,8,0,0,17,13,4,16,3,4,43,33,9,58,0,6,110,3,3,11,0,3,25,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,83,15,116,8,21,243
107031138,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,9,4,0,0,0,0,4,13,0,3,0,0,15,19,0,17,0,3,39,51,9,30,8,6,95,28,3,32,0,6,68,14,3,9,3,0,35,5,0,7,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,151,17,111,14,13,310
